number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
19,0.18521683402561284,2026-09-19 20:34:35.376811,2026-09-19 20:34:35.494608,0 days 00:00:00.117797,0.001019922238318522,0.4104062505072639,,"{""C"": 0.001019922238318522, ""l1_ratio"": 0.4104062505072639}",PRUNED
20,0.09770114942528736,2026-09-19 20:34:35.494608,2026-09-19 20:34:35.545965,0 days 00:00:00.051357,0.000656679288030517,0.6443571888332487,,"{""C"": 0.000656679288030517, ""l1_ratio"": 0.6443571888332487}",PRUNED
21,0.2659018165203282,2026-09-19 20:34:35.545965,2026-09-19 20:34:36.670415,0 days 00:00:01.124450,0.010244838082840485,0.9966031502614534,,"{""C"": 0.010244838082840485, ""l1_ratio"": 0.9966031502614534}",COMPLETE
22,0.2595689159367877,2026-09-19 20:34:36.670415,2026-09-19 20:34:39.169840,0 days 00:00:02.499425,0.03644321660132795,0.8048993723298299,,"{""C"": 0.03644321660132795, ""l1_ratio"": 0.8048993723298299}",PRUNED
23,0.2183811769699505,2026-09-19 20:34:39.169840,2026-09-19 20:34:39.331899,0 days 00:00:00.162059,0.005795799727525323,0.8424075458242021,,"{""C"": 0.005795799727525323, ""l1_ratio"": 0.8424075458242021}",PRUNED
24,0.26128210722488326,2026-09-19 20:34:39.331899,2026-09-19 20:34:40.460476,0 days 00:00:01.128577,0.0031481997801973134,0.09427270630961136,,"{""C"": 0.0031481997801973134, ""l1_ratio"": 0.09427270630961136}",COMPLETE
25,0.09770114942528736,2026-09-19 20:34:40.460476,2026-09-19 20:34:40.518878,0 days 00:00:00.058402,0.00027363971363812364,0.22032421395645418,,"{""C"": 0.00027363971363812364, ""l1_ratio"": 0.22032421395645418}",PRUNED
26,0.09770114942528736,2026-09-19 20:34:40.518878,2026-09-19 20:34:40.576454,0 days 00:00:00.057576,0.0009346825318719985,0.9856694899712194,,"{""C"": 0.0009346825318719985, ""l1_ratio"": 0.9856694899712194}",PRUNED
27,0.26050640114307083,2026-09-19 20:34:40.576454,2026-09-19 20:34:42.472275,0 days 00:00:01.895821,0.021246400888251863,0.5861756351050444,,"{""C"": 0.021246400888251863, ""l1_ratio"": 0.5861756351050444}",PRUNED
28,0.17736240950286636,2026-09-19 20:34:42.472275,2026-09-19 20:34:42.568054,0 days 00:00:00.095779,0.0017131862570538621,0.917863775631488,,"{""C"": 0.0017131862570538621, ""l1_ratio"": 0.917863775631488}",PRUNED
29,0.26033971111673077,2026-09-19 20:34:42.568054,2026-09-19 20:34:44.116570,0 days 00:00:01.548516,0.014725435421043027,0.32261142580983065,,"{""C"": 0.014725435421043027, ""l1_ratio"": 0.32261142580983065}",PRUNED
