number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.25247417959902413,2026-09-19 20:32:34.134565,2026-09-19 20:32:37.434974,0 days 00:00:03.300409,0.01444525102276306,0.2912291401980419,"{'C': 0.01444525102276306, 'l1_ratio': 0.2912291401980419}",,COMPLETE
1,0.2657876354700324,2026-09-19 20:32:37.434974,2026-09-19 20:32:38.487965,0 days 00:00:01.052991,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.24293412898608197,2026-09-19 20:32:38.487965,2026-09-19 20:33:25.529956,0 days 00:00:47.041991,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.2664158055309791,2026-09-19 20:33:25.531462,2026-09-19 20:33:25.913431,0 days 00:00:00.381969,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 20:33:25.913431,2026-09-19 20:33:26.026924,0 days 00:00:00.113493,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.2287881556014519,2026-09-19 20:33:26.026924,2026-09-19 20:33:27.423641,0 days 00:00:01.396717,0.10129197956845731,0.7080725777960455,,,PRUNED
6,0.09770114942528736,2026-09-19 20:33:27.423641,2026-09-19 20:33:27.442761,0 days 00:00:00.019120,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.22657755238642208,2026-09-19 20:33:27.442761,2026-09-19 20:33:34.732097,0 days 00:00:07.289336,1.452824663751602,0.21233911067827616,,,PRUNED
8,0.20157968137757537,2026-09-19 20:33:34.732097,2026-09-19 20:33:34.809364,0 days 00:00:00.077267,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.2164804647670924,2026-09-19 20:33:34.809364,2026-09-19 20:33:34.948553,0 days 00:00:00.139189,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.2261192799784575,2026-09-19 20:33:34.948553,2026-09-19 20:33:45.000533,0 days 00:00:10.051980,5.732850083820464,0.04019756200519681,,"{""C"": 5.732850083820464, ""l1_ratio"": 0.04019756200519681}",PRUNED
11,0.2660814011090561,2026-09-19 20:33:45.000533,2026-09-19 20:33:45.893008,0 days 00:00:00.892475,0.009843137748949805,0.8864464705884627,,"{""C"": 0.009843137748949805, ""l1_ratio"": 0.8864464705884627}",COMPLETE
12,0.09770114942528736,2026-09-19 20:33:45.893008,2026-09-19 20:33:45.926926,0 days 00:00:00.033918,0.0001436006551419587,0.4374054587941613,,"{""C"": 0.0001436006551419587, ""l1_ratio"": 0.4374054587941613}",PRUNED
13,0.2084889713866785,2026-09-19 20:33:45.926926,2026-09-19 20:33:46.014447,0 days 00:00:00.087521,0.0033032593719378523,0.7098733370527498,,"{""C"": 0.0033032593719378523, ""l1_ratio"": 0.7098733370527498}",PRUNED
14,0.20541177229719182,2026-09-19 20:33:46.014447,2026-09-19 20:33:46.107554,0 days 00:00:00.093107,0.0001196668883226712,0.028633116269720982,,"{""C"": 0.0001196668883226712, ""l1_ratio"": 0.028633116269720982}",PRUNED
15,0.25730001976214856,2026-09-19 20:33:46.107554,2026-09-19 20:34:15.561891,0 days 00:00:29.454337,0.5183273603525624,0.9469618763901493,,"{""C"": 0.5183273603525624, ""l1_ratio"": 0.9469618763901493}",PRUNED
16,0.2638407802074949,2026-09-19 20:34:15.561891,2026-09-19 20:34:19.112422,0 days 00:00:03.550531,0.0342590745092284,0.06651191598644966,,"{""C"": 0.0342590745092284, ""l1_ratio"": 0.06651191598644966}",PRUNED
17,0.22586910754008055,2026-09-19 20:34:19.112422,2026-09-19 20:34:33.099842,0 days 00:00:13.987420,9.964711978123763,0.4072250699804971,,"{""C"": 9.964711978123763, ""l1_ratio"": 0.4072250699804971}",PRUNED
18,0.22909349860635786,2026-09-19 20:34:33.099842,2026-09-19 20:34:35.376811,0 days 00:00:02.276969,0.07255442113511322,0.4156266907770388,,"{""C"": 0.07255442113511322, ""l1_ratio"": 0.4156266907770388}",PRUNED
