number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.2691227542264702,2026-09-19 20:29:20.057642,2026-09-19 20:29:21.868940,0 days 00:00:01.811298,0.004924406851833448,0.02561621916740343,"{'C': 0.004924406851833448, 'l1_ratio': 0.02561621916740343}",,COMPLETE
1,0.2653811497954399,2026-09-19 20:29:21.868940,2026-09-19 20:29:22.843423,0 days 00:00:00.974483,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.25355380195854826,2026-09-19 20:29:22.843423,2026-09-19 20:30:01.919504,0 days 00:00:39.076081,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.26589832840123706,2026-09-19 20:30:01.919504,2026-09-19 20:30:02.417763,0 days 00:00:00.498259,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 20:30:02.417763,2026-09-19 20:30:02.551851,0 days 00:00:00.134088,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.26062448202750754,2026-09-19 20:30:02.551851,2026-09-19 20:30:11.252950,0 days 00:00:08.701099,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 20:30:11.252950,2026-09-19 20:30:11.278855,0 days 00:00:00.025905,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.2845464934485519,2026-09-19 20:30:11.278855,2026-09-19 20:30:27.698425,0 days 00:00:16.419570,1.452824663751602,0.21233911067827616,,,PRUNED
8,0.30084773505057294,2026-09-19 20:30:27.698425,2026-09-19 20:30:27.796789,0 days 00:00:00.098364,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.2662203768321273,2026-09-19 20:30:27.796789,2026-09-19 20:30:28.672913,0 days 00:00:00.876124,0.0033205591037519565,0.5247564316322378,,,COMPLETE
10,0.2648604322297123,2026-09-19 20:30:28.672913,2026-09-19 20:30:33.292514,0 days 00:00:04.619601,0.02461722009307664,0.1713042803311789,,"{""C"": 0.02461722009307664, ""l1_ratio"": 0.1713042803311789}",COMPLETE
11,0.27625557665265493,2026-09-19 20:30:33.292514,2026-09-19 20:30:33.433994,0 days 00:00:00.141480,0.0009552760128210731,0.5189496514160602,,"{""C"": 0.0009552760128210731, ""l1_ratio"": 0.5189496514160602}",PRUNED
12,0.2712768016732176,2026-09-19 20:30:33.433994,2026-09-19 20:30:35.779649,0 days 00:00:02.345655,0.012269186243013852,0.4332155535112314,,"{""C"": 0.012269186243013852, ""l1_ratio"": 0.4332155535112314}",COMPLETE
13,0.270194651085956,2026-09-19 20:30:35.779649,2026-09-19 20:30:39.501149,0 days 00:00:03.721500,0.014510212865867766,0.33177152883049627,,"{""C"": 0.014510212865867766, ""l1_ratio"": 0.33177152883049627}",COMPLETE
14,0.26833154000387816,2026-09-19 20:30:39.501149,2026-09-19 20:30:43.877045,0 days 00:00:04.375896,0.023513062036263088,0.3613404186313886,,"{""C"": 0.023513062036263088, ""l1_ratio"": 0.3613404186313886}",COMPLETE
15,0.32301316128320484,2026-09-19 20:30:43.877045,2026-09-19 20:30:47.408309,0 days 00:00:03.531264,0.11247735102470054,0.338720681032868,,"{""C"": 0.11247735102470054, ""l1_ratio"": 0.338720681032868}",PRUNED
16,0.283882516443305,2026-09-19 20:30:47.408309,2026-09-19 20:31:21.316526,0 days 00:00:33.908217,5.97054854855808,0.866475654252143,,"{""C"": 5.97054854855808, ""l1_ratio"": 0.866475654252143}",PRUNED
17,0.318654241223403,2026-09-19 20:31:21.316526,2026-09-19 20:31:23.245377,0 days 00:00:01.928851,0.05836552232601993,0.03106806070876189,,"{""C"": 0.05836552232601993, ""l1_ratio"": 0.03106806070876189}",PRUNED
18,0.308328150062042,2026-09-19 20:31:23.245377,2026-09-19 20:31:23.410146,0 days 00:00:00.164769,0.005522489890793943,0.7386495678068143,,"{""C"": 0.005522489890793943, ""l1_ratio"": 0.7386495678068143}",PRUNED
19,0.31770626329672796,2026-09-19 20:31:23.410146,2026-09-19 20:31:23.595540,0 days 00:00:00.185394,0.0041263453811538255,0.3514766764323365,,"{""C"": 0.0041263453811538255, ""l1_ratio"": 0.3514766764323365}",PRUNED
20,0.09770114942528736,2026-09-19 20:31:23.595540,2026-09-19 20:31:23.648988,0 days 00:00:00.053448,0.00022383800988158168,0.33797193502550127,,"{""C"": 0.00022383800988158168, ""l1_ratio"": 0.33797193502550127}",PRUNED
21,0.26902862210021683,2026-09-19 20:31:23.649995,2026-09-19 20:31:25.866345,0 days 00:00:02.216350,0.006185340898867672,0.06972202317507348,,"{""C"": 0.006185340898867672, ""l1_ratio"": 0.06972202317507348}",COMPLETE
22,0.2670449728682079,2026-09-19 20:31:25.866345,2026-09-19 20:31:31.592576,0 days 00:00:05.726231,0.03443217327037185,0.5779928183572098,,"{""C"": 0.03443217327037185, ""l1_ratio"": 0.5779928183572098}",COMPLETE
23,0.3396761956173373,2026-09-19 20:31:31.592576,2026-09-19 20:31:31.864360,0 days 00:00:00.271784,0.004911796314994749,0.2630860266329791,,"{""C"": 0.004911796314994749, ""l1_ratio"": 0.2630860266329791}",PRUNED
24,0.284295442927653,2026-09-19 20:31:31.864360,2026-09-19 20:31:51.444241,0 days 00:00:19.579881,2.066814670973532,0.045282014855484165,,"{""C"": 2.066814670973532, ""l1_ratio"": 0.045282014855484165}",PRUNED
25,0.28397394060418757,2026-09-19 20:31:51.444241,2026-09-19 20:32:22.896672,0 days 00:00:31.452431,9.383082214511886,0.3774942853855177,,"{""C"": 9.383082214511886, ""l1_ratio"": 0.3774942853855177}",PRUNED
26,0.29805298461618507,2026-09-19 20:32:22.898179,2026-09-19 20:32:27.671546,0 days 00:00:04.773367,0.15989800086069572,0.18983169900769398,,"{""C"": 0.15989800086069572, ""l1_ratio"": 0.18983169900769398}",PRUNED
27,0.29217724697315317,2026-09-19 20:32:27.671546,2026-09-19 20:32:27.785196,0 days 00:00:00.113650,0.00011561079700728421,0.03579889999013336,,"{""C"": 0.00011561079700728421, ""l1_ratio"": 0.03579889999013336}",PRUNED
28,0.26923684947346843,2026-09-19 20:32:27.785196,2026-09-19 20:32:33.121701,0 days 00:00:05.336505,0.030998507482545682,0.717926402010389,,"{""C"": 0.030998507482545682, ""l1_ratio"": 0.717926402010389}",COMPLETE
29,0.29820013094499187,2026-09-19 20:32:33.121701,2026-09-19 20:32:33.264477,0 days 00:00:00.142776,0.0017543524857422657,0.77622828499361,,"{""C"": 0.0017543524857422657, ""l1_ratio"": 0.77622828499361}",PRUNED
