number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.2563920122054633,2026-09-19 20:46:09.296622,2026-09-19 20:47:12.827330,0 days 00:01:03.530708,0.5191717517863852,0.6612169977120016,"{'C': 0.5191717517863852, 'l1_ratio': 0.6612169977120016}",,COMPLETE
1,0.2403021473462111,2026-09-19 20:47:12.827330,2026-09-19 20:47:13.779680,0 days 00:00:00.952350,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.25658060860412213,2026-09-19 20:47:13.779680,2026-09-19 20:47:50.318414,0 days 00:00:36.538734,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.2372366731597874,2026-09-19 20:47:50.318414,2026-09-19 20:47:51.176632,0 days 00:00:00.858218,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 20:47:51.176632,2026-09-19 20:47:51.440440,0 days 00:00:00.263808,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.2578956360510236,2026-09-19 20:47:51.440440,2026-09-19 20:48:06.998134,0 days 00:00:15.557694,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 20:48:06.998134,2026-09-19 20:48:07.023837,0 days 00:00:00.025703,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.25223059078814547,2026-09-19 20:48:07.023837,2026-09-19 20:49:47.323209,0 days 00:01:40.299372,1.452824663751602,0.21233911067827616,,,COMPLETE
8,0.17460735331927285,2026-09-19 20:49:47.323209,2026-09-19 20:49:47.475797,0 days 00:00:00.152588,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.20427327570576173,2026-09-19 20:49:47.475797,2026-09-19 20:49:47.659495,0 days 00:00:00.183698,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.2580974468678157,2026-09-19 20:49:47.659495,2026-09-19 20:49:57.844087,0 days 00:00:10.184592,0.05456248170220447,0.2487484494848381,,"{""C"": 0.05456248170220447, ""l1_ratio"": 0.2487484494848381}",COMPLETE
11,0.2601332673171234,2026-09-19 20:49:57.844087,2026-09-19 20:50:09.140769,0 days 00:00:11.296682,0.06629895471050756,0.23853473172383358,,"{""C"": 0.06629895471050756, ""l1_ratio"": 0.23853473172383358}",COMPLETE
12,0.2747398487186127,2026-09-19 20:50:09.140769,2026-09-19 20:50:10.107717,0 days 00:00:00.966948,0.02718092762808735,0.061753693472429455,,"{""C"": 0.02718092762808735, ""l1_ratio"": 0.061753693472429455}",PRUNED
13,0.2591064198490326,2026-09-19 20:50:10.107717,2026-09-19 20:50:24.568146,0 days 00:00:14.460429,0.11221685638390218,0.3416671179626105,,"{""C"": 0.11221685638390218, ""l1_ratio"": 0.3416671179626105}",COMPLETE
14,0.2566470177264083,2026-09-19 20:50:24.568146,2026-09-19 20:50:51.075002,0 days 00:00:26.506856,0.38655850548142107,0.3714106693892263,,"{""C"": 0.38655850548142107, ""l1_ratio"": 0.3714106693892263}",COMPLETE
15,0.26976051881565616,2026-09-19 20:50:51.075002,2026-09-19 20:51:25.467154,0 days 00:00:34.392152,8.881705914687231,0.6268836449065676,,"{""C"": 8.881705914687231, ""l1_ratio"": 0.6268836449065676}",PRUNED
16,0.27709588607358693,2026-09-19 20:51:25.467154,2026-09-19 20:51:43.904098,0 days 00:00:18.436944,1.4148840570703942,0.05745559865968122,,"{""C"": 1.4148840570703942, ""l1_ratio"": 0.05745559865968122}",PRUNED
17,0.2699921213700925,2026-09-19 20:51:43.904098,2026-09-19 20:52:14.092395,0 days 00:00:30.188297,9.964711978123763,0.4072250699804971,,"{""C"": 9.964711978123763, ""l1_ratio"": 0.4072250699804971}",PRUNED
18,0.25533613379630304,2026-09-19 20:52:14.092902,2026-09-19 20:52:14.577882,0 days 00:00:00.484980,0.007410484247723998,0.34588381959302483,,"{""C"": 0.007410484247723998, ""l1_ratio"": 0.34588381959302483}",PRUNED
19,0.27858173629660005,2026-09-19 20:52:14.577882,2026-09-19 20:52:17.209634,0 days 00:00:02.631752,0.06297269380989233,0.5068819426579806,,"{""C"": 0.06297269380989233, ""l1_ratio"": 0.5068819426579806}",PRUNED
20,0.2760870876566113,2026-09-19 20:52:17.209634,2026-09-19 20:52:41.065425,0 days 00:00:23.855791,1.5690127931257194,0.4983862434729176,,"{""C"": 1.5690127931257194, ""l1_ratio"": 0.4983862434729176}",PRUNED
21,0.25615593917481794,2026-09-19 20:52:41.065425,2026-09-19 20:53:17.105014,0 days 00:00:36.039589,0.2667902904803894,0.13476649281283018,,"{""C"": 0.2667902904803894, ""l1_ratio"": 0.13476649281283018}",COMPLETE
