number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
13,0.2543658216544361,2026-09-19 21:42:37.042099,2026-09-19 21:42:39.377216,0 days 00:00:02.335117,0.5175804012086258,0.021319096669723363,4,307,0.6809550871668847,0.45421685728562383,0.6202665408991165,,"{""colsample_bytree"": 0.5175804012086258, ""learning_rate"": 0.021319096669723363, ""max_depth"": 4, ""n_estimators"": 307, ""reg_alpha"": 0.6809550871668847, ""reg_lambda"": 0.45421685728562383, ""subsample"": 0.6202665408991165}",COMPLETE
14,0.24978833025882455,2026-09-19 21:42:39.377216,2026-09-19 21:42:39.530376,0 days 00:00:00.153160,0.8555555396055808,0.030967788589023472,1,217,0.3889946076773816,0.7485583858009144,0.6931415145336507,,"{""colsample_bytree"": 0.8555555396055808, ""learning_rate"": 0.030967788589023472, ""max_depth"": 1, ""n_estimators"": 217, ""reg_alpha"": 0.3889946076773816, ""reg_lambda"": 0.7485583858009144, ""subsample"": 0.6931415145336507}",PRUNED
15,0.254969187378038,2026-09-19 21:42:39.530376,2026-09-19 21:42:39.909527,0 days 00:00:00.379151,0.727997408544161,0.17291791187552658,2,462,0.35903797637457585,0.6228128384198865,0.6111240520503415,,"{""colsample_bytree"": 0.727997408544161, ""learning_rate"": 0.17291791187552658, ""max_depth"": 2, ""n_estimators"": 462, ""reg_alpha"": 0.35903797637457585, ""reg_lambda"": 0.6228128384198865, ""subsample"": 0.6111240520503415}",PRUNED
16,0.2816241907412555,2026-09-19 21:42:39.909527,2026-09-19 21:42:41.309209,0 days 00:00:01.399682,0.5666983528005324,0.03917270136135067,5,632,0.6843714689852398,2.1985517856697476,0.6172157551264964,,"{""colsample_bytree"": 0.5666983528005324, ""learning_rate"": 0.03917270136135067, ""max_depth"": 5, ""n_estimators"": 632, ""reg_alpha"": 0.6843714689852398, ""reg_lambda"": 2.1985517856697476, ""subsample"": 0.6172157551264964}",PRUNED
17,0.2525377364042291,2026-09-19 21:42:41.309209,2026-09-19 21:42:41.554741,0 days 00:00:00.245532,0.6798494844582171,0.030054270002047235,1,343,0.08083142694351048,2.1839340717513616,0.6045368846246565,,"{""colsample_bytree"": 0.6798494844582171, ""learning_rate"": 0.030054270002047235, ""max_depth"": 1, ""n_estimators"": 343, ""reg_alpha"": 0.08083142694351048, ""reg_lambda"": 2.1839340717513616, ""subsample"": 0.6045368846246565}",PRUNED
18,0.25961794635327295,2026-09-19 21:42:41.554741,2026-09-19 21:42:42.822502,0 days 00:00:01.267761,0.6430691137628964,0.0906184195098736,2,296,1.100808027069961,3.096281280775747,0.7029292262303972,,"{""colsample_bytree"": 0.6430691137628964, ""learning_rate"": 0.0906184195098736, ""max_depth"": 2, ""n_estimators"": 296, ""reg_alpha"": 1.100808027069961, ""reg_lambda"": 3.096281280775747, ""subsample"": 0.7029292262303972}",COMPLETE
19,0.29060977870303817,2026-09-19 21:42:42.822502,2026-09-19 21:42:43.266437,0 days 00:00:00.443935,0.7635585089005151,0.01937162312957856,2,599,0.3544144082808635,1.1409339107855225,0.7187127326005757,,"{""colsample_bytree"": 0.7635585089005151, ""learning_rate"": 0.01937162312957856, ""max_depth"": 2, ""n_estimators"": 599, ""reg_alpha"": 0.3544144082808635, ""reg_lambda"": 1.1409339107855225, ""subsample"": 0.7187127326005757}",PRUNED
20,0.2757562775184679,2026-09-19 21:42:43.266437,2026-09-19 21:42:43.621691,0 days 00:00:00.355254,0.6460715910680799,0.059131131749032416,1,560,1.6448887438426052,0.927068490910361,0.6791879950305205,,"{""colsample_bytree"": 0.6460715910680799, ""learning_rate"": 0.059131131749032416, ""max_depth"": 1, ""n_estimators"": 560, ""reg_alpha"": 1.6448887438426052, ""reg_lambda"": 0.927068490910361, ""subsample"": 0.6791879950305205}",PRUNED
21,0.2886968092721098,2026-09-19 21:42:43.621691,2026-09-19 21:42:44.176104,0 days 00:00:00.554413,0.8140319316341871,0.03840622501982703,1,907,0.2374439943048232,2.863238147646789,0.6278321479165918,,"{""colsample_bytree"": 0.8140319316341871, ""learning_rate"": 0.03840622501982703, ""max_depth"": 1, ""n_estimators"": 907, ""reg_alpha"": 0.2374439943048232, ""reg_lambda"": 2.863238147646789, ""subsample"": 0.6278321479165918}",PRUNED
22,0.2693298594332212,2026-09-19 21:42:44.176104,2026-09-19 21:42:44.867517,0 days 00:00:00.691413,0.6849820992728157,0.03314811543763652,1,1177,0.3132582524005788,2.6495527649356765,0.9493465488208734,,"{""colsample_bytree"": 0.6849820992728157, ""learning_rate"": 0.03314811543763652, ""max_depth"": 1, ""n_estimators"": 1177, ""reg_alpha"": 0.3132582524005788, ""reg_lambda"": 2.6495527649356765, ""subsample"": 0.9493465488208734}",PRUNED
23,0.2449653308195378,2026-09-19 21:42:44.868516,2026-09-19 21:42:50.844486,0 days 00:00:05.975970,0.7850846127266025,0.0524558786542609,3,1033,0.009578401479130805,3.38590195508671,0.7448332056697471,,"{""colsample_bytree"": 0.7850846127266025, ""learning_rate"": 0.0524558786542609, ""max_depth"": 3, ""n_estimators"": 1033, ""reg_alpha"": 0.009578401479130805, ""reg_lambda"": 3.38590195508671, ""subsample"": 0.7448332056697471}",COMPLETE
24,0.26815526333270495,2026-09-19 21:42:50.844486,2026-09-19 21:42:51.176387,0 days 00:00:00.331901,0.5284571758900783,0.0542705311562402,1,532,0.77340825739433,0.5304928583194328,0.6615196033335685,,"{""colsample_bytree"": 0.5284571758900783, ""learning_rate"": 0.0542705311562402, ""max_depth"": 1, ""n_estimators"": 532, ""reg_alpha"": 0.77340825739433, ""reg_lambda"": 0.5304928583194328, ""subsample"": 0.6615196033335685}",PRUNED
25,0.25880481262007426,2026-09-19 21:42:51.176387,2026-09-19 21:42:52.929171,0 days 00:00:01.752784,0.6305873942701805,0.039392385624602615,3,313,1.1464759388528756,0.18641200192846463,0.6762149630689935,,"{""colsample_bytree"": 0.6305873942701805, ""learning_rate"": 0.039392385624602615, ""max_depth"": 3, ""n_estimators"": 313, ""reg_alpha"": 1.1464759388528756, ""reg_lambda"": 0.18641200192846463, ""subsample"": 0.6762149630689935}",COMPLETE
26,0.26076896349940815,2026-09-19 21:42:52.929171,2026-09-19 21:42:54.470523,0 days 00:00:01.541352,0.5870291561595729,0.07037746943787383,2,356,1.4482862572126622,1.8339509109125782,0.6172628814488356,,"{""colsample_bytree"": 0.5870291561595729, ""learning_rate"": 0.07037746943787383, ""max_depth"": 2, ""n_estimators"": 356, ""reg_alpha"": 1.4482862572126622, ""reg_lambda"": 1.8339509109125782, ""subsample"": 0.6172628814488356}",COMPLETE
27,0.2604188073438131,2026-09-19 21:42:54.470523,2026-09-19 21:42:55.624937,0 days 00:00:01.154414,0.6216747076722169,0.08109290447376201,2,278,0.18157093367624633,1.5299196623687292,0.6065101608476016,,"{""colsample_bytree"": 0.6216747076722169, ""learning_rate"": 0.08109290447376201, ""max_depth"": 2, ""n_estimators"": 278, ""reg_alpha"": 0.18157093367624633, ""reg_lambda"": 1.5299196623687292, ""subsample"": 0.6065101608476016}",COMPLETE
28,0.28434788739777517,2026-09-19 21:42:55.624937,2026-09-19 21:42:56.228777,0 days 00:00:00.603840,0.6268295599113505,0.08557678489218477,3,519,1.5159306288369878,2.3099008459476384,0.6311056784673476,,"{""colsample_bytree"": 0.6268295599113505, ""learning_rate"": 0.08557678489218477, ""max_depth"": 3, ""n_estimators"": 519, ""reg_alpha"": 1.5159306288369878, ""reg_lambda"": 2.3099008459476384, ""subsample"": 0.6311056784673476}",PRUNED
29,0.2836602663137411,2026-09-19 21:42:56.228777,2026-09-19 21:42:56.615778,0 days 00:00:00.387001,0.672892968547932,0.0385796029853531,3,316,0.8376871728101118,1.0716557243209388,0.6365700261540627,,"{""colsample_bytree"": 0.672892968547932, ""learning_rate"": 0.0385796029853531, ""max_depth"": 3, ""n_estimators"": 316, ""reg_alpha"": 0.8376871728101118, ""reg_lambda"": 1.0716557243209388, ""subsample"": 0.6365700261540627}",PRUNED
