number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
18,0.27336546305904974,2026-09-19 16:45:11.084695,2026-09-19 16:45:11.124722,0 days 00:00:00.040027,0.0002345072246314714,0.019125928978021067,,"{""C"": 0.0002345072246314714, ""l1_ratio"": 0.019125928978021067}",PRUNED
19,0.09770114942528736,2026-09-19 16:45:11.124722,2026-09-19 16:45:11.139729,0 days 00:00:00.015007,0.00022112584525057206,0.29991699410525574,,"{""C"": 0.00022112584525057206, ""l1_ratio"": 0.29991699410525574}",PRUNED
20,0.09770114942528736,2026-09-19 16:45:11.139729,2026-09-19 16:45:11.156836,0 days 00:00:00.017107,0.0007658076742934125,0.7215795148431012,,"{""C"": 0.0007658076742934125, ""l1_ratio"": 0.7215795148431012}",PRUNED
21,0.28265405588173464,2026-09-19 16:45:11.156836,2026-09-19 16:45:11.703699,0 days 00:00:00.546863,0.0023108947519656373,0.006826947076158955,,"{""C"": 0.0023108947519656373, ""l1_ratio"": 0.006826947076158955}",COMPLETE
22,0.23050304552135004,2026-09-19 16:45:11.703699,2026-09-19 16:45:11.748921,0 days 00:00:00.045222,0.0009978967292217328,0.3056738967691487,,"{""C"": 0.0009978967292217328, ""l1_ratio"": 0.3056738967691487}",PRUNED
23,0.27885056628270977,2026-09-19 16:45:11.748921,2026-09-19 16:45:13.801010,0 days 00:00:02.052089,0.013493053881095578,0.2597291712909554,,"{""C"": 0.013493053881095578, ""l1_ratio"": 0.2597291712909554}",COMPLETE
24,0.28108658292154737,2026-09-19 16:45:13.801010,2026-09-19 16:45:14.395292,0 days 00:00:00.594282,0.0055748065943601,0.07527505103443072,,"{""C"": 0.0055748065943601, ""l1_ratio"": 0.07527505103443072}",COMPLETE
25,0.2714119782181228,2026-09-19 16:45:14.395292,2026-09-19 16:45:15.810775,0 days 00:00:01.415483,0.2794941716235684,0.0863689218192707,,"{""C"": 0.2794941716235684, ""l1_ratio"": 0.0863689218192707}",PRUNED
26,0.27928670206725675,2026-09-19 16:45:15.810775,2026-09-19 16:45:16.664378,0 days 00:00:00.853603,0.008531821308316248,0.1147552621373463,,"{""C"": 0.008531821308316248, ""l1_ratio"": 0.1147552621373463}",COMPLETE
27,0.28264359828465646,2026-09-19 16:45:16.664378,2026-09-19 16:45:17.149276,0 days 00:00:00.484898,0.0026885985329311588,0.027054045371106106,,"{""C"": 0.0026885985329311588, ""l1_ratio"": 0.027054045371106106}",COMPLETE
28,0.28273829270834844,2026-09-19 16:45:17.149276,2026-09-19 16:45:17.614771,0 days 00:00:00.465495,0.002745212950828688,0.03661362168369947,,"{""C"": 0.002745212950828688, ""l1_ratio"": 0.03661362168369947}",COMPLETE
29,0.28263459470797037,2026-09-19 16:45:17.614771,2026-09-19 16:45:18.162625,0 days 00:00:00.547854,0.0032936451152776247,0.03150568058445869,,"{""C"": 0.0032936451152776247, ""l1_ratio"": 0.03150568058445869}",COMPLETE
