number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.2744348561127093,2026-09-19 16:41:13.098637,2026-09-19 16:41:13.758615,0 days 00:00:00.659978,0.004924406851833448,0.02561621916740343,"{'C': 0.004924406851833448, 'l1_ratio': 0.02561621916740343}",,COMPLETE
1,0.26916414588254856,2026-09-19 16:41:13.758615,2026-09-19 16:41:14.068150,0 days 00:00:00.309535,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.2600686934020068,2026-09-19 16:41:14.068150,2026-09-19 16:41:25.270150,0 days 00:00:11.202000,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.24614218813139152,2026-09-19 16:41:25.270150,2026-09-19 16:41:25.492918,0 days 00:00:00.222768,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 16:41:25.492918,2026-09-19 16:41:25.537222,0 days 00:00:00.044304,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.2656254156205764,2026-09-19 16:41:25.537222,2026-09-19 16:41:28.432519,0 days 00:00:02.895297,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 16:41:28.432519,2026-09-19 16:41:28.440537,0 days 00:00:00.008018,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.29203750974231224,2026-09-19 16:41:28.440537,2026-09-19 16:41:33.095528,0 days 00:00:04.654991,1.452824663751602,0.21233911067827616,,,PRUNED
8,0.29324260385425877,2026-09-19 16:41:33.096536,2026-09-19 16:41:33.139043,0 days 00:00:00.042507,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.31192625760593795,2026-09-19 16:41:33.139043,2026-09-19 16:41:33.183217,0 days 00:00:00.044174,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.26925479254891194,2026-09-19 16:41:33.183217,2026-09-19 16:41:34.470796,0 days 00:00:01.287579,0.02461722009307664,0.1713042803311789,,"{""C"": 0.02461722009307664, ""l1_ratio"": 0.1713042803311789}",COMPLETE
11,0.26575858478706166,2026-09-19 16:41:34.470796,2026-09-19 16:41:36.413473,0 days 00:00:01.942677,0.042883465324641094,0.07564218517625423,,"{""C"": 0.042883465324641094, ""l1_ratio"": 0.07564218517625423}",COMPLETE
12,0.2696095154213718,2026-09-19 16:41:36.413473,2026-09-19 16:41:38.099125,0 days 00:00:01.685652,0.03728947945633697,0.3540110625873355,,"{""C"": 0.03728947945633697, ""l1_ratio"": 0.3540110625873355}",COMPLETE
13,0.27401298023837783,2026-09-19 16:41:38.100130,2026-09-19 16:41:38.686940,0 days 00:00:00.586810,0.01635055934522699,0.4029486416699115,,"{""C"": 0.01635055934522699, ""l1_ratio"": 0.4029486416699115}",COMPLETE
14,0.27958906869424516,2026-09-19 16:41:38.686940,2026-09-19 16:41:39.115562,0 days 00:00:00.428622,0.0015270660848962095,0.022393967314500315,,"{""C"": 0.0015270660848962095, ""l1_ratio"": 0.022393967314500315}",COMPLETE
15,0.3324295666345067,2026-09-19 16:41:39.115562,2026-09-19 16:41:39.162659,0 days 00:00:00.047097,0.0014591475529370926,0.04807211059223071,,"{""C"": 0.0014591475529370926, ""l1_ratio"": 0.04807211059223071}",PRUNED
16,0.09770114942528736,2026-09-19 16:41:39.162659,2026-09-19 16:41:39.171682,0 days 00:00:00.009023,0.00011638142281027642,0.4651488443162874,,"{""C"": 0.00011638142281027642, ""l1_ratio"": 0.4651488443162874}",PRUNED
17,0.29087003451228416,2026-09-19 16:41:39.171682,2026-09-19 16:41:39.216221,0 days 00:00:00.044539,0.0015226610196776725,0.3963852963290299,,"{""C"": 0.0015226610196776725, ""l1_ratio"": 0.3963852963290299}",PRUNED
18,0.324174382502102,2026-09-19 16:41:39.216221,2026-09-19 16:41:39.253177,0 days 00:00:00.036956,0.00022940762903670252,0.006828602451856111,,"{""C"": 0.00022940762903670252, ""l1_ratio"": 0.006828602451856111}",PRUNED
19,0.3096336448286259,2026-09-19 16:41:39.253177,2026-09-19 16:41:39.308314,0 days 00:00:00.055137,0.0033014882773495713,0.21178800504079864,,"{""C"": 0.0033014882773495713, ""l1_ratio"": 0.21178800504079864}",PRUNED
20,0.09770114942528736,2026-09-19 16:41:39.308314,2026-09-19 16:41:39.324936,0 days 00:00:00.016622,0.0001348143304083499,0.16204332410321232,,"{""C"": 0.0001348143304083499, ""l1_ratio"": 0.16204332410321232}",PRUNED
21,0.32995467018108077,2026-09-19 16:41:39.324936,2026-09-19 16:41:40.219644,0 days 00:00:00.894708,0.13129921459110525,0.3218835606906893,,"{""C"": 0.13129921459110525, ""l1_ratio"": 0.3218835606906893}",PRUNED
22,0.33384688776541177,2026-09-19 16:41:40.219644,2026-09-19 16:41:40.317901,0 days 00:00:00.098257,0.008912033959600168,0.2869986757164957,,"{""C"": 0.008912033959600168, ""l1_ratio"": 0.2869986757164957}",PRUNED
23,0.30201231908928683,2026-09-19 16:41:40.317901,2026-09-19 16:41:40.361815,0 days 00:00:00.043914,0.0033120677780883183,0.6879807544458107,,"{""C"": 0.0033120677780883183, ""l1_ratio"": 0.6879807544458107}",PRUNED
24,0.29167507360176453,2026-09-19 16:41:40.361815,2026-09-19 16:41:47.065124,0 days 00:00:06.703309,2.182311644172538,0.9866902109849167,,"{""C"": 2.182311644172538, ""l1_ratio"": 0.9866902109849167}",PRUNED
25,0.2894352228137484,2026-09-19 16:41:47.065124,2026-09-19 16:41:55.310412,0 days 00:00:08.245288,9.383082214511886,0.3774942853855177,,"{""C"": 9.383082214511886, ""l1_ratio"": 0.3774942853855177}",PRUNED
