number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_tpe:relative_params:0,state
0,0.20105146376748984,2026-09-19 11:45:33.978658,2026-09-19 11:45:38.245989,0 days 00:00:04.267331,0.5780093202212182,0.2536999076681772,9,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,COMPLETE
1,0.22158666554753567,2026-09-19 11:45:38.245989,2026-09-19 11:45:51.881605,0 days 00:00:13.635616,0.9849549260809971,0.07725378389307355,9,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,COMPLETE
2,0.2322583490644509,2026-09-19 11:45:51.881605,2026-09-19 11:45:55.586107,0 days 00:00:03.704502,0.7159725093210578,0.018659959624904916,4,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,COMPLETE
3,0.22500134290113838,2026-09-19 11:45:55.586107,2026-09-19 11:46:08.824267,0 days 00:00:13.238160,0.8925879806965068,0.027010527749605478,5,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,COMPLETE
4,0.23132542455543126,2026-09-19 11:46:08.824267,2026-09-19 11:46:37.587058,0 days 00:00:28.762791,0.5325257964926398,0.011711509955524094,8,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,COMPLETE
5,0.23749172131358032,2026-09-19 11:46:37.587058,2026-09-19 11:46:55.650631,0 days 00:00:18.063573,0.7200762468698007,0.028180680291847244,2,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,COMPLETE
6,0.21946674869106245,2026-09-19 11:46:55.650631,2026-09-19 11:46:57.059457,0 days 00:00:01.408826,0.6558555380447055,0.22038218939289875,4,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,PRUNED
7,0.16959619410553706,2026-09-19 11:46:57.060458,2026-09-19 11:46:58.044757,0 days 00:00:00.984299,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,PRUNED
8,0.252618875713564,2026-09-19 11:46:58.044757,2026-09-19 11:46:59.353688,0 days 00:00:01.308931,0.6943386448447411,0.01947558230629543,1,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,COMPLETE
9,0.17788470956984798,2026-09-19 11:46:59.353688,2026-09-19 11:47:02.599225,0 days 00:00:03.245537,0.9010984903770198,0.026000059117302653,7,557,0.3727532183988541,4.9344346830025865,0.6563696899899051,,PRUNED
10,0.26425689434720384,2026-09-19 11:47:02.599225,2026-09-19 11:47:05.003802,0 days 00:00:02.404577,0.7146334367602184,0.05304539620046197,1,664,3.787268579910349,1.7187343523663845,0.6160894317513417,"{""colsample_bytree"": 0.7146334367602184, ""learning_rate"": 0.05304539620046197, ""max_depth"": 1, ""n_estimators"": 664, ""reg_alpha"": 3.787268579910349, ""reg_lambda"": 1.7187343523663845, ""subsample"": 0.6160894317513417}",COMPLETE
11,0.24324906409107658,2026-09-19 11:47:05.003802,2026-09-19 11:47:08.003221,0 days 00:00:02.999419,0.8575848060983975,0.014203792578164126,2,529,3.750379866786052,3.1856488742719087,0.7156237038334943,"{""colsample_bytree"": 0.8575848060983975, ""learning_rate"": 0.014203792578164126, ""max_depth"": 2, ""n_estimators"": 529, ""reg_alpha"": 3.750379866786052, ""reg_lambda"": 3.1856488742719087, ""subsample"": 0.7156237038334943}",COMPLETE
12,0.1797614690136819,2026-09-19 11:47:08.003221,2026-09-19 11:47:09.380730,0 days 00:00:01.377509,0.7022627100912427,0.1060286475284131,3,1151,4.870577401746893,0.5548709082416703,0.6858159577230659,"{""colsample_bytree"": 0.7022627100912427, ""learning_rate"": 0.1060286475284131, ""max_depth"": 3, ""n_estimators"": 1151, ""reg_alpha"": 4.870577401746893, ""reg_lambda"": 0.5548709082416703, ""subsample"": 0.6858159577230659}",PRUNED
13,0.2540620328643724,2026-09-19 11:47:09.380730,2026-09-19 11:47:11.321820,0 days 00:00:01.941090,0.6508221962367516,0.035192107699874284,1,423,2.648278407067471,3.662577542931314,0.6500691212289629,"{""colsample_bytree"": 0.6508221962367516, ""learning_rate"": 0.035192107699874284, ""max_depth"": 1, ""n_estimators"": 423, ""reg_alpha"": 2.648278407067471, ""reg_lambda"": 3.662577542931314, ""subsample"": 0.6500691212289629}",COMPLETE
14,0.16804642793812385,2026-09-19 11:47:11.321820,2026-09-19 11:47:12.412494,0 days 00:00:01.090674,0.7844975068185163,0.05749353641152914,3,757,2.9258005872309694,3.7631771101412967,0.6292821208117146,"{""colsample_bytree"": 0.7844975068185163, ""learning_rate"": 0.05749353641152914, ""max_depth"": 3, ""n_estimators"": 757, ""reg_alpha"": 2.9258005872309694, ""reg_lambda"": 3.7631771101412967, ""subsample"": 0.6292821208117146}",PRUNED
15,0.17134338976280844,2026-09-19 11:47:12.412494,2026-09-19 11:47:13.459058,0 days 00:00:01.046564,0.6296507286035191,0.1136411137980385,2,347,4.36727056353954,3.4642278269643687,0.6860772024439332,"{""colsample_bytree"": 0.6296507286035191, ""learning_rate"": 0.1136411137980385, ""max_depth"": 2, ""n_estimators"": 347, ""reg_alpha"": 4.36727056353954, ""reg_lambda"": 3.4642278269643687, ""subsample"": 0.6860772024439332}",PRUNED
16,0.17662384717583876,2026-09-19 11:47:13.459058,2026-09-19 11:47:23.076069,0 days 00:00:09.617011,0.6588266579790862,0.024437060494259435,5,524,3.0329395659698903,1.4661915373175582,0.6324305145553624,"{""colsample_bytree"": 0.6588266579790862, ""learning_rate"": 0.024437060494259435, ""max_depth"": 5, ""n_estimators"": 524, ""reg_alpha"": 3.0329395659698903, ""reg_lambda"": 1.4661915373175582, ""subsample"": 0.6324305145553624}",PRUNED
17,0.1808807758919535,2026-09-19 11:47:23.076069,2026-09-19 11:47:25.011325,0 days 00:00:01.935256,0.6219374804317842,0.06064009340487062,3,313,2.000878853665669,4.025434813077316,0.7667698433310002,"{""colsample_bytree"": 0.6219374804317842, ""learning_rate"": 0.06064009340487062, ""max_depth"": 3, ""n_estimators"": 313, ""reg_alpha"": 2.000878853665669, ""reg_lambda"": 4.025434813077316, ""subsample"": 0.7667698433310002}",PRUNED
18,0.24307254956287655,2026-09-19 11:47:25.011325,2026-09-19 11:47:27.142695,0 days 00:00:02.131370,0.7518913576752028,0.02918860613186783,1,287,4.299984464391215,4.531362299266712,0.6432636824422598,"{""colsample_bytree"": 0.7518913576752028, ""learning_rate"": 0.02918860613186783, ""max_depth"": 1, ""n_estimators"": 287, ""reg_alpha"": 4.299984464391215, ""reg_lambda"": 4.531362299266712, ""subsample"": 0.6432636824422598}",COMPLETE
19,0.262519043185752,2026-09-19 11:47:27.142695,2026-09-19 11:47:33.103371,0 days 00:00:05.960676,0.6654564209034075,0.058164923874215006,1,544,3.2522887565974257,2.3154627386138475,0.6625354529983836,"{""colsample_bytree"": 0.6654564209034075, ""learning_rate"": 0.058164923874215006, ""max_depth"": 1, ""n_estimators"": 544, ""reg_alpha"": 3.2522887565974257, ""reg_lambda"": 2.3154627386138475, ""subsample"": 0.6625354529983836}",COMPLETE
20,0.2647625566554854,2026-09-19 11:47:33.103371,2026-09-19 11:47:44.109382,0 days 00:00:11.006011,0.7000237857024749,0.05527254928657292,1,705,4.114261247365899,1.354660613230038,0.6777242719006942,"{""colsample_bytree"": 0.7000237857024749, ""learning_rate"": 0.05527254928657292, ""max_depth"": 1, ""n_estimators"": 705, ""reg_alpha"": 4.114261247365899, ""reg_lambda"": 1.354660613230038, ""subsample"": 0.6777242719006942}",COMPLETE
21,0.26555413652730125,2026-09-19 11:47:44.109382,2026-09-19 11:48:04.826621,0 days 00:00:20.717239,0.6476429981538226,0.05426449912225508,1,715,4.654874435760692,2.0175125798514673,0.6398436925454218,"{""colsample_bytree"": 0.6476429981538226, ""learning_rate"": 0.05426449912225508, ""max_depth"": 1, ""n_estimators"": 715, ""reg_alpha"": 4.654874435760692, ""reg_lambda"": 2.0175125798514673, ""subsample"": 0.6398436925454218}",COMPLETE
22,0.1792766319812007,2026-09-19 11:48:04.826621,2026-09-19 11:48:08.838055,0 days 00:00:04.011434,0.572428397510385,0.025478054882040777,2,707,3.9625245526504855,1.7572468720123258,0.69162251333928,"{""colsample_bytree"": 0.572428397510385, ""learning_rate"": 0.025478054882040777, ""max_depth"": 2, ""n_estimators"": 707, ""reg_alpha"": 3.9625245526504855, ""reg_lambda"": 1.7572468720123258, ""subsample"": 0.69162251333928}",PRUNED
23,0.1659609220088051,2026-09-19 11:48:08.838055,2026-09-19 11:48:12.971755,0 days 00:00:04.133700,0.7740398828851138,0.03850756367692711,3,832,4.414648980119795,2.5841563733394053,0.6050306552291187,"{""colsample_bytree"": 0.7740398828851138, ""learning_rate"": 0.03850756367692711, ""max_depth"": 3, ""n_estimators"": 832, ""reg_alpha"": 4.414648980119795, ""reg_lambda"": 2.5841563733394053, ""subsample"": 0.6050306552291187}",PRUNED
24,0.17335358391643585,2026-09-19 11:48:12.972755,2026-09-19 11:48:18.625662,0 days 00:00:05.652907,0.7789743703670978,0.06693314420242769,2,749,4.178207246827173,1.7774846958875372,0.6623615199012399,"{""colsample_bytree"": 0.7789743703670978, ""learning_rate"": 0.06693314420242769, ""max_depth"": 2, ""n_estimators"": 749, ""reg_alpha"": 4.178207246827173, ""reg_lambda"": 1.7774846958875372, ""subsample"": 0.6623615199012399}",PRUNED
25,0.25632069930027146,2026-09-19 11:48:18.625662,2026-09-19 11:48:46.429637,0 days 00:00:27.803975,0.5905939242653081,0.07859254976947017,1,821,4.844925512447472,1.23237507378347,0.6970950354922602,"{""colsample_bytree"": 0.5905939242653081, ""learning_rate"": 0.07859254976947017, ""max_depth"": 1, ""n_estimators"": 821, ""reg_alpha"": 4.844925512447472, ""reg_lambda"": 1.23237507378347, ""subsample"": 0.6970950354922602}",COMPLETE
26,0.1877390679068432,2026-09-19 11:48:46.429637,2026-09-19 11:48:47.829803,0 days 00:00:01.400166,0.7823260792498454,0.06371783043558452,2,472,4.551519155558384,0.8670671300788821,0.6200682818492222,"{""colsample_bytree"": 0.7823260792498454, ""learning_rate"": 0.06371783043558452, ""max_depth"": 2, ""n_estimators"": 472, ""reg_alpha"": 4.551519155558384, ""reg_lambda"": 0.8670671300788821, ""subsample"": 0.6200682818492222}",PRUNED
27,0.1827844695974175,2026-09-19 11:48:47.829803,2026-09-19 11:48:49.321103,0 days 00:00:01.491300,0.7075503947414519,0.029895879023415384,2,632,4.357784759259559,1.9832931234696978,0.6440404519379292,"{""colsample_bytree"": 0.7075503947414519, ""learning_rate"": 0.029895879023415384, ""max_depth"": 2, ""n_estimators"": 632, ""reg_alpha"": 4.357784759259559, ""reg_lambda"": 1.9832931234696978, ""subsample"": 0.6440404519379292}",PRUNED
28,0.1867934039273124,2026-09-19 11:48:49.321103,2026-09-19 11:48:55.082901,0 days 00:00:05.761798,0.6735906435939147,0.06695878827511836,2,717,4.161191601129703,2.217935789031207,0.6380526784992241,"{""colsample_bytree"": 0.6735906435939147, ""learning_rate"": 0.06695878827511836, ""max_depth"": 2, ""n_estimators"": 717, ""reg_alpha"": 4.161191601129703, ""reg_lambda"": 2.217935789031207, ""subsample"": 0.6380526784992241}",PRUNED
29,0.24674740922532762,2026-09-19 11:48:55.082901,2026-09-19 11:49:15.932715,0 days 00:00:20.849814,0.6895383610787945,0.10569334986405778,1,928,4.728285457939225,1.9364767187215897,0.6385491414325248,"{""colsample_bytree"": 0.6895383610787945, ""learning_rate"": 0.10569334986405778, ""max_depth"": 1, ""n_estimators"": 928, ""reg_alpha"": 4.728285457939225, ""reg_lambda"": 1.9364767187215897, ""subsample"": 0.6385491414325248}",COMPLETE
30,0.26132596269056296,2026-09-19 11:49:15.932715,2026-09-19 11:49:20.205631,0 days 00:00:04.272916,0.8020367716237368,0.04005099043696721,1,674,4.683923615584747,1.4458053735324312,0.6515625555198161,"{""colsample_bytree"": 0.8020367716237368, ""learning_rate"": 0.04005099043696721, ""max_depth"": 1, ""n_estimators"": 674, ""reg_alpha"": 4.683923615584747, ""reg_lambda"": 1.4458053735324312, ""subsample"": 0.6515625555198161}",COMPLETE
31,0.2599591523662115,2026-09-19 11:49:20.205631,2026-09-19 11:49:25.806493,0 days 00:00:05.600862,0.7906085401204237,0.07049721864295891,1,575,4.131663366952112,1.9102019910290788,0.7057499823765222,"{""colsample_bytree"": 0.7906085401204237, ""learning_rate"": 0.07049721864295891, ""max_depth"": 1, ""n_estimators"": 575, ""reg_alpha"": 4.131663366952112, ""reg_lambda"": 1.9102019910290788, ""subsample"": 0.7057499823765222}",COMPLETE
32,0.26483068016369543,2026-09-19 11:49:25.806493,2026-09-19 11:49:29.957866,0 days 00:00:04.151373,0.6849223081857151,0.04334825989161354,1,757,3.189782081643297,2.991794048400295,0.6485703436624749,"{""colsample_bytree"": 0.6849223081857151, ""learning_rate"": 0.04334825989161354, ""max_depth"": 1, ""n_estimators"": 757, ""reg_alpha"": 3.189782081643297, ""reg_lambda"": 2.991794048400295, ""subsample"": 0.6485703436624749}",COMPLETE
33,0.18539380091270477,2026-09-19 11:49:29.957866,2026-09-19 11:49:30.953021,0 days 00:00:00.995155,0.6108458926248761,0.04477799905551525,2,742,4.9904612929519665,1.992634729029095,0.6393375592797617,"{""colsample_bytree"": 0.6108458926248761, ""learning_rate"": 0.04477799905551525, ""max_depth"": 2, ""n_estimators"": 742, ""reg_alpha"": 4.9904612929519665, ""reg_lambda"": 1.992634729029095, ""subsample"": 0.6393375592797617}",PRUNED
