number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_tpe:relative_params:0,state
0,0.23369965394323752,2026-09-19 11:39:47.678984,2026-09-19 11:39:55.348095,0 days 00:00:07.669111,0.5780093202212182,0.2536999076681772,9,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,COMPLETE
1,0.22256857914288636,2026-09-19 11:39:55.348095,2026-09-19 11:40:07.852035,0 days 00:00:12.503940,0.9849549260809971,0.07725378389307355,9,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,COMPLETE
2,0.25205219942380397,2026-09-19 11:40:07.852035,2026-09-19 11:40:43.450210,0 days 00:00:35.598175,0.7159725093210578,0.018659959624904916,4,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,COMPLETE
3,0.24730936693654487,2026-09-19 11:40:43.450210,2026-09-19 11:41:20.978311,0 days 00:00:37.528101,0.8925879806965068,0.027010527749605478,5,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,COMPLETE
4,0.23730711053771972,2026-09-19 11:41:20.978311,2026-09-19 11:42:23.936374,0 days 00:01:02.958063,0.5325257964926398,0.011711509955524094,8,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,COMPLETE
5,0.26236601770697066,2026-09-19 11:42:23.936374,2026-09-19 11:42:51.085174,0 days 00:00:27.148800,0.7200762468698007,0.028180680291847244,2,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,COMPLETE
6,0.2537162103909766,2026-09-19 11:42:51.085174,2026-09-19 11:42:52.091057,0 days 00:00:01.005883,0.6558555380447055,0.22038218939289875,4,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,PRUNED
7,0.2456718148875971,2026-09-19 11:42:52.091057,2026-09-19 11:42:56.163150,0 days 00:00:04.072093,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,PRUNED
8,0.26308238887516455,2026-09-19 11:42:56.163150,2026-09-19 11:42:59.188988,0 days 00:00:03.025838,0.6943386448447411,0.01947558230629543,1,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,COMPLETE
9,0.2550583103669575,2026-09-19 11:42:59.188988,2026-09-19 11:43:05.112429,0 days 00:00:05.923441,0.9010984903770198,0.026000059117302653,7,557,0.3727532183988541,4.9344346830025865,0.6563696899899051,,PRUNED
10,0.2757008341872952,2026-09-19 11:43:05.112429,2026-09-19 11:43:07.159540,0 days 00:00:02.047111,0.7146334367602184,0.05304539620046197,1,664,3.787268579910349,1.7187343523663845,0.6160894317513417,"{""colsample_bytree"": 0.7146334367602184, ""learning_rate"": 0.05304539620046197, ""max_depth"": 1, ""n_estimators"": 664, ""reg_alpha"": 3.787268579910349, ""reg_lambda"": 1.7187343523663845, ""subsample"": 0.6160894317513417}",COMPLETE
11,0.2619324479519865,2026-09-19 11:43:07.159540,2026-09-19 11:43:08.116794,0 days 00:00:00.957254,0.8575848060983975,0.014203792578164126,2,529,3.750379866786052,3.1856488742719087,0.7156237038334943,"{""colsample_bytree"": 0.8575848060983975, ""learning_rate"": 0.014203792578164126, ""max_depth"": 2, ""n_estimators"": 529, ""reg_alpha"": 3.750379866786052, ""reg_lambda"": 3.1856488742719087, ""subsample"": 0.7156237038334943}",PRUNED
12,0.1917340323185197,2026-09-19 11:43:08.116794,2026-09-19 11:43:10.485242,0 days 00:00:02.368448,0.7022627100912427,0.1060286475284131,3,1151,4.870577401746893,0.5548709082416703,0.6858159577230659,"{""colsample_bytree"": 0.7022627100912427, ""learning_rate"": 0.1060286475284131, ""max_depth"": 3, ""n_estimators"": 1151, ""reg_alpha"": 4.870577401746893, ""reg_lambda"": 0.5548709082416703, ""subsample"": 0.6858159577230659}",PRUNED
13,0.27651940293533406,2026-09-19 11:43:10.485242,2026-09-19 11:43:10.964242,0 days 00:00:00.479000,0.6508221962367516,0.035192107699874284,1,423,2.648278407067471,3.662577542931314,0.6500691212289629,"{""colsample_bytree"": 0.6508221962367516, ""learning_rate"": 0.035192107699874284, ""max_depth"": 1, ""n_estimators"": 423, ""reg_alpha"": 2.648278407067471, ""reg_lambda"": 3.662577542931314, ""subsample"": 0.6500691212289629}",PRUNED
14,0.26992489259496444,2026-09-19 11:43:10.964242,2026-09-19 11:43:11.506914,0 days 00:00:00.542672,0.7866454888256146,0.03310638393535035,1,227,0.0704614278496365,4.441241869179429,0.6576365070886374,"{""colsample_bytree"": 0.7866454888256146, ""learning_rate"": 0.03310638393535035, ""max_depth"": 1, ""n_estimators"": 227, ""reg_alpha"": 0.0704614278496365, ""reg_lambda"": 4.441241869179429, ""subsample"": 0.6576365070886374}",PRUNED
15,0.2754319612071515,2026-09-19 11:43:11.506914,2026-09-19 11:43:19.057786,0 days 00:00:07.550872,0.7182744574012863,0.05217288654929602,1,603,0.8829364053066624,0.8249626746280742,0.6415267193576857,"{""colsample_bytree"": 0.7182744574012863, ""learning_rate"": 0.05217288654929602, ""max_depth"": 1, ""n_estimators"": 603, ""reg_alpha"": 0.8829364053066624, ""reg_lambda"": 0.8249626746280742, ""subsample"": 0.6415267193576857}",COMPLETE
16,0.24733212501016938,2026-09-19 11:43:19.057786,2026-09-19 11:43:20.933070,0 days 00:00:01.875284,0.5457225314876764,0.07248586780598489,4,554,1.584268146698133,1.114504318474536,0.6127300358577519,"{""colsample_bytree"": 0.5457225314876764, ""learning_rate"": 0.07248586780598489, ""max_depth"": 4, ""n_estimators"": 554, ""reg_alpha"": 1.584268146698133, ""reg_lambda"": 1.114504318474536, ""subsample"": 0.6127300358577519}",PRUNED
17,0.2809383760033081,2026-09-19 11:43:20.933070,2026-09-19 11:43:22.926163,0 days 00:00:01.993093,0.6399501342411031,0.054674139440821376,1,334,0.19707401069522867,1.1058207884906994,0.6032705281522408,"{""colsample_bytree"": 0.6399501342411031, ""learning_rate"": 0.054674139440821376, ""max_depth"": 1, ""n_estimators"": 334, ""reg_alpha"": 0.19707401069522867, ""reg_lambda"": 1.1058207884906994, ""subsample"": 0.6032705281522408}",COMPLETE
18,0.25058316897481386,2026-09-19 11:43:22.926163,2026-09-19 11:43:24.016886,0 days 00:00:01.090723,0.7335202793255848,0.039434315381454,3,530,1.8419567180459568,1.9878938706771572,0.6143504944259537,"{""colsample_bytree"": 0.7335202793255848, ""learning_rate"": 0.039434315381454, ""max_depth"": 3, ""n_estimators"": 530, ""reg_alpha"": 1.8419567180459568, ""reg_lambda"": 1.9878938706771572, ""subsample"": 0.6143504944259537}",PRUNED
19,0.27906846275248653,2026-09-19 11:43:24.016886,2026-09-19 11:43:26.075942,0 days 00:00:02.059056,0.6478489744168543,0.0762581272534053,1,529,3.2682064851935895,1.9363690883319749,0.71568436482303,"{""colsample_bytree"": 0.6478489744168543, ""learning_rate"": 0.0762581272534053, ""max_depth"": 1, ""n_estimators"": 529, ""reg_alpha"": 3.2682064851935895, ""reg_lambda"": 1.9363690883319749, ""subsample"": 0.71568436482303}",COMPLETE
