number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_tpe:relative_params:0,state
0,0.19825600299092064,2026-09-19 11:58:44.762271,2026-09-19 11:58:49.789661,0 days 00:00:05.027390,0.5780093202212182,0.2536999076681772,9,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,COMPLETE
1,0.21172228671233745,2026-09-19 11:58:49.789661,2026-09-19 11:59:10.928258,0 days 00:00:21.138597,0.9849549260809971,0.07725378389307355,9,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,COMPLETE
2,0.23975634886816732,2026-09-19 11:59:10.928258,2026-09-19 11:59:22.952875,0 days 00:00:12.024617,0.7159725093210578,0.018659959624904916,4,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,COMPLETE
3,0.22091569629261687,2026-09-19 11:59:22.952875,2026-09-19 11:59:31.825420,0 days 00:00:08.872545,0.8925879806965068,0.027010527749605478,5,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,COMPLETE
4,0.21660288735397662,2026-09-19 11:59:31.825420,2026-09-19 12:00:11.551847,0 days 00:00:39.726427,0.5325257964926398,0.011711509955524094,8,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,COMPLETE
5,0.23065003104052,2026-09-19 12:00:11.552842,2026-09-19 12:00:17.824268,0 days 00:00:06.271426,0.7200762468698007,0.028180680291847244,2,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,COMPLETE
6,0.19463788656277486,2026-09-19 12:00:17.824268,2026-09-19 12:00:18.345755,0 days 00:00:00.521487,0.6558555380447055,0.22038218939289875,4,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,PRUNED
7,0.19854119652604846,2026-09-19 12:00:18.345755,2026-09-19 12:00:19.354066,0 days 00:00:01.008311,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,PRUNED
8,0.2366701027919648,2026-09-19 12:00:19.354066,2026-09-19 12:00:23.007483,0 days 00:00:03.653417,0.6943386448447411,0.01947558230629543,1,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,COMPLETE
9,0.20703816771819655,2026-09-19 12:00:23.007483,2026-09-19 12:00:35.555468,0 days 00:00:12.547985,0.9010984903770198,0.026000059117302653,7,557,0.3727532183988541,4.9344346830025865,0.6563696899899051,,PRUNED
10,0.21163887832096095,2026-09-19 12:00:35.555468,2026-09-19 12:00:37.678794,0 days 00:00:02.123326,0.9760815489168823,0.011482030465250344,4,564,1.8979083262924035,4.922776892530667,0.9689965576512439,"{""colsample_bytree"": 0.9760815489168823, ""learning_rate"": 0.011482030465250344, ""max_depth"": 4, ""n_estimators"": 564, ""reg_alpha"": 1.8979083262924035, ""reg_lambda"": 4.922776892530667, ""subsample"": 0.9689965576512439}",PRUNED
11,0.21262516550125973,2026-09-19 12:00:37.678794,2026-09-19 12:00:39.457164,0 days 00:00:01.778370,0.7033845638485798,0.02717610751841285,5,472,1.8878968880944633,4.609505292010988,0.7005372978290981,"{""colsample_bytree"": 0.7033845638485798, ""learning_rate"": 0.02717610751841285, ""max_depth"": 5, ""n_estimators"": 472, ""reg_alpha"": 1.8878968880944633, ""reg_lambda"": 4.609505292010988, ""subsample"": 0.7005372978290981}",PRUNED
12,0.2457467382691207,2026-09-19 12:00:39.457164,2026-09-19 12:00:41.573113,0 days 00:00:02.115949,0.6758580632546128,0.021094418668414806,1,565,2.7850472913606197,3.035464576639388,0.7835277754542175,"{""colsample_bytree"": 0.6758580632546128, ""learning_rate"": 0.021094418668414806, ""max_depth"": 1, ""n_estimators"": 565, ""reg_alpha"": 2.7850472913606197, ""reg_lambda"": 3.035464576639388, ""subsample"": 0.7835277754542175}",COMPLETE
13,0.23875900727505406,2026-09-19 12:00:41.573113,2026-09-19 12:00:43.392162,0 days 00:00:01.819049,0.7660759281369136,0.019160870162039524,1,543,4.389742310225994,2.586721443424045,0.8482154748531366,"{""colsample_bytree"": 0.7660759281369136, ""learning_rate"": 0.019160870162039524, ""max_depth"": 1, ""n_estimators"": 543, ""reg_alpha"": 4.389742310225994, ""reg_lambda"": 2.586721443424045, ""subsample"": 0.8482154748531366}",COMPLETE
14,0.24193182225786317,2026-09-19 12:00:43.392162,2026-09-19 12:00:45.200863,0 days 00:00:01.808701,0.8576757616476339,0.023782034053133345,1,417,2.994805568470364,3.0783533833024554,0.8264328162783641,"{""colsample_bytree"": 0.8576757616476339, ""learning_rate"": 0.023782034053133345, ""max_depth"": 1, ""n_estimators"": 417, ""reg_alpha"": 2.994805568470364, ""reg_lambda"": 3.0783533833024554, ""subsample"": 0.8264328162783641}",COMPLETE
15,0.24684954202994208,2026-09-19 12:00:45.201862,2026-09-19 12:00:47.440994,0 days 00:00:02.239132,0.7789611392314286,0.015872163423407262,1,574,2.4979302949992093,2.6464874042108115,0.8422915498086666,"{""colsample_bytree"": 0.7789611392314286, ""learning_rate"": 0.015872163423407262, ""max_depth"": 1, ""n_estimators"": 574, ""reg_alpha"": 2.4979302949992093, ""reg_lambda"": 2.6464874042108115, ""subsample"": 0.8422915498086666}",COMPLETE
