number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_tpe:relative_params:0,state
0,0.22816624101272068,2026-09-19 11:52:46.037494,2026-09-19 11:52:55.248308,0 days 00:00:09.210814,0.5780093202212182,0.2536999076681772,9,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,COMPLETE
1,0.24492582453452066,2026-09-19 11:52:55.248308,2026-09-19 11:53:16.571152,0 days 00:00:21.322844,0.9849549260809971,0.07725378389307355,9,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,COMPLETE
2,0.2569065679380566,2026-09-19 11:53:16.571152,2026-09-19 11:53:23.589927,0 days 00:00:07.018775,0.7159725093210578,0.018659959624904916,4,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,COMPLETE
3,0.2533890883493931,2026-09-19 11:53:23.589927,2026-09-19 11:53:33.619219,0 days 00:00:10.029292,0.8925879806965068,0.027010527749605478,5,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,COMPLETE
4,0.23367916646179493,2026-09-19 11:53:33.619219,2026-09-19 11:54:07.859357,0 days 00:00:34.240138,0.5325257964926398,0.011711509955524094,8,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,COMPLETE
5,0.26917520077884954,2026-09-19 11:54:07.859357,2026-09-19 11:54:17.132916,0 days 00:00:09.273559,0.7200762468698007,0.028180680291847244,2,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,COMPLETE
6,0.20441933650134064,2026-09-19 11:54:17.132916,2026-09-19 11:54:18.083880,0 days 00:00:00.950964,0.6558555380447055,0.22038218939289875,4,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,PRUNED
7,0.2106939756572882,2026-09-19 11:54:18.083880,2026-09-19 11:54:19.920732,0 days 00:00:01.836852,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,PRUNED
8,0.2567439485508781,2026-09-19 11:54:19.920732,2026-09-19 11:54:21.800829,0 days 00:00:01.880097,0.6943386448447411,0.01947558230629543,1,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,COMPLETE
9,0.22435670611673866,2026-09-19 11:54:21.800829,2026-09-19 11:54:27.517846,0 days 00:00:05.717017,0.9010984903770198,0.026000059117302653,7,557,0.3727532183988541,4.9344346830025865,0.6563696899899051,,PRUNED
10,0.2790014948836971,2026-09-19 11:54:27.517846,2026-09-19 11:54:37.031570,0 days 00:00:09.513724,0.5200027144926168,0.015730268965172486,2,875,1.5971862862734376,3.068884469957136,0.9309770352075754,"{""colsample_bytree"": 0.5200027144926168, ""learning_rate"": 0.015730268965172486, ""max_depth"": 2, ""n_estimators"": 875, ""reg_alpha"": 1.5971862862734376, ""reg_lambda"": 3.068884469957136, ""subsample"": 0.9309770352075754}",COMPLETE
11,0.23173488971811235,2026-09-19 11:54:37.031570,2026-09-19 11:54:42.481226,0 days 00:00:05.449656,0.7865397439891056,0.02233386036443739,4,954,1.7529587340139539,2.861578408812748,0.902524692926056,"{""colsample_bytree"": 0.7865397439891056, ""learning_rate"": 0.02233386036443739, ""max_depth"": 4, ""n_estimators"": 954, ""reg_alpha"": 1.7529587340139539, ""reg_lambda"": 2.861578408812748, ""subsample"": 0.902524692926056}",PRUNED
12,0.2668140363627861,2026-09-19 11:54:42.481226,2026-09-19 11:54:51.334581,0 days 00:00:08.853355,0.6620159254353696,0.013192186911694324,1,915,2.5388876758155776,3.526541723221425,0.9531244448719158,"{""colsample_bytree"": 0.6620159254353696, ""learning_rate"": 0.013192186911694324, ""max_depth"": 1, ""n_estimators"": 915, ""reg_alpha"": 2.5388876758155776, ""reg_lambda"": 3.526541723221425, ""subsample"": 0.9531244448719158}",COMPLETE
13,0.28599292257598596,2026-09-19 11:54:51.334581,2026-09-19 11:54:56.526642,0 days 00:00:05.192061,0.5473093764327052,0.020491680263210372,1,794,0.7102491628427612,1.2147980930458089,0.8756724349294963,"{""colsample_bytree"": 0.5473093764327052, ""learning_rate"": 0.020491680263210372, ""max_depth"": 1, ""n_estimators"": 794, ""reg_alpha"": 0.7102491628427612, ""reg_lambda"": 1.2147980930458089, ""subsample"": 0.8756724349294963}",COMPLETE
14,0.27341564466302437,2026-09-19 11:54:56.526642,2026-09-19 11:54:59.520717,0 days 00:00:02.994075,0.6087209967041656,0.03240808072555109,2,611,0.6367262548225073,0.9963762738120238,0.916895549506173,"{""colsample_bytree"": 0.6087209967041656, ""learning_rate"": 0.03240808072555109, ""max_depth"": 2, ""n_estimators"": 611, ""reg_alpha"": 0.6367262548225073, ""reg_lambda"": 0.9963762738120238, ""subsample"": 0.916895549506173}",COMPLETE
15,0.2587180663513252,2026-09-19 11:54:59.520717,2026-09-19 11:55:01.102200,0 days 00:00:01.581483,0.524242916138803,0.015933731097813757,4,716,1.7861625873564042,4.3363147555968,0.8675314786510497,"{""colsample_bytree"": 0.524242916138803, ""learning_rate"": 0.015933731097813757, ""max_depth"": 4, ""n_estimators"": 716, ""reg_alpha"": 1.7861625873564042, ""reg_lambda"": 4.3363147555968, ""subsample"": 0.8675314786510497}",PRUNED
16,0.2805112889026551,2026-09-19 11:55:01.102200,2026-09-19 11:55:06.648784,0 days 00:00:05.546584,0.6704911651129,0.02256801305850424,1,898,2.044859757960897,0.3227141871163911,0.9514987779202855,"{""colsample_bytree"": 0.6704911651129, ""learning_rate"": 0.02256801305850424, ""max_depth"": 1, ""n_estimators"": 898, ""reg_alpha"": 2.044859757960897, ""reg_lambda"": 0.3227141871163911, ""subsample"": 0.9514987779202855}",COMPLETE
17,0.27520134822843156,2026-09-19 11:55:06.648784,2026-09-19 11:55:11.100635,0 days 00:00:04.451851,0.6430188357034786,0.011021198091126101,1,862,1.5837912331907686,0.726560402875958,0.8813226931058116,"{""colsample_bytree"": 0.6430188357034786, ""learning_rate"": 0.011021198091126101, ""max_depth"": 1, ""n_estimators"": 862, ""reg_alpha"": 1.5837912331907686, ""reg_lambda"": 0.726560402875958, ""subsample"": 0.8813226931058116}",COMPLETE
18,0.25665350262869563,2026-09-19 11:55:11.100635,2026-09-19 11:55:11.956174,0 days 00:00:00.855539,0.6521992674801875,0.02798292353582959,2,782,1.8265558289226766,0.8328469667099988,0.77975402181315,"{""colsample_bytree"": 0.6521992674801875, ""learning_rate"": 0.02798292353582959, ""max_depth"": 2, ""n_estimators"": 782, ""reg_alpha"": 1.8265558289226766, ""reg_lambda"": 0.8328469667099988, ""subsample"": 0.77975402181315}",PRUNED
19,0.279130430588227,2026-09-19 11:55:11.956174,2026-09-19 11:55:15.768150,0 days 00:00:03.811976,0.6703521438420408,0.036694237616492126,1,909,2.988735867666876,1.4325242485593854,0.9544452938591066,"{""colsample_bytree"": 0.6703521438420408, ""learning_rate"": 0.036694237616492126, ""max_depth"": 1, ""n_estimators"": 909, ""reg_alpha"": 2.988735867666876, ""reg_lambda"": 1.4325242485593854, ""subsample"": 0.9544452938591066}",COMPLETE
20,0.27133505071951325,2026-09-19 11:55:15.768150,2026-09-19 11:55:20.081587,0 days 00:00:04.313437,0.725727323862752,0.01529333807731758,2,713,0.9956605796266211,0.45404594712627255,0.9841343837812312,"{""colsample_bytree"": 0.725727323862752, ""learning_rate"": 0.01529333807731758, ""max_depth"": 2, ""n_estimators"": 713, ""reg_alpha"": 0.9956605796266211, ""reg_lambda"": 0.45404594712627255, ""subsample"": 0.9841343837812312}",COMPLETE
21,0.28045060130339283,2026-09-19 11:55:20.081587,2026-09-19 11:55:22.923823,0 days 00:00:02.842236,0.5491977494779607,0.023659612940657892,1,838,2.740510738911364,1.5877839082539962,0.8379631625230074,"{""colsample_bytree"": 0.5491977494779607, ""learning_rate"": 0.023659612940657892, ""max_depth"": 1, ""n_estimators"": 838, ""reg_alpha"": 2.740510738911364, ""reg_lambda"": 1.5877839082539962, ""subsample"": 0.8379631625230074}",COMPLETE
22,0.28605874498569156,2026-09-19 11:55:22.923823,2026-09-19 11:55:26.701021,0 days 00:00:03.777198,0.6413816873145166,0.027275216062083284,1,1156,0.9459726152647139,0.936117278246919,0.9777330610026697,"{""colsample_bytree"": 0.6413816873145166, ""learning_rate"": 0.027275216062083284, ""max_depth"": 1, ""n_estimators"": 1156, ""reg_alpha"": 0.9459726152647139, ""reg_lambda"": 0.936117278246919, ""subsample"": 0.9777330610026697}",COMPLETE
23,0.21972675983624315,2026-09-19 11:55:26.701021,2026-09-19 11:55:29.753220,0 days 00:00:03.052199,0.6417303089686304,0.02166569286825079,5,1021,1.5728734827849167,1.0849583087156882,0.9463386384572322,"{""colsample_bytree"": 0.6417303089686304, ""learning_rate"": 0.02166569286825079, ""max_depth"": 5, ""n_estimators"": 1021, ""reg_alpha"": 1.5728734827849167, ""reg_lambda"": 1.0849583087156882, ""subsample"": 0.9463386384572322}",PRUNED
24,0.28705304217124944,2026-09-19 11:55:29.753220,2026-09-19 11:55:33.715879,0 days 00:00:03.962659,0.669685172876755,0.01809204846208069,1,1159,0.7724275058589396,0.38310053881091183,0.9199580079415461,"{""colsample_bytree"": 0.669685172876755, ""learning_rate"": 0.01809204846208069, ""max_depth"": 1, ""n_estimators"": 1159, ""reg_alpha"": 0.7724275058589396, ""reg_lambda"": 0.38310053881091183, ""subsample"": 0.9199580079415461}",COMPLETE
