number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_tpe:relative_params:0,state
0,0.22518936970601663,2026-09-19 04:32:45.279396,2026-09-19 04:32:49.167992,0 days 00:00:03.888596,0.5780093202212182,0.2536999076681772,10,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,COMPLETE
1,0.22387922890657364,2026-09-19 04:32:49.167992,2026-09-19 04:32:58.550930,0 days 00:00:09.382938,0.9849549260809971,0.07725378389307355,10,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,COMPLETE
2,0.24663086889202823,2026-09-19 04:32:58.550930,2026-09-19 04:33:04.580536,0 days 00:00:06.029606,0.7159725093210578,0.018659959624904916,6,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,COMPLETE
3,0.252037079682601,2026-09-19 04:33:04.580536,2026-09-19 04:33:10.580895,0 days 00:00:06.000359,0.8925879806965068,0.027010527749605478,6,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,COMPLETE
4,0.22978300561852075,2026-09-19 04:33:10.580895,2026-09-19 04:33:23.841911,0 days 00:00:13.261016,0.5325257964926398,0.011711509955524094,9,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,COMPLETE
5,0.23614240581757412,2026-09-19 04:33:23.841911,2026-09-19 04:33:24.874299,0 days 00:00:01.032388,0.7200762468698007,0.028180680291847244,3,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,PRUNED
6,0.21463316110102088,2026-09-19 04:33:24.874299,2026-09-19 04:33:25.260229,0 days 00:00:00.385930,0.6558555380447055,0.22038218939289875,5,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,PRUNED
7,0.2106939756572882,2026-09-19 04:33:25.260229,2026-09-19 04:33:25.863422,0 days 00:00:00.603193,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,PRUNED
8,0.26666671151485793,2026-09-19 04:33:25.863422,2026-09-19 04:33:27.375997,0 days 00:00:01.512575,0.6943386448447411,0.01947558230629543,3,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,COMPLETE
9,0.2261489664672326,2026-09-19 04:33:27.375997,2026-09-19 04:33:29.905695,0 days 00:00:02.529698,0.9010984903770198,0.026000059117302653,8,557,0.3727532183988541,4.9344346830025865,0.6563696899899051,,PRUNED
10,0.2249554449552466,2026-09-19 04:33:29.905695,2026-09-19 04:33:30.558098,0 days 00:00:00.652403,0.7146334367602184,0.05304539620046197,3,664,3.787268579910349,1.7187343523663845,0.6160894317513417,"{""colsample_bytree"": 0.7146334367602184, ""learning_rate"": 0.05304539620046197, ""max_depth"": 3, ""n_estimators"": 664, ""reg_alpha"": 3.787268579910349, ""reg_lambda"": 1.7187343523663845, ""subsample"": 0.6160894317513417}",PRUNED
