number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_tpe:relative_params:0,state
14,0.2862864351310746,2026-09-19 02:44:38.856251,2026-09-19 02:44:48.908235,0 days 00:00:10.051984,0.3669384004969659,0.46496224286621557,"{""C"": 0.3669384004969659, ""l1_ratio"": 0.46496224286621557}",COMPLETE
15,0.2764777831279606,2026-09-19 02:44:48.908235,2026-09-19 02:44:54.853442,0 days 00:00:05.945207,8.881705914687231,0.6268836449065676,"{""C"": 8.881705914687231, ""l1_ratio"": 0.6268836449065676}",PRUNED
16,0.27660685861137896,2026-09-19 02:44:54.853442,2026-09-19 02:45:00.499023,0 days 00:00:05.645581,6.878468341492689,0.35877199948845145,"{""C"": 6.878468341492689, ""l1_ratio"": 0.35877199948845145}",PRUNED
17,0.28915535198606257,2026-09-19 02:45:00.499023,2026-09-19 02:45:04.428271,0 days 00:00:03.929248,0.05836552232601993,0.03106806070876189,"{""C"": 0.05836552232601993, ""l1_ratio"": 0.03106806070876189}",COMPLETE
18,0.28536598656477213,2026-09-19 02:45:04.428271,2026-09-19 02:45:05.578951,0 days 00:00:01.150680,0.004478020946631054,0.02977844006051189,"{""C"": 0.004478020946631054, ""l1_ratio"": 0.02977844006051189}",COMPLETE
19,0.2789596683011672,2026-09-19 02:45:05.578951,2026-09-19 02:45:07.926423,0 days 00:00:02.347472,0.28838924557895607,0.8268436414835458,"{""C"": 0.28838924557895607, ""l1_ratio"": 0.8268436414835458}",PRUNED
20,0.28613883090869907,2026-09-19 02:45:07.926423,2026-09-19 02:45:13.290301,0 days 00:00:05.363878,0.12934615960007692,0.1482948070516063,"{""C"": 0.12934615960007692, ""l1_ratio"": 0.1482948070516063}",COMPLETE
21,0.2868281863990433,2026-09-19 02:45:13.290301,2026-09-19 02:45:15.683384,0 days 00:00:02.393083,0.02312072978452874,0.037111784136824616,"{""C"": 0.02312072978452874, ""l1_ratio"": 0.037111784136824616}",COMPLETE
22,0.27228194914001735,2026-09-19 02:45:15.683384,2026-09-19 02:45:15.972729,0 days 00:00:00.289345,0.04859744034137598,0.47224458645601264,"{""C"": 0.04859744034137598, ""l1_ratio"": 0.47224458645601264}",PRUNED
23,0.26986805463804675,2026-09-19 02:45:15.972729,2026-09-19 02:45:16.100872,0 days 00:00:00.128143,0.01673512932756507,0.7106579644919883,"{""C"": 0.01673512932756507, ""l1_ratio"": 0.7106579644919883}",PRUNED
24,0.2759743852195389,2026-09-19 02:45:16.100872,2026-09-19 02:45:19.958682,0 days 00:00:03.857810,2.066814670973532,0.045282014855484165,"{""C"": 2.066814670973532, ""l1_ratio"": 0.045282014855484165}",PRUNED
25,0.2785531067030328,2026-09-19 02:45:19.958682,2026-09-19 02:45:22.823818,0 days 00:00:02.865136,1.8814784697837261,0.7894770663194648,"{""C"": 1.8814784697837261, ""l1_ratio"": 0.7894770663194648}",PRUNED
26,0.2848261915928224,2026-09-19 02:45:22.823818,2026-09-19 02:45:30.319191,0 days 00:00:07.495373,0.2798783434244517,0.012252674360179107,"{""C"": 0.2798783434244517, ""l1_ratio"": 0.012252674360179107}",COMPLETE
27,0.09770114942528736,2026-09-19 02:45:30.319191,2026-09-19 02:45:30.341304,0 days 00:00:00.022113,0.00011561079700728401,0.03579889999013336,"{""C"": 0.00011561079700728401, ""l1_ratio"": 0.03579889999013336}",PRUNED
28,0.27311640710538043,2026-09-19 02:45:30.341304,2026-09-19 02:45:30.627827,0 days 00:00:00.286523,0.06590931620047578,0.852934951178955,"{""C"": 0.06590931620047578, ""l1_ratio"": 0.852934951178955}",PRUNED
29,0.27646048600753115,2026-09-19 02:45:30.627827,2026-09-19 02:45:30.816569,0 days 00:00:00.188742,0.0402282492207116,0.9765030128442334,"{""C"": 0.0402282492207116, ""l1_ratio"": 0.9765030128442334}",PRUNED
30,0.09770114942528736,2026-09-19 02:45:30.816569,2026-09-19 02:45:30.830751,0 days 00:00:00.014182,0.00023969803895310305,0.3146451610908994,"{""C"": 0.00023969803895310305, ""l1_ratio"": 0.3146451610908994}",PRUNED
31,0.2789055176423568,2026-09-19 02:45:30.830751,2026-09-19 02:45:31.443513,0 days 00:00:00.612762,0.03979140744038608,0.12881862256006338,"{""C"": 0.03979140744038608, ""l1_ratio"": 0.12881862256006338}",PRUNED
32,0.28833173336141105,2026-09-19 02:45:31.444513,2026-09-19 02:45:43.565866,0 days 00:00:12.121353,0.4816617309328442,0.7325449814501228,"{""C"": 0.4816617309328442, ""l1_ratio"": 0.7325449814501228}",COMPLETE
33,0.279383485327444,2026-09-19 02:45:43.565866,2026-09-19 02:45:44.793976,0 days 00:00:01.228110,0.16254031427374466,0.600921860564923,"{""C"": 0.16254031427374466, ""l1_ratio"": 0.600921860564923}",PRUNED
34,0.27824840316353333,2026-09-19 02:45:44.793976,2026-09-19 02:45:47.403464,0 days 00:00:02.609488,1.2842069709250787,0.5539992515655479,"{""C"": 1.2842069709250787, ""l1_ratio"": 0.5539992515655479}",PRUNED
35,0.2759958331905441,2026-09-19 02:45:47.403464,2026-09-19 02:45:53.237390,0 days 00:00:05.833926,7.538881255436531,0.9195308615900774,"{""C"": 7.538881255436531, ""l1_ratio"": 0.9195308615900774}",PRUNED
36,0.2797773215290173,2026-09-19 02:45:53.237390,2026-09-19 02:45:54.860255,0 days 00:00:01.622865,0.27071677832585067,0.20096148277593284,"{""C"": 0.27071677832585067, ""l1_ratio"": 0.20096148277593284}",PRUNED
37,0.27682471146634596,2026-09-19 02:45:54.860255,2026-09-19 02:45:55.697308,0 days 00:00:00.837053,0.11692532928864531,0.9288061133504644,"{""C"": 0.11692532928864531, ""l1_ratio"": 0.9288061133504644}",PRUNED
38,0.2733413027853549,2026-09-19 02:45:55.697308,2026-09-19 02:45:55.986646,0 days 00:00:00.289338,0.04495376306175046,0.6172749154509709,"{""C"": 0.04495376306175046, ""l1_ratio"": 0.6172749154509709}",PRUNED
39,0.2940631193683724,2026-09-19 02:45:55.986646,2026-09-19 02:45:58.854654,0 days 00:00:02.868008,0.1030072795330257,0.3196256538958159,"{""C"": 0.1030072795330257, ""l1_ratio"": 0.3196256538958159}",PRUNED
40,0.2803789071073964,2026-09-19 02:45:58.854654,2026-09-19 02:46:00.774658,0 days 00:00:01.920004,0.46055645280390844,0.12050906947559586,"{""C"": 0.46055645280390844, ""l1_ratio"": 0.12050906947559586}",PRUNED
41,0.2733232624295259,2026-09-19 02:46:00.774658,2026-09-19 02:46:01.242561,0 days 00:00:00.467903,0.017650638987813917,0.025247191829154702,"{""C"": 0.017650638987813917, ""l1_ratio"": 0.025247191829154702}",PRUNED
42,0.28111815409632934,2026-09-19 02:46:01.242561,2026-09-19 02:46:06.601694,0 days 00:00:05.359133,0.7803275320838233,0.7885099466747361,"{""C"": 0.7803275320838233, ""l1_ratio"": 0.7885099466747361}",PRUNED
43,0.2729208878002942,2026-09-19 02:46:06.601694,2026-09-19 02:46:07.085300,0 days 00:00:00.483606,0.032924665477996023,0.21620517011241933,"{""C"": 0.032924665477996023, ""l1_ratio"": 0.21620517011241933}",PRUNED
44,0.2845135745729078,2026-09-19 02:46:07.085300,2026-09-19 02:46:08.033321,0 days 00:00:00.948021,0.007370346223867173,0.09442447840633193,"{""C"": 0.007370346223867173, ""l1_ratio"": 0.09442447840633193}",COMPLETE
45,0.27333699424459196,2026-09-19 02:46:08.033321,2026-09-19 02:46:08.238104,0 days 00:00:00.204783,0.04479766909954387,0.7281377857657362,"{""C"": 0.04479766909954387, ""l1_ratio"": 0.7281377857657362}",PRUNED
46,0.15576587344872211,2026-09-19 02:46:08.238104,2026-09-19 02:46:08.333841,0 days 00:00:00.095737,0.006330333233633719,0.8512672763452963,"{""C"": 0.006330333233633719, ""l1_ratio"": 0.8512672763452963}",PRUNED
47,0.2800851803172702,2026-09-19 02:46:08.333841,2026-09-19 02:46:08.480145,0 days 00:00:00.146304,0.0009130511911735275,0.012329375328134665,"{""C"": 0.0009130511911735275, ""l1_ratio"": 0.012329375328134665}",PRUNED
48,0.2633487348505453,2026-09-19 02:46:08.480145,2026-09-19 02:46:08.591116,0 days 00:00:00.110971,0.002243861447985848,0.11413445368328902,"{""C"": 0.002243861447985848, ""l1_ratio"": 0.11413445368328902}",PRUNED
49,0.29652256089265294,2026-09-19 02:46:08.591116,2026-09-19 02:46:13.088913,0 days 00:00:04.497797,0.1842079852771143,0.478609825566185,"{""C"": 0.1842079852771143, ""l1_ratio"": 0.478609825566185}",PRUNED
50,0.2674055379859126,2026-09-19 02:46:13.088913,2026-09-19 02:46:13.209248,0 days 00:00:00.120335,0.010990671777498812,0.4961037192452763,"{""C"": 0.010990671777498812, ""l1_ratio"": 0.4961037192452763}",PRUNED
51,0.28648979488310766,2026-09-19 02:46:13.209248,2026-09-19 02:46:22.663886,0 days 00:00:09.454638,0.34815948153040155,0.3793890364385002,"{""C"": 0.34815948153040155, ""l1_ratio"": 0.3793890364385002}",COMPLETE
52,0.2800803855281,2026-09-19 02:46:22.663886,2026-09-19 02:46:25.055387,0 days 00:00:02.391501,0.7328544018253162,0.31382189913264147,"{""C"": 0.7328544018253162, ""l1_ratio"": 0.31382189913264147}",PRUNED
53,0.2802096944812462,2026-09-19 02:46:25.055387,2026-09-19 02:46:26.295471,0 days 00:00:01.240084,0.18351542597555093,0.06677864378970533,"{""C"": 0.18351542597555093, ""l1_ratio"": 0.06677864378970533}",PRUNED
54,0.2782577934768861,2026-09-19 02:46:26.295471,2026-09-19 02:46:28.691428,0 days 00:00:02.395957,0.8476184357109567,0.4214423013466933,"{""C"": 0.8476184357109567, ""l1_ratio"": 0.4214423013466933}",PRUNED
55,0.28763984829324307,2026-09-19 02:46:28.691428,2026-09-19 02:46:39.850316,0 days 00:00:11.158888,0.3924117015341524,0.6269174628389615,"{""C"": 0.3924117015341524, ""l1_ratio"": 0.6269174628389615}",COMPLETE
56,0.27191849319906813,2026-09-19 02:46:39.850316,2026-09-19 02:46:40.144163,0 days 00:00:00.293847,0.05422759101426889,0.5499864788544657,"{""C"": 0.05422759101426889, ""l1_ratio"": 0.5499864788544657}",PRUNED
57,0.26243963150653715,2026-09-19 02:46:40.144163,2026-09-19 02:46:40.259891,0 days 00:00:00.115728,0.004575516260769106,0.22059448205957893,"{""C"": 0.004575516260769106, ""l1_ratio"": 0.22059448205957893}",PRUNED
58,0.2878454799700131,2026-09-19 02:46:40.259891,2026-09-19 02:46:44.580439,0 days 00:00:04.320548,0.07869460560535183,0.08143431244729578,"{""C"": 0.07869460560535183, ""l1_ratio"": 0.08143431244729578}",COMPLETE
59,0.2876639861137887,2026-09-19 02:46:44.580439,2026-09-19 02:46:56.024722,0 days 00:00:11.444283,0.33175135413173523,0.6988854287646437,"{""C"": 0.33175135413173523, ""l1_ratio"": 0.6988854287646437}",COMPLETE
60,0.2885179994753394,2026-09-19 02:46:56.024722,2026-09-19 02:47:00.830803,0 days 00:00:04.806081,0.09310421226920898,0.03231032295053361,"{""C"": 0.09310421226920898, ""l1_ratio"": 0.03231032295053361}",COMPLETE
61,0.2882628234214068,2026-09-19 02:47:00.830803,2026-09-19 02:47:05.347474,0 days 00:00:04.516671,0.08383560535120246,0.06418248184764508,"{""C"": 0.08383560535120246, ""l1_ratio"": 0.06418248184764508}",COMPLETE
62,0.2871827666945039,2026-09-19 02:47:05.347474,2026-09-19 02:47:10.434248,0 days 00:00:05.086774,0.1081551933507738,0.005750514404429707,"{""C"": 0.1081551933507738, ""l1_ratio"": 0.005750514404429707}",COMPLETE
63,0.2993578583292649,2026-09-19 02:47:10.434248,2026-09-19 02:47:13.009318,0 days 00:00:02.575070,0.07751070911961606,0.08619251964046291,"{""C"": 0.07751070911961606, ""l1_ratio"": 0.08619251964046291}",PRUNED
64,0.2773755427255204,2026-09-19 02:47:13.009318,2026-09-19 02:47:15.477165,0 days 00:00:02.467847,0.860617788035854,0.037332972753374855,"{""C"": 0.860617788035854, ""l1_ratio"": 0.037332972753374855}",PRUNED
65,0.28729227370289756,2026-09-19 02:47:15.478692,2026-09-19 02:47:26.193294,0 days 00:00:10.714602,0.2809525261442653,0.6680214516331802,"{""C"": 0.2809525261442653, ""l1_ratio"": 0.6680214516331802}",COMPLETE
66,0.28114120549259564,2026-09-19 02:47:26.193294,2026-09-19 02:47:27.756374,0 days 00:00:01.563080,0.24018720988389072,0.2661705783226046,"{""C"": 0.24018720988389072, ""l1_ratio"": 0.2661705783226046}",PRUNED
67,0.2802749152657094,2026-09-19 02:47:27.756374,2026-09-19 02:47:29.076763,0 days 00:00:01.320389,0.19047376151843895,0.5386910544638785,"{""C"": 0.19047376151843895, ""l1_ratio"": 0.5386910544638785}",PRUNED
68,0.27680717163419366,2026-09-19 02:47:29.076763,2026-09-19 02:47:30.000133,0 days 00:00:00.923370,0.09659032121642021,0.506080182053481,"{""C"": 0.09659032121642021, ""l1_ratio"": 0.506080182053481}",PRUNED
69,0.2890664192507911,2026-09-19 02:47:30.000133,2026-09-19 02:47:33.841175,0 days 00:00:03.841042,0.0559810924366377,0.021711380137843454,"{""C"": 0.0559810924366377, ""l1_ratio"": 0.021711380137843454}",COMPLETE
70,0.2745880807500378,2026-09-19 02:47:33.841175,2026-09-19 02:47:34.243465,0 days 00:00:00.402290,0.018525441764616735,0.10092195593652548,"{""C"": 0.018525441764616735, ""l1_ratio"": 0.10092195593652548}",PRUNED
71,0.2973355969508971,2026-09-19 02:47:34.243465,2026-09-19 02:47:36.591215,0 days 00:00:02.347750,0.07096533866382329,0.17364933716144604,"{""C"": 0.07096533866382329, ""l1_ratio"": 0.17364933716144604}",PRUNED
72,0.2877812449834542,2026-09-19 02:47:36.591215,2026-09-19 02:47:48.761781,0 days 00:00:12.170566,0.4735962718472658,0.7501779114722086,"{""C"": 0.4735962718472658, ""l1_ratio"": 0.7501779114722086}",COMPLETE
73,0.2800399787105997,2026-09-19 02:47:48.761781,2026-09-19 02:47:50.859281,0 days 00:00:02.097500,0.616730307461972,0.1906860005249757,"{""C"": 0.616730307461972, ""l1_ratio"": 0.1906860005249757}",PRUNED
74,0.2771236332746749,2026-09-19 02:47:50.859281,2026-09-19 02:47:51.893993,0 days 00:00:01.034712,0.13029740636276052,0.8470343229315458,"{""C"": 0.13029740636276052, ""l1_ratio"": 0.8470343229315458}",PRUNED
75,0.28913030761660136,2026-09-19 02:47:51.893993,2026-09-19 02:47:55.565863,0 days 00:00:03.671870,0.051695573743789996,0.01903853508553837,"{""C"": 0.051695573743789996, ""l1_ratio"": 0.01903853508553837}",COMPLETE
76,0.28963688861428544,2026-09-19 02:47:55.565863,2026-09-19 02:47:59.099723,0 days 00:00:03.533860,0.04703277038662568,0.015348627248568662,"{""C"": 0.04703277038662568, ""l1_ratio"": 0.015348627248568662}",COMPLETE
77,0.27561184111908144,2026-09-19 02:47:59.099723,2026-09-19 02:47:59.359278,0 days 00:00:00.259555,0.018976105603948436,0.14646279857423253,"{""C"": 0.018976105603948436, ""l1_ratio"": 0.14646279857423253}",PRUNED
78,0.28853899100881164,2026-09-19 02:47:59.359278,2026-09-19 02:48:03.583091,0 days 00:00:04.223813,0.07047865552338667,0.03448965598377748,"{""C"": 0.07047865552338667, ""l1_ratio"": 0.03448965598377748}",COMPLETE
79,0.28125611148679536,2026-09-19 02:48:03.583091,2026-09-19 02:48:04.260404,0 days 00:00:00.677313,0.036301868299793955,0.008539557678987376,"{""C"": 0.036301868299793955, ""l1_ratio"": 0.008539557678987376}",PRUNED
80,0.2888748950473899,2026-09-19 02:48:04.260404,2026-09-19 02:48:08.384239,0 days 00:00:04.123835,0.06522697381705794,0.006745226380260323,"{""C"": 0.06522697381705794, ""l1_ratio"": 0.006745226380260323}",COMPLETE
81,0.28899918015793197,2026-09-19 02:48:08.384239,2026-09-19 02:48:12.632164,0 days 00:00:04.247925,0.0683558711949688,0.020244702353360088,"{""C"": 0.0683558711949688, ""l1_ratio"": 0.020244702353360088}",COMPLETE
82,0.28060387417469607,2026-09-19 02:48:12.632164,2026-09-19 02:48:13.407861,0 days 00:00:00.775697,0.04177434865908406,0.0659799423659844,"{""C"": 0.04177434865908406, ""l1_ratio"": 0.0659799423659844}",PRUNED
83,0.280984353664517,2026-09-19 02:48:13.407861,2026-09-19 02:48:13.747788,0 days 00:00:00.339927,0.010854785882945077,0.037620886134044934,"{""C"": 0.010854785882945077, ""l1_ratio"": 0.037620886134044934}",PRUNED
84,0.27880002544347116,2026-09-19 02:48:13.747788,2026-09-19 02:48:15.627964,0 days 00:00:01.880176,0.4559068507174807,0.07082476567510307,"{""C"": 0.4559068507174807, ""l1_ratio"": 0.07082476567510307}",PRUNED
85,0.28038918098634824,2026-09-19 02:48:15.627964,2026-09-19 02:48:16.129596,0 days 00:00:00.501632,0.024736015417851216,0.07104791449680435,"{""C"": 0.024736015417851216, ""l1_ratio"": 0.07104791449680435}",PRUNED
86,0.28191359254340254,2026-09-19 02:48:16.130595,2026-09-19 02:48:17.519275,0 days 00:00:01.388680,0.22653949859337102,0.11128198956391452,"{""C"": 0.22653949859337102, ""l1_ratio"": 0.11128198956391452}",PRUNED
87,0.28853819779853984,2026-09-19 02:48:17.519275,2026-09-19 02:48:21.810213,0 days 00:00:04.290938,0.06850544949303132,0.01169747362381788,"{""C"": 0.06850544949303132, ""l1_ratio"": 0.01169747362381788}",COMPLETE
88,0.2803004966948874,2026-09-19 02:48:21.810213,2026-09-19 02:48:22.949193,0 days 00:00:01.138980,0.15022173728114488,0.034935098500482105,"{""C"": 0.15022173728114488, ""l1_ratio"": 0.034935098500482105}",PRUNED
89,0.2813522762753663,2026-09-19 02:48:22.949193,2026-09-19 02:48:24.197605,0 days 00:00:01.248412,0.1796196955751906,0.16167288715200576,"{""C"": 0.1796196955751906, ""l1_ratio"": 0.16167288715200576}",PRUNED
90,0.2783628347944241,2026-09-19 02:48:24.197605,2026-09-19 02:48:24.809395,0 days 00:00:00.611790,0.04606078276844107,0.29031608186754376,"{""C"": 0.04606078276844107, ""l1_ratio"": 0.29031608186754376}",PRUNED
91,0.2988165114111451,2026-09-19 02:48:24.809395,2026-09-19 02:48:27.511348,0 days 00:00:02.701953,0.08993251723005827,0.11796595931734818,"{""C"": 0.08993251723005827, ""l1_ratio"": 0.11796595931734818}",PRUNED
92,0.275306202585823,2026-09-19 02:48:27.511348,2026-09-19 02:48:27.936016,0 days 00:00:00.424668,0.013308610168367239,0.005638883817092651,"{""C"": 0.013308610168367239, ""l1_ratio"": 0.005638883817092651}",PRUNED
93,0.28918703344835905,2026-09-19 02:48:27.936016,2026-09-19 02:48:31.674700,0 days 00:00:03.738684,0.052361447013821755,0.017742003472280894,"{""C"": 0.052361447013821755, ""l1_ratio"": 0.017742003472280894}",COMPLETE
94,0.28883064283964066,2026-09-19 02:48:31.674700,2026-09-19 02:48:35.776149,0 days 00:00:04.101449,0.06206660821766167,0.0183316317737987,"{""C"": 0.06206660821766167, ""l1_ratio"": 0.0183316317737987}",COMPLETE
95,0.28203569695570224,2026-09-19 02:48:35.776678,2026-09-19 02:48:36.624579,0 days 00:00:00.847901,0.060112342540528316,0.007516381612734199,"{""C"": 0.060112342540528316, ""l1_ratio"": 0.007516381612734199}",PRUNED
96,0.288790466301998,2026-09-19 02:48:36.624579,2026-09-19 02:48:40.546301,0 days 00:00:03.921722,0.06252381112000657,0.05024618469907979,"{""C"": 0.06252381112000657, ""l1_ratio"": 0.05024618469907979}",COMPLETE
97,0.28196063598784216,2026-09-19 02:48:40.546301,2026-09-19 02:48:41.617728,0 days 00:00:01.071427,0.12114084973098967,0.07113091299428703,"{""C"": 0.12114084973098967, ""l1_ratio"": 0.07113091299428703}",PRUNED
98,0.28020397658790575,2026-09-19 02:48:41.617728,2026-09-19 02:48:43.211015,0 days 00:00:01.593287,0.29334279820016324,0.06416888784380517,"{""C"": 0.29334279820016324, ""l1_ratio"": 0.06416888784380517}",PRUNED
99,0.2896286279320397,2026-09-19 02:48:43.211015,2026-09-19 02:48:46.917177,0 days 00:00:03.706162,0.05464759460691723,0.04211158052952827,"{""C"": 0.05464759460691723, ""l1_ratio"": 0.04211158052952827}",COMPLETE
