number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_tpe:relative_params:0,state
0,0.19965088750834364,2026-09-19 04:38:09.620800,2026-09-19 04:38:13.537626,0 days 00:00:03.916826,0.5780093202212182,0.2536999076681772,10,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,COMPLETE
1,0.21389162242860502,2026-09-19 04:38:13.537626,2026-09-19 04:38:23.149202,0 days 00:00:09.611576,0.9849549260809971,0.07725378389307355,10,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,COMPLETE
2,0.21837038919012178,2026-09-19 04:38:23.149202,2026-09-19 04:38:29.218160,0 days 00:00:06.068958,0.7159725093210578,0.018659959624904916,6,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,COMPLETE
3,0.22152249287438383,2026-09-19 04:38:29.218160,2026-09-19 04:38:35.340973,0 days 00:00:06.122813,0.8925879806965068,0.027010527749605478,6,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,COMPLETE
4,0.2128884236480016,2026-09-19 04:38:35.341977,2026-09-19 04:38:48.983330,0 days 00:00:13.641353,0.5325257964926398,0.011711509955524094,9,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,COMPLETE
5,0.19644462503655613,2026-09-19 04:38:48.983330,2026-09-19 04:38:49.954830,0 days 00:00:00.971500,0.7200762468698007,0.028180680291847244,3,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,PRUNED
6,0.16829178228026984,2026-09-19 04:38:49.954830,2026-09-19 04:38:50.345915,0 days 00:00:00.391085,0.6558555380447055,0.22038218939289875,5,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,PRUNED
7,0.19801914629203504,2026-09-19 04:38:50.345915,2026-09-19 04:38:50.987118,0 days 00:00:00.641203,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,PRUNED
8,0.23788317294136005,2026-09-19 04:38:50.987118,2026-09-19 04:38:52.500888,0 days 00:00:01.513770,0.6943386448447411,0.01947558230629543,3,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,COMPLETE
9,0.18919321429177474,2026-09-19 04:38:52.500888,2026-09-19 04:38:55.130337,0 days 00:00:02.629449,0.9010984903770198,0.026000059117302653,8,557,0.3727532183988541,4.9344346830025865,0.6563696899899051,,PRUNED
10,0.216622053568521,2026-09-19 04:38:55.130337,2026-09-19 04:38:57.618522,0 days 00:00:02.488185,0.7146334367602184,0.05304539620046197,3,664,3.787268579910349,1.7187343523663845,0.6160894317513417,"{""colsample_bytree"": 0.7146334367602184, ""learning_rate"": 0.05304539620046197, ""max_depth"": 3, ""n_estimators"": 664, ""reg_alpha"": 3.787268579910349, ""reg_lambda"": 1.7187343523663845, ""subsample"": 0.6160894317513417}",PRUNED
11,0.22317010984954133,2026-09-19 04:38:57.618522,2026-09-19 04:39:01.424452,0 days 00:00:03.805930,0.8770159507044206,0.019739042684721302,6,215,2.1492310102941685,1.857102826386079,0.7522695213678292,"{""colsample_bytree"": 0.8770159507044206, ""learning_rate"": 0.019739042684721302, ""max_depth"": 6, ""n_estimators"": 215, ""reg_alpha"": 2.1492310102941685, ""reg_lambda"": 1.857102826386079, ""subsample"": 0.7522695213678292}",COMPLETE
