number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_tpe:relative_params:0,state
11,0.2636367294412326,2026-09-19 02:52:52.725492,2026-09-19 02:53:16.913911,0 days 00:00:24.188419,2.100311694956912,0.9695371107878656,"{""C"": 2.100311694956912, ""l1_ratio"": 0.9695371107878656}",COMPLETE
12,0.2637425583292603,2026-09-19 02:53:16.913911,2026-09-19 02:53:39.391306,0 days 00:00:22.477395,2.2514805464958934,0.6575870667589222,"{""C"": 2.2514805464958934, ""l1_ratio"": 0.6575870667589222}",COMPLETE
13,0.2677576384806859,2026-09-19 02:53:39.391306,2026-09-19 02:53:49.554897,0 days 00:00:10.163591,0.4250210578789875,0.45721661988591294,"{""C"": 0.4250210578789875, ""l1_ratio"": 0.45721661988591294}",COMPLETE
14,0.2672454588021912,2026-09-19 02:53:49.554897,2026-09-19 02:53:58.949661,0 days 00:00:09.394764,0.3669384004969659,0.46496224286621557,"{""C"": 0.3669384004969659, ""l1_ratio"": 0.46496224286621557}",COMPLETE
15,0.2791267628537445,2026-09-19 02:53:58.949661,2026-09-19 02:54:07.708430,0 days 00:00:08.758769,8.881705914687231,0.6268836449065676,"{""C"": 8.881705914687231, ""l1_ratio"": 0.6268836449065676}",PRUNED
16,0.2798821418086959,2026-09-19 02:54:07.708430,2026-09-19 02:54:15.799449,0 days 00:00:08.091019,6.878468341492689,0.35877199948845145,"{""C"": 6.878468341492689, ""l1_ratio"": 0.35877199948845145}",PRUNED
17,0.27931317402757355,2026-09-19 02:54:15.799449,2026-09-19 02:54:16.631415,0 days 00:00:00.831966,0.05836552232601993,0.03106806070876189,"{""C"": 0.05836552232601993, ""l1_ratio"": 0.03106806070876189}",PRUNED
18,0.13768641619479705,2026-09-19 02:54:16.631415,2026-09-19 02:54:16.740466,0 days 00:00:00.109051,0.0076534296439572155,0.7363140755990418,"{""C"": 0.0076534296439572155, ""l1_ratio"": 0.7363140755990418}",PRUNED
19,0.2938558550279469,2026-09-19 02:54:16.740466,2026-09-19 02:54:19.731753,0 days 00:00:02.991287,0.28838924557895607,0.7976751153208956,"{""C"": 0.28838924557895607, ""l1_ratio"": 0.7976751153208956}",PRUNED
20,0.2531359341218677,2026-09-19 02:54:19.731753,2026-09-19 02:54:20.040913,0 days 00:00:00.309160,0.044287096697380575,0.513272121857236,"{""C"": 0.044287096697380575, ""l1_ratio"": 0.513272121857236}",PRUNED
21,0.2669966228932071,2026-09-19 02:54:20.040913,2026-09-19 02:54:29.417389,0 days 00:00:09.376476,0.3603492203286428,0.46762842580403113,"{""C"": 0.3603492203286428, ""l1_ratio"": 0.46762842580403113}",COMPLETE
22,0.2820591397039371,2026-09-19 02:54:29.417389,2026-09-19 02:54:30.813507,0 days 00:00:01.396118,0.18306983900177798,0.605966570129084,"{""C"": 0.18306983900177798, ""l1_ratio"": 0.605966570129084}",PRUNED
23,0.26510679109094926,2026-09-19 02:54:30.813507,2026-09-19 02:54:46.274970,0 days 00:00:15.461463,0.8383736974058317,0.523627891182492,"{""C"": 0.8383736974058317, ""l1_ratio"": 0.523627891182492}",COMPLETE
24,0.2655982081034004,2026-09-19 02:54:46.274970,2026-09-19 02:54:58.617473,0 days 00:00:12.342503,0.614167229488448,0.3489931070431153,"{""C"": 0.614167229488448, ""l1_ratio"": 0.3489931070431153}",COMPLETE
25,0.2808479177907824,2026-09-19 02:54:58.617473,2026-09-19 02:55:07.369846,0 days 00:00:08.752373,6.083728523348571,0.8139374002334709,"{""C"": 6.083728523348571, ""l1_ratio"": 0.8139374002334709}",PRUNED
26,0.2776819779690878,2026-09-19 02:55:07.369846,2026-09-19 02:55:08.465396,0 days 00:00:01.095550,0.11455089121134285,0.40068082043752346,"{""C"": 0.11455089121134285, ""l1_ratio"": 0.40068082043752346}",PRUNED
27,0.29906209154136976,2026-09-19 02:55:08.465396,2026-09-19 02:55:11.482860,0 days 00:00:03.017464,0.24850579873126594,0.1498222007677104,"{""C"": 0.24850579873126594, ""l1_ratio"": 0.1498222007677104}",PRUNED
28,0.2797349738699412,2026-09-19 02:55:11.482860,2026-09-19 02:55:19.836074,0 days 00:00:08.353214,7.420564865582429,0.4770788069545357,"{""C"": 7.420564865582429, ""l1_ratio"": 0.4770788069545357}",PRUNED
29,0.23835873127374876,2026-09-19 02:55:19.836074,2026-09-19 02:55:20.019984,0 days 00:00:00.183910,0.04022824922071162,0.8836267896526389,"{""C"": 0.04022824922071162, ""l1_ratio"": 0.8836267896526389}",PRUNED
30,0.28542045497790164,2026-09-19 02:55:20.019984,2026-09-19 02:55:25.909131,0 days 00:00:05.889147,1.8123782893326146,0.4064869001636336,"{""C"": 1.8123782893326146, ""l1_ratio"": 0.4064869001636336}",PRUNED
31,0.2677517492071796,2026-09-19 02:55:25.909131,2026-09-19 02:55:37.915728,0 days 00:00:12.006597,0.511302736489978,0.9320363106605822,"{""C"": 0.511302736489978, ""l1_ratio"": 0.9320363106605822}",COMPLETE
32,0.2665668846936377,2026-09-19 02:55:37.915728,2026-09-19 02:55:53.504448,0 days 00:00:15.588720,0.8473263414950014,0.825094886165971,"{""C"": 0.8473263414950014, ""l1_ratio"": 0.825094886165971}",COMPLETE
33,0.28499174615234746,2026-09-19 02:55:53.504448,2026-09-19 02:56:00.051010,0 days 00:00:06.546562,2.2114329656085694,0.5294939962754455,"{""C"": 2.2114329656085694, ""l1_ratio"": 0.5294939962754455}",PRUNED
34,0.28024252814377,2026-09-19 02:56:00.051010,2026-09-19 02:56:07.507346,0 days 00:00:07.456336,5.576649953553849,0.16661965912392745,"{""C"": 5.576649953553849, ""l1_ratio"": 0.16661965912392745}",PRUNED
35,0.280269951157675,2026-09-19 02:56:07.507346,2026-09-19 02:56:16.657414,0 days 00:00:09.150068,7.633823171566377,0.9603949086067537,"{""C"": 7.633823171566377, ""l1_ratio"": 0.9603949086067537}",PRUNED
36,0.24013117927128325,2026-09-19 02:56:16.657414,2026-09-19 02:56:16.814110,0 days 00:00:00.156696,0.0009542121513663618,0.003497301764833871,"{""C"": 0.0009542121513663618, ""l1_ratio"": 0.003497301764833871}",PRUNED
37,0.26540136550711546,2026-09-19 02:56:16.814110,2026-09-19 02:56:17.206233,0 days 00:00:00.392123,0.0849732989357182,0.6002665698572607,"{""C"": 0.0849732989357182, ""l1_ratio"": 0.6002665698572607}",PRUNED
38,0.2350683208951443,2026-09-19 02:56:17.206233,2026-09-19 02:56:17.377995,0 days 00:00:00.171762,0.027811164762146887,0.6511499361439139,"{""C"": 0.027811164762146887, ""l1_ratio"": 0.6511499361439139}",PRUNED
39,0.09770114942528736,2026-09-19 02:56:17.377995,2026-09-19 02:56:17.392001,0 days 00:00:00.014006,0.000117039156921539,0.24766563713659095,"{""C"": 0.000117039156921539, ""l1_ratio"": 0.24766563713659095}",PRUNED
40,0.2671252845924723,2026-09-19 02:56:17.392001,2026-09-19 02:56:18.150789,0 days 00:00:00.758788,0.13555784917506403,0.8670616596806122,"{""C"": 0.13555784917506403, ""l1_ratio"": 0.8670616596806122}",PRUNED
41,0.2810693225128454,2026-09-19 02:56:18.150789,2026-09-19 02:56:21.765329,0 days 00:00:03.614540,0.7973330607800351,0.1002652000247442,"{""C"": 0.7973330607800351, ""l1_ratio"": 0.1002652000247442}",PRUNED
42,0.26755607828805605,2026-09-19 02:56:21.765329,2026-09-19 02:56:22.798034,0 days 00:00:01.032705,0.1613779932408948,0.9700787391579867,"{""C"": 0.1613779932408948, ""l1_ratio"": 0.9700787391579867}",PRUNED
43,0.26780288732651564,2026-09-19 02:56:22.798034,2026-09-19 02:56:33.578510,0 days 00:00:10.780476,0.4488638861951786,0.6807361833937835,"{""C"": 0.4488638861951786, ""l1_ratio"": 0.6807361833937835}",COMPLETE
44,0.2650383747592029,2026-09-19 02:56:33.578510,2026-09-19 02:56:49.889212,0 days 00:00:16.310702,0.8947919626751923,0.6229217837831826,"{""C"": 0.8947919626751923, ""l1_ratio"": 0.6229217837831826}",COMPLETE
45,0.2816535898725833,2026-09-19 02:56:49.889212,2026-09-19 02:56:57.179696,0 days 00:00:07.290484,1.6617599587166425,0.8825491542786257,"{""C"": 1.6617599587166425, ""l1_ratio"": 0.8825491542786257}",PRUNED
46,0.26689588624015514,2026-09-19 02:56:57.179696,2026-09-19 02:57:11.206208,0 days 00:00:14.026512,0.7346059669828727,0.70217959814503,"{""C"": 0.7346059669828727, ""l1_ratio"": 0.70217959814503}",COMPLETE
47,0.3016844292260146,2026-09-19 02:57:11.206208,2026-09-19 02:57:15.492861,0 days 00:00:04.286653,0.3768147190876616,0.5778216278298725,"{""C"": 0.3768147190876616, ""l1_ratio"": 0.5778216278298725}",PRUNED
48,0.2365174467207542,2026-09-19 02:57:15.492861,2026-09-19 02:57:15.664258,0 days 00:00:00.171397,0.02510064819917175,0.5737530745708574,"{""C"": 0.02510064819917175, ""l1_ratio"": 0.5737530745708574}",PRUNED
49,0.26146451898709544,2026-09-19 02:57:15.664258,2026-09-19 02:57:15.969185,0 days 00:00:00.304927,0.05133080897029111,0.3552630810304813,"{""C"": 0.05133080897029111, ""l1_ratio"": 0.3552630810304813}",PRUNED
50,0.28039756630148194,2026-09-19 02:57:15.969185,2026-09-19 02:57:22.561066,0 days 00:00:06.591881,1.6479101476072984,0.7324236280297818,"{""C"": 1.6479101476072984, ""l1_ratio"": 0.7324236280297818}",PRUNED
51,0.2677771676211416,2026-09-19 02:57:22.561066,2026-09-19 02:57:35.647319,0 days 00:00:13.086253,0.6291590978576517,0.9839039441463586,"{""C"": 0.6291590978576517, ""l1_ratio"": 0.9839039441463586}",COMPLETE
52,0.26717822259836105,2026-09-19 02:57:35.647319,2026-09-19 02:57:50.618272,0 days 00:00:14.970953,0.8637871014037863,0.9541731047268538,"{""C"": 0.8637871014037863, ""l1_ratio"": 0.9541731047268538}",COMPLETE
53,0.2835788917342214,2026-09-19 02:57:50.618272,2026-09-19 02:57:58.941936,0 days 00:00:08.323664,3.3337513202740894,0.9317098638994638,"{""C"": 3.3337513202740894, ""l1_ratio"": 0.9317098638994638}",PRUNED
54,0.27656094596780606,2026-09-19 02:57:58.941936,2026-09-19 02:58:00.066401,0 days 00:00:01.124465,0.12498350618555254,0.5045339388066711,"{""C"": 0.12498350618555254, ""l1_ratio"": 0.5045339388066711}",PRUNED
55,0.26753746384108995,2026-09-19 02:58:00.066401,2026-09-19 02:58:12.021949,0 days 00:00:11.955548,0.5417227709675718,0.881917755574207,"{""C"": 0.5417227709675718, ""l1_ratio"": 0.881917755574207}",COMPLETE
56,0.2756040238093765,2026-09-19 02:58:12.021949,2026-09-19 02:58:13.227679,0 days 00:00:01.205730,0.17110760142675296,0.776730280509395,"{""C"": 0.17110760142675296, ""l1_ratio"": 0.776730280509395}",PRUNED
57,0.29699782468788516,2026-09-19 02:58:13.227679,2026-09-19 02:58:16.347156,0 days 00:00:03.119477,0.3621790104971117,0.9285702553290924,"{""C"": 0.3621790104971117, ""l1_ratio"": 0.9285702553290924}",PRUNED
58,0.28389178530351195,2026-09-19 02:58:16.347156,2026-09-19 02:58:24.104626,0 days 00:00:07.757470,2.6232729040537333,0.8409770892363966,"{""C"": 2.6232729040537333, ""l1_ratio"": 0.8409770892363966}",PRUNED
59,0.29780398617839143,2026-09-19 02:58:24.104626,2026-09-19 02:58:27.596156,0 days 00:00:03.491530,0.33175135413173523,0.6988854287646437,"{""C"": 0.33175135413173523, ""l1_ratio"": 0.6988854287646437}",PRUNED
60,0.2530576024257027,2026-09-19 02:58:27.596156,2026-09-19 02:58:27.995385,0 days 00:00:00.399229,0.06652619959349071,0.7216921100770485,"{""C"": 0.06652619959349071, ""l1_ratio"": 0.7216921100770485}",PRUNED
61,0.2828642639776039,2026-09-19 02:58:27.995385,2026-09-19 02:58:35.949315,0 days 00:00:07.953930,3.980896739380883,0.667352341572642,"{""C"": 3.980896739380883, ""l1_ratio"": 0.667352341572642}",PRUNED
62,0.26786061711499465,2026-09-19 02:58:35.949315,2026-09-19 02:58:48.148831,0 days 00:00:12.199516,0.5669917326439715,0.7599894526050625,"{""C"": 0.5669917326439715, ""l1_ratio"": 0.7599894526050625}",COMPLETE
63,0.2678222903271762,2026-09-19 02:58:48.148831,2026-09-19 02:59:00.269551,0 days 00:00:12.120720,0.5561980927651767,0.7738333560276762,"{""C"": 0.5561980927651767, ""l1_ratio"": 0.7738333560276762}",COMPLETE
64,0.288886011563684,2026-09-19 02:59:00.269551,2026-09-19 02:59:01.699507,0 days 00:00:01.429956,0.23781879581111667,0.3667152820141202,"{""C"": 0.23781879581111667, ""l1_ratio"": 0.3667152820141202}",PRUNED
65,0.2837799437053602,2026-09-19 02:59:01.699507,2026-09-19 02:59:07.021857,0 days 00:00:05.322350,1.1013913631322945,0.5613936892188542,"{""C"": 1.1013913631322945, ""l1_ratio"": 0.5613936892188542}",PRUNED
66,0.28067107594207563,2026-09-19 02:59:07.021857,2026-09-19 02:59:15.930846,0 days 00:00:08.908989,6.301874307840487,0.8864893263246314,"{""C"": 6.301874307840487, ""l1_ratio"": 0.8864893263246314}",PRUNED
67,0.2684934015119518,2026-09-19 02:59:15.930846,2026-09-19 02:59:16.797752,0 days 00:00:00.866906,0.11177687067019253,0.6557904056749022,"{""C"": 0.11177687067019253, ""l1_ratio"": 0.6557904056749022}",PRUNED
68,0.26831964737772557,2026-09-19 02:59:16.797752,2026-09-19 02:59:28.386675,0 days 00:00:11.588923,0.5191717517863852,0.6612169977120016,"{""C"": 0.5191717517863852, ""l1_ratio"": 0.6612169977120016}",COMPLETE
69,0.2610380918095635,2026-09-19 02:59:28.386675,2026-09-19 02:59:28.707579,0 days 00:00:00.320904,0.09071305558313203,0.7755354667950155,"{""C"": 0.09071305558313203, ""l1_ratio"": 0.7755354667950155}",PRUNED
70,0.282580191619018,2026-09-19 02:59:28.707579,2026-09-19 02:59:36.898151,0 days 00:00:08.190572,4.154720104295146,0.7708858036318569,"{""C"": 4.154720104295146, ""l1_ratio"": 0.7708858036318569}",PRUNED
71,0.2788439780917435,2026-09-19 02:59:36.898151,2026-09-19 02:59:38.345591,0 days 00:00:01.447440,0.2231917542927994,0.8397514351110215,"{""C"": 0.2231917542927994, ""l1_ratio"": 0.8397514351110215}",PRUNED
72,0.2679204692513354,2026-09-19 02:59:38.345591,2026-09-19 02:59:50.816584,0 days 00:00:12.470993,0.5958833893326313,0.7683748285892945,"{""C"": 0.5958833893326313, ""l1_ratio"": 0.7683748285892945}",COMPLETE
73,0.2822655917827694,2026-09-19 02:59:50.816584,2026-09-19 02:59:56.837449,0 days 00:00:06.020865,1.3078011912620728,0.6944371830129914,"{""C"": 1.3078011912620728, ""l1_ratio"": 0.6944371830129914}",PRUNED
74,0.2857605342804844,2026-09-19 02:59:56.837449,2026-09-19 03:00:03.036888,0 days 00:00:06.199439,1.2285651939725593,0.7754142919240805,"{""C"": 1.2285651939725593, ""l1_ratio"": 0.7754142919240805}",PRUNED
75,0.288407283129624,2026-09-19 03:00:03.036888,2026-09-19 03:00:04.777521,0 days 00:00:01.740633,0.34920505498545173,0.745617055965479,"{""C"": 0.34920505498545173, ""l1_ratio"": 0.745617055965479}",PRUNED
76,0.2880727890431202,2026-09-19 03:00:04.777521,2026-09-19 03:00:08.972705,0 days 00:00:04.195184,0.8741275315972492,0.7402553172960071,"{""C"": 0.8741275315972492, ""l1_ratio"": 0.7402553172960071}",PRUNED
77,0.283057590053973,2026-09-19 03:00:08.972705,2026-09-19 03:00:10.125083,0 days 00:00:01.152378,0.11738275334003176,0.2595593425914239,"{""C"": 0.11738275334003176, ""l1_ratio"": 0.2595593425914239}",PRUNED
78,0.30230586032406476,2026-09-19 03:00:10.125083,2026-09-19 03:00:15.229083,0 days 00:00:05.104000,0.47936827712579483,0.7930535893409464,"{""C"": 0.47936827712579483, ""l1_ratio"": 0.7930535893409464}",PRUNED
79,0.28832953916574255,2026-09-19 03:00:15.229083,2026-09-19 03:00:16.827738,0 days 00:00:01.598655,0.3090708268713237,0.6449128679923157,"{""C"": 0.3090708268713237, ""l1_ratio"": 0.6449128679923157}",PRUNED
80,0.2828376716929681,2026-09-19 03:00:16.827738,2026-09-19 03:00:24.031638,0 days 00:00:07.203900,3.674332544766065,0.4293986264128803,"{""C"": 3.674332544766065, ""l1_ratio"": 0.4293986264128803}",PRUNED
81,0.28458381159684065,2026-09-19 03:00:24.031638,2026-09-19 03:00:25.394108,0 days 00:00:01.362470,0.17797115649072875,0.5580800548234818,"{""C"": 0.17797115649072875, ""l1_ratio"": 0.5580800548234818}",PRUNED
82,0.2872409556901141,2026-09-19 03:00:25.394108,2026-09-19 03:00:30.576776,0 days 00:00:05.182668,1.0512834115551912,0.9084026006603763,"{""C"": 1.0512834115551912, ""l1_ratio"": 0.9084026006603763}",PRUNED
83,0.25105642032182346,2026-09-19 03:00:30.576776,2026-09-19 03:00:30.867058,0 days 00:00:00.290282,0.0681045627976276,0.9996504206858717,"{""C"": 0.0681045627976276, ""l1_ratio"": 0.9996504206858717}",PRUNED
84,0.26749957525142926,2026-09-19 03:00:30.867058,2026-09-19 03:00:42.182681,0 days 00:00:11.315623,0.49656209270898977,0.6368749625784755,"{""C"": 0.49656209270898977, ""l1_ratio"": 0.6368749625784755}",COMPLETE
85,0.2825811928409316,2026-09-19 03:00:42.182681,2026-09-19 03:00:43.586071,0 days 00:00:01.403390,0.19810469696018718,0.682060927240492,"{""C"": 0.19810469696018718, ""l1_ratio"": 0.682060927240492}",PRUNED
86,0.28244999729843107,2026-09-19 03:00:43.586071,2026-09-19 03:00:49.654685,0 days 00:00:06.068614,1.396762594829697,0.6466609492487674,"{""C"": 1.396762594829697, ""l1_ratio"": 0.6466609492487674}",PRUNED
87,0.28563646292565825,2026-09-19 03:00:49.654685,2026-09-19 03:00:56.187390,0 days 00:00:06.532705,1.3327147443541094,0.8186166011117606,"{""C"": 1.3327147443541094, ""l1_ratio"": 0.8186166011117606}",PRUNED
88,0.2876002483201994,2026-09-19 03:00:56.187390,2026-09-19 03:01:02.681044,0 days 00:00:06.493654,1.2282278729958425,0.9944784322783777,"{""C"": 1.2282278729958425, ""l1_ratio"": 0.9944784322783777}",PRUNED
89,0.27718274807680526,2026-09-19 03:01:02.681044,2026-09-19 03:01:04.121671,0 days 00:00:01.440627,0.21999788305481222,0.920397550999828,"{""C"": 0.21999788305481222, ""l1_ratio"": 0.920397550999828}",PRUNED
90,0.2833643843301434,2026-09-19 03:01:04.121671,2026-09-19 03:01:11.631596,0 days 00:00:07.509925,3.5624920665035016,0.5776035822547194,"{""C"": 3.5624920665035016, ""l1_ratio"": 0.5776035822547194}",PRUNED
91,0.30153729306568244,2026-09-19 03:01:11.631596,2026-09-19 03:01:16.734312,0 days 00:00:05.102716,0.46956036362184483,0.8743043706380668,"{""C"": 0.46956036362184483, ""l1_ratio"": 0.8743043706380668}",PRUNED
92,0.30124799590173246,2026-09-19 03:01:16.734312,2026-09-19 03:01:21.825385,0 days 00:00:05.091073,0.47960222681026154,0.9721279938020577,"{""C"": 0.47960222681026154, ""l1_ratio"": 0.9721279938020577}",PRUNED
93,0.287262645105052,2026-09-19 03:01:21.825385,2026-09-19 03:01:23.246890,0 days 00:00:01.421505,0.2414895136171031,0.4956246710251335,"{""C"": 0.2414895136171031, ""l1_ratio"": 0.4956246710251335}",PRUNED
94,0.28781964781417035,2026-09-19 03:01:23.246890,2026-09-19 03:01:25.033220,0 days 00:00:01.786330,0.3484291624186356,0.826516493667946,"{""C"": 0.3484291624186356, ""l1_ratio"": 0.826516493667946}",PRUNED
95,0.2866122029827805,2026-09-19 03:01:25.033220,2026-09-19 03:01:28.992966,0 days 00:00:03.959746,0.8060641316068885,0.48442452045362805,"{""C"": 0.8060641316068885, ""l1_ratio"": 0.48442452045362805}",PRUNED
96,0.2677135634157198,2026-09-19 03:01:28.992966,2026-09-19 03:01:41.999108,0 days 00:00:13.006142,0.6501812743621549,0.7676373836782477,"{""C"": 0.6501812743621549, ""l1_ratio"": 0.7676373836782477}",COMPLETE
97,0.28954079431550467,2026-09-19 03:01:41.999108,2026-09-19 03:01:44.158836,0 days 00:00:02.159728,0.4841941284034921,0.5115699222320453,"{""C"": 0.4841941284034921, ""l1_ratio"": 0.5115699222320453}",PRUNED
98,0.28984268713949984,2026-09-19 03:01:44.158836,2026-09-19 03:01:46.737001,0 days 00:00:02.578165,0.6325355679026922,0.674842304505865,"{""C"": 0.6325355679026922, ""l1_ratio"": 0.674842304505865}",PRUNED
99,0.2553317005360146,2026-09-19 03:01:46.737001,2026-09-19 03:01:47.199734,0 days 00:00:00.462733,0.09076048972569786,0.9294498247234195,"{""C"": 0.09076048972569786, ""l1_ratio"": 0.9294498247234195}",PRUNED
