number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_tpe:relative_params:0,state
38,0.23038266798305668,2026-09-19 02:51:13.123048,2026-09-19 02:51:13.260480,0 days 00:00:00.137432,0.01970971899477304,0.4279702034422962,"{""C"": 0.01970971899477304, ""l1_ratio"": 0.4279702034422962}",PRUNED
39,0.09770114942528736,2026-09-19 02:51:13.260480,2026-09-19 02:51:13.270457,0 days 00:00:00.009977,0.000117039156921539,0.24766563713659095,"{""C"": 0.000117039156921539, ""l1_ratio"": 0.24766563713659095}",PRUNED
40,0.22994148260733566,2026-09-19 02:51:13.270457,2026-09-19 02:51:13.387618,0 days 00:00:00.117161,0.008608032968807256,0.20385493632517915,"{""C"": 0.008608032968807256, ""l1_ratio"": 0.20385493632517915}",PRUNED
41,0.2373933915756638,2026-09-19 02:51:13.387618,2026-09-19 02:51:14.589963,0 days 00:00:01.202345,0.02151788048318663,0.1702448479696111,"{""C"": 0.02151788048318663, ""l1_ratio"": 0.1702448479696111}",COMPLETE
42,0.2423500343449897,2026-09-19 02:51:14.589963,2026-09-19 02:51:15.124620,0 days 00:00:00.534657,0.052853441784323614,0.1752931149018652,"{""C"": 0.052853441784323614, ""l1_ratio"": 0.1752931149018652}",PRUNED
43,0.22637117499571058,2026-09-19 02:51:15.124620,2026-09-19 02:51:15.222651,0 days 00:00:00.098031,0.005683953192644475,0.2860791519911845,"{""C"": 0.005683953192644475, ""l1_ratio"": 0.2860791519911845}",PRUNED
44,0.24099968939586555,2026-09-19 02:51:15.222651,2026-09-19 02:51:16.704252,0 days 00:00:01.481601,0.2788561111583113,0.30115181393074586,"{""C"": 0.2788561111583113, ""l1_ratio"": 0.30115181393074586}",PRUNED
45,0.23766687466165592,2026-09-19 02:51:16.704252,2026-09-19 02:51:17.802777,0 days 00:00:01.098525,0.009157906526868459,0.07402789647295784,"{""C"": 0.009157906526868459, ""l1_ratio"": 0.07402789647295784}",COMPLETE
46,0.23727703289764443,2026-09-19 02:51:17.802777,2026-09-19 02:51:18.890613,0 days 00:00:01.087836,0.010003082343592349,0.08791899860093669,"{""C"": 0.010003082343592349, ""l1_ratio"": 0.08791899860093669}",COMPLETE
47,0.23434880863008728,2026-09-19 02:51:18.890613,2026-09-19 02:51:20.666786,0 days 00:00:01.776173,0.011654666158453128,0.0003404841775276682,"{""C"": 0.011654666158453128, ""l1_ratio"": 0.0003404841775276682}",COMPLETE
48,0.09770114942528736,2026-09-19 02:51:20.666786,2026-09-19 02:51:20.687806,0 days 00:00:00.021020,0.00020969365597522157,0.06364206229407018,"{""C"": 0.00020969365597522157, ""l1_ratio"": 0.06364206229407018}",PRUNED
49,0.2268055260305945,2026-09-19 02:51:20.688815,2026-09-19 02:51:20.785614,0 days 00:00:00.096799,0.006786566240767379,0.37710090402716134,"{""C"": 0.006786566240767379, ""l1_ratio"": 0.37710090402716134}",PRUNED
50,0.22467727512917557,2026-09-19 02:51:20.785614,2026-09-19 02:51:20.879003,0 days 00:00:00.093389,0.002996313773443138,0.1655230651211665,"{""C"": 0.002996313773443138, ""l1_ratio"": 0.1655230651211665}",PRUNED
51,0.2364723029872478,2026-09-19 02:51:20.879003,2026-09-19 02:51:21.973688,0 days 00:00:01.094685,0.014755785783818934,0.15646139203979864,"{""C"": 0.014755785783818934, ""l1_ratio"": 0.15646139203979864}",COMPLETE
52,0.2351936445404705,2026-09-19 02:51:21.973688,2026-09-19 02:51:22.113811,0 days 00:00:00.140123,0.00825024072636276,0.09381697407745934,"{""C"": 0.00825024072636276, ""l1_ratio"": 0.09381697407745934}",PRUNED
53,0.24337163991378105,2026-09-19 02:51:22.113811,2026-09-19 02:51:22.553105,0 days 00:00:00.439294,0.025551068463074995,0.005048366738253901,"{""C"": 0.025551068463074995, ""l1_ratio"": 0.005048366738253901}",PRUNED
54,0.24185585297847398,2026-09-19 02:51:22.553105,2026-09-19 02:51:23.071666,0 days 00:00:00.518561,0.04305421902245812,0.08439266338993465,"{""C"": 0.04305421902245812, ""l1_ratio"": 0.08439266338993465}",PRUNED
55,0.24213950084778962,2026-09-19 02:51:23.071666,2026-09-19 02:51:23.859068,0 days 00:00:00.787402,0.08799528561175599,0.14805699405201894,"{""C"": 0.08799528561175599, ""l1_ratio"": 0.14805699405201894}",PRUNED
56,0.2215617149812795,2026-09-19 02:51:23.859068,2026-09-19 02:51:23.956546,0 days 00:00:00.097478,0.003219988356400285,0.2226919667621298,"{""C"": 0.003219988356400285, ""l1_ratio"": 0.2226919667621298}",PRUNED
57,0.24211461182517624,2026-09-19 02:51:23.956546,2026-09-19 02:51:24.292005,0 days 00:00:00.335459,0.04835127885199227,0.23775148655194261,"{""C"": 0.04835127885199227, ""l1_ratio"": 0.23775148655194261}",PRUNED
58,0.23695043212692116,2026-09-19 02:51:24.292005,2026-09-19 02:51:24.421208,0 days 00:00:00.129203,0.005372512910435537,0.08007982837313048,"{""C"": 0.005372512910435537, ""l1_ratio"": 0.08007982837313048}",PRUNED
59,0.1797877240116883,2026-09-19 02:51:24.421208,2026-09-19 02:51:24.505696,0 days 00:00:00.084488,0.0009511159739079559,0.1073664342886611,"{""C"": 0.0009511159739079559, ""l1_ratio"": 0.1073664342886611}",PRUNED
60,0.23630633405882126,2026-09-19 02:51:24.505696,2026-09-19 02:51:26.005624,0 days 00:00:01.499928,0.014579010740313227,0.0532730732719881,"{""C"": 0.014579010740313227, ""l1_ratio"": 0.0532730732719881}",COMPLETE
61,0.23788465926885025,2026-09-19 02:51:26.005624,2026-09-19 02:51:26.156365,0 days 00:00:00.150741,0.016993482728986924,0.22130473736173162,"{""C"": 0.016993482728986924, ""l1_ratio"": 0.22130473736173162}",PRUNED
62,0.24156254379328243,2026-09-19 02:51:26.156365,2026-09-19 02:51:27.577707,0 days 00:00:01.421342,0.2869264634170297,0.17894237139108743,"{""C"": 0.2869264634170297, ""l1_ratio"": 0.17894237139108743}",PRUNED
63,0.23225103870766403,2026-09-19 02:51:27.577707,2026-09-19 02:51:27.668225,0 days 00:00:00.090518,0.001614253627014219,0.05866561123636785,"{""C"": 0.001614253627014219, ""l1_ratio"": 0.05866561123636785}",PRUNED
64,0.2421103255638854,2026-09-19 02:51:27.668225,2026-09-19 02:51:28.601095,0 days 00:00:00.932870,0.13646703572324576,0.034414913132645136,"{""C"": 0.13646703572324576, ""l1_ratio"": 0.034414913132645136}",PRUNED
65,0.23687966311782516,2026-09-19 02:51:28.601095,2026-09-19 02:51:29.852202,0 days 00:00:01.251107,0.017860942799801834,0.10492303352266626,"{""C"": 0.017860942799801834, ""l1_ratio"": 0.10492303352266626}",COMPLETE
66,0.23712030792184358,2026-09-19 02:51:29.852202,2026-09-19 02:51:31.097983,0 days 00:00:01.245781,0.016454405502722282,0.10229445857538305,"{""C"": 0.016454405502722282, ""l1_ratio"": 0.10229445857538305}",COMPLETE
67,0.2330292463308651,2026-09-19 02:51:31.097983,2026-09-19 02:51:33.259351,0 days 00:00:02.161368,0.03588954576692428,0.11440476084294837,"{""C"": 0.03588954576692428, ""l1_ratio"": 0.11440476084294837}",COMPLETE
68,0.23876839263915173,2026-09-19 02:51:33.259351,2026-09-19 02:51:34.444009,0 days 00:00:01.184658,0.009338608933352956,0.04916000250853408,"{""C"": 0.009338608933352956, ""l1_ratio"": 0.04916000250853408}",COMPLETE
69,0.24142479341602605,2026-09-19 02:51:34.444009,2026-09-19 02:51:34.803505,0 days 00:00:00.359496,0.06402874185415976,0.30246166744732206,"{""C"": 0.06402874185415976, ""l1_ratio"": 0.30246166744732206}",PRUNED
70,0.23862058183321372,2026-09-19 02:51:34.803505,2026-09-19 02:51:35.994257,0 days 00:00:01.190752,0.008030394499132969,0.040181208521185896,"{""C"": 0.008030394499132969, ""l1_ratio"": 0.040181208521185896}",COMPLETE
71,0.2322582328099962,2026-09-19 02:51:35.994257,2026-09-19 02:51:36.110827,0 days 00:00:00.116570,0.004622920100526402,0.12442987750689521,"{""C"": 0.004622920100526402, ""l1_ratio"": 0.12442987750689521}",PRUNED
72,0.23671749130825065,2026-09-19 02:51:36.110827,2026-09-19 02:51:37.334138,0 days 00:00:01.223311,0.028745320558588704,0.26124066850511124,"{""C"": 0.028745320558588704, ""l1_ratio"": 0.26124066850511124}",COMPLETE
73,0.24046697847864806,2026-09-19 02:51:37.334138,2026-09-19 02:51:38.063729,0 days 00:00:00.729591,0.09026222629551041,0.2216704345255217,"{""C"": 0.09026222629551041, ""l1_ratio"": 0.2216704345255217}",PRUNED
74,0.22683587548755724,2026-09-19 02:51:38.063729,2026-09-19 02:51:50.662166,0 days 00:00:12.598437,0.9381586665707263,0.8287617201369085,"{""C"": 0.9381586665707263, ""l1_ratio"": 0.8287617201369085}",COMPLETE
75,0.2386510437386169,2026-09-19 02:51:50.662166,2026-09-19 02:51:51.913200,0 days 00:00:01.251034,0.007615314895220761,0.030938165291308717,"{""C"": 0.007615314895220761, ""l1_ratio"": 0.030938165291308717}",COMPLETE
76,0.23819750792512742,2026-09-19 02:51:51.913200,2026-09-19 02:51:52.979063,0 days 00:00:01.065863,0.007868212095669909,0.059928273363570136,"{""C"": 0.007868212095669909, ""l1_ratio"": 0.059928273363570136}",COMPLETE
77,0.24088710548611614,2026-09-19 02:51:52.979063,2026-09-19 02:51:53.521325,0 days 00:00:00.542262,0.041266004727185585,0.03469267966370016,"{""C"": 0.041266004727185585, ""l1_ratio"": 0.03469267966370016}",PRUNED
78,0.23850718395666526,2026-09-19 02:51:53.521325,2026-09-19 02:51:54.639866,0 days 00:00:01.118541,0.00825407555891849,0.05332938885999272,"{""C"": 0.00825407555891849, ""l1_ratio"": 0.05332938885999272}",COMPLETE
79,0.23805969424879408,2026-09-19 02:51:54.639866,2026-09-19 02:51:56.001774,0 days 00:00:01.361908,0.00635032701396359,0.010685935941623377,"{""C"": 0.00635032701396359, ""l1_ratio"": 0.010685935941623377}",COMPLETE
80,0.2393553857997917,2026-09-19 02:51:56.001774,2026-09-19 02:51:57.306265,0 days 00:00:01.304491,0.005075359418213231,0.01043954168087604,"{""C"": 0.005075359418213231, ""l1_ratio"": 0.01043954168087604}",COMPLETE
81,0.23851317969872063,2026-09-19 02:51:57.306265,2026-09-19 02:51:58.652338,0 days 00:00:01.346073,0.007881091753531019,0.026152170835427823,"{""C"": 0.007881091753531019, ""l1_ratio"": 0.026152170835427823}",COMPLETE
82,0.23795057594785146,2026-09-19 02:51:58.652338,2026-09-19 02:52:00.067551,0 days 00:00:01.415213,0.005743542581639738,0.005811496958525491,"{""C"": 0.005743542581639738, ""l1_ratio"": 0.005811496958525491}",COMPLETE
83,0.23489220015515244,2026-09-19 02:52:00.067551,2026-09-19 02:52:00.172812,0 days 00:00:00.105261,0.003070564724346183,0.08114980426598073,"{""C"": 0.003070564724346183, ""l1_ratio"": 0.08114980426598073}",PRUNED
84,0.23509519447177113,2026-09-19 02:52:00.172812,2026-09-19 02:52:00.302732,0 days 00:00:00.129920,0.008765095177294,0.1436805799735828,"{""C"": 0.008765095177294, ""l1_ratio"": 0.1436805799735828}",PRUNED
85,0.24409061617099953,2026-09-19 02:52:00.302732,2026-09-19 02:52:00.752357,0 days 00:00:00.449625,0.029111414174581584,0.04342681182137707,"{""C"": 0.029111414174581584, ""l1_ratio"": 0.04342681182137707}",PRUNED
86,0.2405476814639366,2026-09-19 02:52:00.752357,2026-09-19 02:52:00.869263,0 days 00:00:00.116906,0.00251051338052625,0.026184124146111196,"{""C"": 0.00251051338052625, ""l1_ratio"": 0.026184124146111196}",PRUNED
87,0.23744156294013888,2026-09-19 02:52:00.869263,2026-09-19 02:52:00.989856,0 days 00:00:00.120593,0.003798123378576742,0.05411506868073238,"{""C"": 0.003798123378576742, ""l1_ratio"": 0.05411506868073238}",PRUNED
88,0.23784559778186853,2026-09-19 02:52:00.989856,2026-09-19 02:52:02.329008,0 days 00:00:01.339152,0.009801070570064631,0.035935338755837445,"{""C"": 0.009801070570064631, ""l1_ratio"": 0.035935338755837445}",COMPLETE
89,0.22146996612883396,2026-09-19 02:52:02.329008,2026-09-19 02:52:02.419764,0 days 00:00:00.090756,0.0020701491842420768,0.14040969863312353,"{""C"": 0.0020701491842420768, ""l1_ratio"": 0.14040969863312353}",PRUNED
90,0.22876858691570925,2026-09-19 02:52:02.419764,2026-09-19 02:52:02.531537,0 days 00:00:00.111773,0.006398719980208262,0.17095767053857594,"{""C"": 0.006398719980208262, ""l1_ratio"": 0.17095767053857594}",PRUNED
91,0.23814019478517717,2026-09-19 02:52:02.531537,2026-09-19 02:52:03.836870,0 days 00:00:01.305333,0.006942288862350806,0.02438637928578411,"{""C"": 0.006942288862350806, ""l1_ratio"": 0.02438637928578411}",COMPLETE
92,0.2423888646514791,2026-09-19 02:52:03.836870,2026-09-19 02:52:04.574367,0 days 00:00:00.737497,0.08145903107979884,0.05836569803445401,"{""C"": 0.08145903107979884, ""l1_ratio"": 0.05836569803445401}",PRUNED
93,0.236145845986341,2026-09-19 02:52:04.574367,2026-09-19 02:52:04.727658,0 days 00:00:00.153291,0.00676702078912222,0.11728203162361345,"{""C"": 0.00676702078912222, ""l1_ratio"": 0.11728203162361345}",PRUNED
94,0.22900131830595954,2026-09-19 02:52:04.727658,2026-09-19 02:52:04.859159,0 days 00:00:00.131501,0.009366829031671624,0.2430776702932122,"{""C"": 0.009366829031671624, ""l1_ratio"": 0.2430776702932122}",PRUNED
95,0.2372268258165798,2026-09-19 02:52:04.859159,2026-09-19 02:52:06.252672,0 days 00:00:01.393513,0.007415630906933849,0.020281239953395425,"{""C"": 0.007415630906933849, ""l1_ratio"": 0.020281239953395425}",COMPLETE
96,0.2419023106458215,2026-09-19 02:52:06.252672,2026-09-19 02:52:06.659624,0 days 00:00:00.406952,0.02778424796099655,0.07699778376138701,"{""C"": 0.02778424796099655, ""l1_ratio"": 0.07699778376138701}",PRUNED
97,0.23485378349719327,2026-09-19 02:52:06.660604,2026-09-19 02:52:08.664309,0 days 00:00:02.003705,0.0170064935536577,0.012673176792321654,"{""C"": 0.0170064935536577, ""l1_ratio"": 0.012673176792321654}",COMPLETE
98,0.23860992845715176,2026-09-19 02:52:08.664309,2026-09-19 02:52:09.793576,0 days 00:00:01.129267,0.0035687969317840123,0.010150831228397432,"{""C"": 0.0035687969317840123, ""l1_ratio"": 0.010150831228397432}",COMPLETE
99,0.24144805471866723,2026-09-19 02:52:09.793576,2026-09-19 02:52:09.971661,0 days 00:00:00.178085,0.0032430762375603066,0.013473361811822137,"{""C"": 0.0032430762375603066, ""l1_ratio"": 0.013473361811822137}",PRUNED
