number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_tpe:relative_params:0,state
0,0.21058422844000999,2026-09-19 02:38:28.246077,2026-09-19 02:38:28.674191,0 days 00:00:00.428114,0.0074593432857265485,0.9507143064099162,,COMPLETE
1,0.27289190122856316,2026-09-19 02:38:28.674191,2026-09-19 02:38:39.900816,0 days 00:00:11.226625,0.4570563099801455,0.5986584841970366,,COMPLETE
2,0.09770114942528736,2026-09-19 02:38:39.900816,2026-09-19 02:38:40.020227,0 days 00:00:00.119411,0.0006026889128682511,0.15599452033620265,,COMPLETE
3,0.09770114942528736,2026-09-19 02:38:40.020227,2026-09-19 02:38:40.068260,0 days 00:00:00.048033,0.00019517224641449495,0.8661761457749352,,COMPLETE
4,0.27736403385851427,2026-09-19 02:38:40.068260,2026-09-19 02:38:43.259122,0 days 00:00:03.190862,0.10129197956845731,0.7080725777960455,,COMPLETE
5,0.09770114942528736,2026-09-19 02:38:43.259122,2026-09-19 02:38:43.269140,0 days 00:00:00.010018,0.00012674255898937226,0.9699098521619943,,PRUNED
6,0.2726345097751854,2026-09-19 02:38:43.270122,2026-09-19 02:39:03.032439,0 days 00:00:19.762317,1.452824663751602,0.21233911067827616,,COMPLETE
7,0.09770114942528736,2026-09-19 02:39:03.032439,2026-09-19 02:39:03.054018,0 days 00:00:00.021579,0.0008111941985431928,0.18340450985343382,,PRUNED
8,0.09770114942528736,2026-09-19 02:39:03.054018,2026-09-19 02:39:03.091705,0 days 00:00:00.037687,0.0033205591037519565,0.5247564316322378,,PRUNED
9,0.27313228596120703,2026-09-19 02:39:03.092682,2026-09-19 02:39:03.895569,0 days 00:00:00.802887,0.01444525102276306,0.2912291401980419,,COMPLETE
10,0.27762141034685445,2026-09-19 02:39:03.895569,2026-09-19 02:39:08.292524,0 days 00:00:04.396955,0.23390992736049282,0.9873443605421767,"{""C"": 0.23390992736049282, ""l1_ratio"": 0.9873443605421767}",COMPLETE
11,0.33113886757403876,2026-09-19 02:39:08.292524,2026-09-19 02:39:10.791879,0 days 00:00:02.499355,0.9520788083667716,0.9595561905659671,"{""C"": 0.9520788083667716, ""l1_ratio"": 0.9595561905659671}",PRUNED
12,0.27642965552386933,2026-09-19 02:39:10.791879,2026-09-19 02:39:13.457396,0 days 00:00:02.665517,0.09270778088460176,0.7934565592851198,"{""C"": 0.09270778088460176, ""l1_ratio"": 0.7934565592851198}",COMPLETE
13,0.3162955609441253,2026-09-19 02:39:13.457396,2026-09-19 02:39:18.437318,0 days 00:00:04.979922,5.655072329586335,0.7331983444045204,"{""C"": 5.655072329586335, ""l1_ratio"": 0.7331983444045204}",PRUNED
14,0.3160169039415834,2026-09-19 02:39:18.437318,2026-09-19 02:39:18.569181,0 days 00:00:00.131863,0.012994411782671283,0.6529160143577529,"{""C"": 0.012994411782671283, ""l1_ratio"": 0.6529160143577529}",PRUNED
15,0.27750450048894687,2026-09-19 02:39:18.569181,2026-09-19 02:39:19.846943,0 days 00:00:01.277762,0.03351255708410337,0.4438485326113909,"{""C"": 0.03351255708410337, ""l1_ratio"": 0.4438485326113909}",COMPLETE
16,0.31592151634369037,2026-09-19 02:39:19.846943,2026-09-19 02:39:25.473935,0 days 00:00:05.626992,7.340119886018984,0.9800834818723613,"{""C"": 7.340119886018984, ""l1_ratio"": 0.9800834818723613}",PRUNED
17,0.3164449404319309,2026-09-19 02:39:25.473935,2026-09-19 02:39:32.802281,0 days 00:00:07.328346,9.964711978123763,0.4072250699804971,"{""C"": 9.964711978123763, ""l1_ratio"": 0.4072250699804971}",PRUNED
18,0.27670762898539725,2026-09-19 02:39:32.802281,2026-09-19 02:39:34.234231,0 days 00:00:01.431950,0.0667527730277041,0.9321405470243325,"{""C"": 0.0667527730277041, ""l1_ratio"": 0.9321405470243325}",COMPLETE
19,0.2843819517320842,2026-09-19 02:39:34.234231,2026-09-19 02:39:35.484690,0 days 00:00:01.250459,0.010209282912782676,0.05561481834941656,"{""C"": 0.010209282912782676, ""l1_ratio"": 0.05561481834941656}",COMPLETE
20,0.09770114942528736,2026-09-19 02:39:35.484690,2026-09-19 02:39:35.494682,0 days 00:00:00.009992,0.00018629997671286235,0.40561002326914225,"{""C"": 0.00018629997671286235, ""l1_ratio"": 0.40561002326914225}",PRUNED
21,0.2791999842175995,2026-09-19 02:39:35.494682,2026-09-19 02:39:37.581160,0 days 00:00:02.086478,0.0182469880734201,0.007065095922411932,"{""C"": 0.0182469880734201, ""l1_ratio"": 0.007065095922411932}",COMPLETE
22,0.27853595458064434,2026-09-19 02:39:37.581160,2026-09-19 02:39:40.008916,0 days 00:00:02.427756,0.03364509251304364,0.0444645586484226,"{""C"": 0.03364509251304364, ""l1_ratio"": 0.0444645586484226}",COMPLETE
23,0.28776134386362,2026-09-19 02:39:40.008916,2026-09-19 02:39:41.117435,0 days 00:00:01.108519,0.005597776428412185,0.040692488842682846,"{""C"": 0.005597776428412185, ""l1_ratio"": 0.040692488842682846}",COMPLETE
24,0.2894761629237242,2026-09-19 02:39:41.117435,2026-09-19 02:39:41.215627,0 days 00:00:00.098192,0.0002632602028491961,0.004607990065157953,"{""C"": 0.0002632602028491961, ""l1_ratio"": 0.004607990065157953}",PRUNED
25,0.340522782331243,2026-09-19 02:39:41.215627,2026-09-19 02:39:42.471843,0 days 00:00:01.256216,0.17197670841280172,0.08238365410755717,"{""C"": 0.17197670841280172, ""l1_ratio"": 0.08238365410755717}",PRUNED
26,0.2892918544492803,2026-09-19 02:39:42.471843,2026-09-19 02:39:43.643295,0 days 00:00:01.171452,0.004471492179051328,0.02577117675406025,"{""C"": 0.004471492179051328, ""l1_ratio"": 0.02577117675406025}",COMPLETE
27,0.3247281172688153,2026-09-19 02:39:43.643295,2026-09-19 02:39:43.786187,0 days 00:00:00.142892,0.0038440964833220317,0.0934896070593133,"{""C"": 0.0038440964833220317, ""l1_ratio"": 0.0934896070593133}",PRUNED
28,0.09770114942528736,2026-09-19 02:39:43.786187,2026-09-19 02:39:43.810722,0 days 00:00:00.024535,0.0014711349949357044,0.3352258187210737,"{""C"": 0.0014711349949357044, ""l1_ratio"": 0.3352258187210737}",PRUNED
29,0.2781814174146147,2026-09-19 02:39:43.810722,2026-09-19 02:39:46.260303,0 days 00:00:02.449581,0.0433630632753718,0.15651787972903786,"{""C"": 0.0433630632753718, ""l1_ratio"": 0.15651787972903786}",COMPLETE
30,0.32584481141200106,2026-09-19 02:39:46.260303,2026-09-19 02:39:46.418154,0 days 00:00:00.157851,0.007470272474166979,0.1811538707378122,"{""C"": 0.007470272474166979, ""l1_ratio"": 0.1811538707378122}",PRUNED
31,0.2826290351315969,2026-09-19 02:39:46.418154,2026-09-19 02:39:47.897762,0 days 00:00:01.479608,0.01322937630050185,0.04527775975431964,"{""C"": 0.01322937630050185, ""l1_ratio"": 0.04527775975431964}",COMPLETE
32,0.27806906381368696,2026-09-19 02:39:47.897762,2026-09-19 02:39:52.687925,0 days 00:00:04.790163,0.12668887546681182,0.32924751882052317,"{""C"": 0.12668887546681182, ""l1_ratio"": 0.32924751882052317}",COMPLETE
33,0.36392739483333914,2026-09-19 02:39:52.687925,2026-09-19 02:39:52.927525,0 days 00:00:00.239600,0.0034460036218057423,0.014705027109210816,"{""C"": 0.0034460036218057423, ""l1_ratio"": 0.014705027109210816}",PRUNED
34,0.35448531315302323,2026-09-19 02:39:52.927525,2026-09-19 02:39:54.103418,0 days 00:00:01.175893,0.1427206949048559,0.20285644428356647,"{""C"": 0.1427206949048559, ""l1_ratio"": 0.20285644428356647}",PRUNED
35,0.30719725357156896,2026-09-19 02:39:54.103418,2026-09-19 02:39:54.226331,0 days 00:00:00.122913,0.004746338867601587,0.2655199771181377,"{""C"": 0.004746338867601587, ""l1_ratio"": 0.2655199771181377}",PRUNED
36,0.2830286045688414,2026-09-19 02:39:54.226331,2026-09-19 02:39:55.400959,0 days 00:00:01.174628,0.009116907144177415,0.08417360091783252,"{""C"": 0.009116907144177415, ""l1_ratio"": 0.08417360091783252}",COMPLETE
37,0.30536692371947766,2026-09-19 02:39:55.400959,2026-09-19 02:39:55.514116,0 days 00:00:00.113157,0.001435952396429885,0.061764416036857145,"{""C"": 0.001435952396429885, ""l1_ratio"": 0.061764416036857145}",PRUNED
38,0.28240373853001477,2026-09-19 02:39:55.514116,2026-09-19 02:39:56.578657,0 days 00:00:01.064541,0.011042008364536946,0.13509375477482177,"{""C"": 0.011042008364536946, ""l1_ratio"": 0.13509375477482177}",COMPLETE
39,0.09770114942528736,2026-09-19 02:39:56.578657,2026-09-19 02:39:56.596163,0 days 00:00:00.017506,0.0006281428756043989,0.8508642947241754,"{""C"": 0.0006281428756043989, ""l1_ratio"": 0.8508642947241754}",PRUNED
40,0.3302143564798868,2026-09-19 02:39:56.596163,2026-09-19 02:39:58.041261,0 days 00:00:01.445098,0.2590967447876557,0.003177105206220887,"{""C"": 0.2590967447876557, ""l1_ratio"": 0.003177105206220887}",PRUNED
41,0.2791656152297212,2026-09-19 02:39:58.041261,2026-09-19 02:39:59.931734,0 days 00:00:01.890473,0.03834717324691413,0.26202544594192384,"{""C"": 0.03834717324691413, ""l1_ratio"": 0.26202544594192384}",COMPLETE
42,0.29627804613893105,2026-09-19 02:39:59.931734,2026-09-19 02:40:00.043501,0 days 00:00:00.111767,0.0018496319843082673,0.12392792277473008,"{""C"": 0.0018496319843082673, ""l1_ratio"": 0.12392792277473008}",PRUNED
43,0.284463124618166,2026-09-19 02:40:00.043501,2026-09-19 02:40:01.345638,0 days 00:00:01.302137,0.010975894413023195,0.0652925488363326,"{""C"": 0.010975894413023195, ""l1_ratio"": 0.0652925488363326}",COMPLETE
44,0.30513298452937987,2026-09-19 02:40:01.345638,2026-09-19 02:40:01.463150,0 days 00:00:00.117512,0.006514738733823862,0.36410821418501127,"{""C"": 0.006514738733823862, ""l1_ratio"": 0.36410821418501127}",PRUNED
45,0.2831635993223734,2026-09-19 02:40:01.463150,2026-09-19 02:40:02.523653,0 days 00:00:01.060503,0.0074973759269056335,0.0800749886109422,"{""C"": 0.0074973759269056335, ""l1_ratio"": 0.0800749886109422}",COMPLETE
46,0.2821781252288533,2026-09-19 02:40:02.523653,2026-09-19 02:40:02.632316,0 days 00:00:00.108663,0.002111611725093886,0.24075213344188473,"{""C"": 0.002111611725093886, ""l1_ratio"": 0.24075213344188473}",PRUNED
47,0.2808665438798512,2026-09-19 02:40:02.632316,2026-09-19 02:40:04.159427,0 days 00:00:01.527111,0.01934354313253446,0.10283922686864597,"{""C"": 0.01934354313253446, ""l1_ratio"": 0.10283922686864597}",COMPLETE
48,0.09770114942528736,2026-09-19 02:40:04.159427,2026-09-19 02:40:04.179448,0 days 00:00:00.020021,0.00034610371195070483,0.11179819991912067,"{""C"": 0.00034610371195070483, ""l1_ratio"": 0.11179819991912067}",PRUNED
49,0.30825871942297917,2026-09-19 02:40:04.179448,2026-09-19 02:40:04.312893,0 days 00:00:00.133445,0.004428571613735633,0.15578402208345715,"{""C"": 0.004428571613735633, ""l1_ratio"": 0.15578402208345715}",PRUNED
50,0.3643158330074356,2026-09-19 02:40:04.312893,2026-09-19 02:40:04.544082,0 days 00:00:00.231189,0.020594083944489933,0.22433748542563037,"{""C"": 0.020594083944489933, ""l1_ratio"": 0.22433748542563037}",PRUNED
51,0.32665850079838343,2026-09-19 02:40:04.544082,2026-09-19 02:40:04.667626,0 days 00:00:00.123544,0.0009160525794946568,0.012614808778769701,"{""C"": 0.0009160525794946568, ""l1_ratio"": 0.012614808778769701}",PRUNED
52,0.28461375118153726,2026-09-19 02:40:04.667626,2026-09-19 02:40:05.787143,0 days 00:00:01.119517,0.007037607240406699,0.06766648297955552,"{""C"": 0.007037607240406699, ""l1_ratio"": 0.06766648297955552}",COMPLETE
