number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
11,0.20514708405204846,2026-09-19 23:33:14.927142,2026-09-19 23:33:20.426709,0 days 00:00:05.499567,0.7768638416266824,0.02531321872529045,9,774,4.356683666936025,4.336936064015298,0.8454950250029746,,"{""colsample_bytree"": 0.7768638416266824, ""learning_rate"": 0.02531321872529045, ""max_depth"": 9, ""n_estimators"": 774, ""reg_alpha"": 4.356683666936025, ""reg_lambda"": 4.336936064015298, ""subsample"": 0.8454950250029746}",PRUNED
12,0.208313251031913,2026-09-19 23:33:20.426709,2026-09-19 23:33:21.659974,0 days 00:00:01.233265,0.9101047161269246,0.2576658508729334,12,331,3.9958404431233356,4.219277839304052,0.8646645032636593,,"{""colsample_bytree"": 0.9101047161269246, ""learning_rate"": 0.2576658508729334, ""max_depth"": 12, ""n_estimators"": 331, ""reg_alpha"": 3.9958404431233356, ""reg_lambda"": 4.219277839304052, ""subsample"": 0.8646645032636593}",PRUNED
13,0.19349530758936953,2026-09-19 23:33:21.659974,2026-09-19 23:33:24.446560,0 days 00:00:02.786586,0.966126709021493,0.04546056761273871,7,393,3.1590882529580857,4.754520727155634,0.9312883153517629,,"{""colsample_bytree"": 0.966126709021493, ""learning_rate"": 0.04546056761273871, ""max_depth"": 7, ""n_estimators"": 393, ""reg_alpha"": 3.1590882529580857, ""reg_lambda"": 4.754520727155634, ""subsample"": 0.9312883153517629}",PRUNED
14,0.2053913041923318,2026-09-19 23:33:24.446560,2026-09-19 23:33:28.899324,0 days 00:00:04.452764,0.8157474093784498,0.05013533538418617,8,862,3.04177519620387,4.770868217472319,0.6717574786560487,,"{""colsample_bytree"": 0.8157474093784498, ""learning_rate"": 0.05013533538418617, ""max_depth"": 8, ""n_estimators"": 862, ""reg_alpha"": 3.04177519620387, ""reg_lambda"": 4.770868217472319, ""subsample"": 0.6717574786560487}",PRUNED
15,0.2078710459831752,2026-09-19 23:33:28.899324,2026-09-19 23:33:32.910931,0 days 00:00:04.011607,0.5571503400280537,0.023875109819530196,9,571,3.7614512666163304,4.786508105092851,0.7207822660612532,,"{""colsample_bytree"": 0.5571503400280537, ""learning_rate"": 0.023875109819530196, ""max_depth"": 9, ""n_estimators"": 571, ""reg_alpha"": 3.7614512666163304, ""reg_lambda"": 4.786508105092851, ""subsample"": 0.7207822660612532}",PRUNED
16,0.2050537079848041,2026-09-19 23:33:32.910931,2026-09-19 23:33:34.514783,0 days 00:00:01.603852,0.9886231752662852,0.26036583136867175,11,618,3.056277960069153,4.051977125215446,0.7374948659675883,,"{""colsample_bytree"": 0.9886231752662852, ""learning_rate"": 0.26036583136867175, ""max_depth"": 11, ""n_estimators"": 618, ""reg_alpha"": 3.056277960069153, ""reg_lambda"": 4.051977125215446, ""subsample"": 0.7374948659675883}",PRUNED
17,0.2033223522865783,2026-09-19 23:33:34.514783,2026-09-19 23:33:42.021870,0 days 00:00:07.507087,0.6933663873469795,0.011805330819640919,9,868,3.3085373913461065,4.589438964224678,0.6946256471482138,,"{""colsample_bytree"": 0.6933663873469795, ""learning_rate"": 0.011805330819640919, ""max_depth"": 9, ""n_estimators"": 868, ""reg_alpha"": 3.3085373913461065, ""reg_lambda"": 4.589438964224678, ""subsample"": 0.6946256471482138}",PRUNED
18,0.207499000830446,2026-09-19 23:33:42.021870,2026-09-19 23:33:44.981272,0 days 00:00:02.959402,0.6716093868786234,0.04978446478009567,10,362,2.614161378735619,4.647461521670415,0.7188261182261313,,"{""colsample_bytree"": 0.6716093868786234, ""learning_rate"": 0.04978446478009567, ""max_depth"": 10, ""n_estimators"": 362, ""reg_alpha"": 2.614161378735619, ""reg_lambda"": 4.647461521670415, ""subsample"": 0.7188261182261313}",PRUNED
19,0.20229786860640445,2026-09-19 23:33:44.981272,2026-09-19 23:33:46.990955,0 days 00:00:02.009683,0.7324247382638029,0.11818650546321284,11,495,4.609804128234904,4.983259205462226,0.7833423945055413,,"{""colsample_bytree"": 0.7324247382638029, ""learning_rate"": 0.11818650546321284, ""max_depth"": 11, ""n_estimators"": 495, ""reg_alpha"": 4.609804128234904, ""reg_lambda"": 4.983259205462226, ""subsample"": 0.7833423945055413}",PRUNED
20,0.20839599763102948,2026-09-19 23:33:46.990955,2026-09-19 23:33:47.787313,0 days 00:00:00.796358,0.6420757589916242,0.252830412150764,8,237,3.5792798024134846,4.036817769395784,0.9326824768102313,,"{""colsample_bytree"": 0.6420757589916242, ""learning_rate"": 0.252830412150764, ""max_depth"": 8, ""n_estimators"": 237, ""reg_alpha"": 3.5792798024134846, ""reg_lambda"": 4.036817769395784, ""subsample"": 0.9326824768102313}",PRUNED
21,0.19395783574902842,2026-09-19 23:33:47.787313,2026-09-19 23:33:49.889994,0 days 00:00:02.102681,0.9800408938579681,0.1725395353078892,10,1104,4.0220042302510945,1.8943484175856828,0.6049657780594794,,"{""colsample_bytree"": 0.9800408938579681, ""learning_rate"": 0.1725395353078892, ""max_depth"": 10, ""n_estimators"": 1104, ""reg_alpha"": 4.0220042302510945, ""reg_lambda"": 1.8943484175856828, ""subsample"": 0.6049657780594794}",PRUNED
22,0.20829653850649674,2026-09-19 23:33:49.889994,2026-09-19 23:33:53.445417,0 days 00:00:03.555423,0.9125525078529028,0.05890727739679651,9,711,3.537445199698178,1.7497635907261515,0.6161695383485315,,"{""colsample_bytree"": 0.9125525078529028, ""learning_rate"": 0.05890727739679651, ""max_depth"": 9, ""n_estimators"": 711, ""reg_alpha"": 3.537445199698178, ""reg_lambda"": 1.7497635907261515, ""subsample"": 0.6161695383485315}",PRUNED
23,0.20471485378500343,2026-09-19 23:33:53.445417,2026-09-19 23:34:00.009164,0 days 00:00:06.563747,0.8476194272105467,0.019982462075951942,9,941,4.6371314831089,4.828464036130345,0.6068165634539453,,"{""colsample_bytree"": 0.8476194272105467, ""learning_rate"": 0.019982462075951942, ""max_depth"": 9, ""n_estimators"": 941, ""reg_alpha"": 4.6371314831089, ""reg_lambda"": 4.828464036130345, ""subsample"": 0.6068165634539453}",PRUNED
24,0.2081466169571568,2026-09-19 23:34:00.009164,2026-09-19 23:34:01.808749,0 days 00:00:01.799585,0.964360228903443,0.22239628769639389,8,1171,4.326828379327806,2.92495677298625,0.7027063108129002,,"{""colsample_bytree"": 0.964360228903443, ""learning_rate"": 0.22239628769639389, ""max_depth"": 8, ""n_estimators"": 1171, ""reg_alpha"": 4.326828379327806, ""reg_lambda"": 2.92495677298625, ""subsample"": 0.7027063108129002}",PRUNED
25,0.20007022975730593,2026-09-19 23:34:01.808749,2026-09-19 23:34:03.637732,0 days 00:00:01.828983,0.9727887670078301,0.16496834080774853,8,836,4.229032245379514,1.8419165729491014,0.6882157030448713,,"{""colsample_bytree"": 0.9727887670078301, ""learning_rate"": 0.16496834080774853, ""max_depth"": 8, ""n_estimators"": 836, ""reg_alpha"": 4.229032245379514, ""reg_lambda"": 1.8419165729491014, ""subsample"": 0.6882157030448713}",PRUNED
26,0.23856306370807076,2026-09-19 23:34:03.637732,2026-09-19 23:34:11.484386,0 days 00:00:07.846654,0.9644949297776562,0.08423383956457901,9,732,4.672368014933811,0.7097996139940316,0.6186701361875356,,"{""colsample_bytree"": 0.9644949297776562, ""learning_rate"": 0.08423383956457901, ""max_depth"": 9, ""n_estimators"": 732, ""reg_alpha"": 4.672368014933811, ""reg_lambda"": 0.7097996139940316, ""subsample"": 0.6186701361875356}",PRUNED
27,0.20543019131887041,2026-09-19 23:34:11.484386,2026-09-19 23:34:17.018741,0 days 00:00:05.534355,0.920583065965479,0.023092132186281412,8,921,4.505476800614737,2.588512208287993,0.6414202006407596,,"{""colsample_bytree"": 0.920583065965479, ""learning_rate"": 0.023092132186281412, ""max_depth"": 8, ""n_estimators"": 921, ""reg_alpha"": 4.505476800614737, ""reg_lambda"": 2.588512208287993, ""subsample"": 0.6414202006407596}",PRUNED
28,0.20856477292162096,2026-09-19 23:34:17.018741,2026-09-19 23:34:23.977501,0 days 00:00:06.958760,0.9414792546104519,0.01356362254513662,8,951,4.580046035421803,0.8026050497181242,0.6751043177100956,,"{""colsample_bytree"": 0.9414792546104519, ""learning_rate"": 0.01356362254513662, ""max_depth"": 8, ""n_estimators"": 951, ""reg_alpha"": 4.580046035421803, ""reg_lambda"": 0.8026050497181242, ""subsample"": 0.6751043177100956}",PRUNED
29,0.20226684507929177,2026-09-19 23:34:23.977501,2026-09-19 23:34:26.931356,0 days 00:00:02.953855,0.9052060366154269,0.10425552655753427,12,1142,4.336199780239997,0.457328299794304,0.6401753147477856,,"{""colsample_bytree"": 0.9052060366154269, ""learning_rate"": 0.10425552655753427, ""max_depth"": 12, ""n_estimators"": 1142, ""reg_alpha"": 4.336199780239997, ""reg_lambda"": 0.457328299794304, ""subsample"": 0.6401753147477856}",PRUNED
