number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.18454795630880783,2026-09-19 23:44:45.212087,2026-09-19 23:44:47.900076,0 days 00:00:02.687989,0.781526069129198,0.06261929620791179,1,772,2.69921339565992,1.9650692643741328,0.6438566906133439,"{'n_estimators': 772, 'learning_rate': 0.06261929620791179, 'max_depth': 1, 'subsample': 0.6438566906133439, 'colsample_bytree': 0.781526069129198, 'reg_alpha': 2.69921339565992, 'reg_lambda': 1.9650692643741328}",,COMPLETE
1,0.19751843405749694,2026-09-19 23:44:47.901078,2026-09-19 23:44:53.910201,0 days 00:00:06.009123,0.5780093202212182,0.2536999076681772,9,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,,COMPLETE
2,0.20665446526619724,2026-09-19 23:44:53.910201,2026-09-19 23:45:11.014393,0 days 00:00:17.104192,0.9849549260809971,0.07725378389307355,9,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,,COMPLETE
3,0.19977976405163198,2026-09-19 23:45:11.014393,2026-09-19 23:45:14.730701,0 days 00:00:03.716308,0.7159725093210578,0.018659959624904916,4,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,,COMPLETE
4,0.1999226099997488,2026-09-19 23:45:14.730701,2026-09-19 23:45:20.707100,0 days 00:00:05.976399,0.8925879806965068,0.027010527749605478,5,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,,COMPLETE
5,0.21354577890110688,2026-09-19 23:45:20.707100,2026-09-19 23:45:46.696318,0 days 00:00:25.989218,0.5325257964926398,0.011711509955524094,8,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,,COMPLETE
6,0.21067505692205657,2026-09-19 23:45:46.696318,2026-09-19 23:45:47.666750,0 days 00:00:00.970432,0.7200762468698007,0.028180680291847244,2,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,,PRUNED
7,0.20358747896022436,2026-09-19 23:45:47.666750,2026-09-19 23:45:48.129392,0 days 00:00:00.462642,0.6558555380447055,0.22038218939289875,4,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,,PRUNED
8,0.21204412098347292,2026-09-19 23:45:48.129392,2026-09-19 23:45:53.957570,0 days 00:00:05.828178,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,,COMPLETE
9,0.15124595692689624,2026-09-19 23:45:53.957570,2026-09-19 23:45:54.178258,0 days 00:00:00.220688,0.6943386448447411,0.01947558230629543,1,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,,PRUNED
10,0.22134615564520396,2026-09-19 23:45:54.178258,2026-09-19 23:46:28.784063,0 days 00:00:34.605805,0.5528119174156088,0.022904893512582965,11,1125,2.8763402513711576,2.148104177731638,0.6911932691408326,,"{""colsample_bytree"": 0.5528119174156088, ""learning_rate"": 0.022904893512582965, ""max_depth"": 11, ""n_estimators"": 1125, ""reg_alpha"": 2.8763402513711576, ""reg_lambda"": 2.148104177731638, ""subsample"": 0.6911932691408326}",COMPLETE
11,0.21750287353348,2026-09-19 23:46:28.784063,2026-09-19 23:46:58.591656,0 days 00:00:29.807593,0.6280602179320391,0.014788673318483887,9,785,4.322000348012397,3.7397298624413446,0.7392203375502684,,"{""colsample_bytree"": 0.6280602179320391, ""learning_rate"": 0.014788673318483887, ""max_depth"": 9, ""n_estimators"": 785, ""reg_alpha"": 4.322000348012397, ""reg_lambda"": 3.7397298624413446, ""subsample"": 0.7392203375502684}",COMPLETE
12,0.22134080300121645,2026-09-19 23:46:58.591656,2026-09-19 23:47:02.343756,0 days 00:00:03.752100,0.5745920649775362,0.0238324464079789,6,1049,4.00563166204819,2.3230382231561273,0.6925243286346396,,"{""colsample_bytree"": 0.5745920649775362, ""learning_rate"": 0.0238324464079789, ""max_depth"": 6, ""n_estimators"": 1049, ""reg_alpha"": 4.00563166204819, ""reg_lambda"": 2.3230382231561273, ""subsample"": 0.6925243286346396}",PRUNED
13,0.21889355525903617,2026-09-19 23:47:02.343756,2026-09-19 23:47:36.770884,0 days 00:00:34.427128,0.6916988660901571,0.02483796908532759,10,1034,3.88292233640939,3.494479265463606,0.7868022732889202,,"{""colsample_bytree"": 0.6916988660901571, ""learning_rate"": 0.02483796908532759, ""max_depth"": 10, ""n_estimators"": 1034, ""reg_alpha"": 3.88292233640939, ""reg_lambda"": 3.494479265463606, ""subsample"": 0.7868022732889202}",COMPLETE
14,0.21323260897164217,2026-09-19 23:47:36.770884,2026-09-19 23:48:10.337421,0 days 00:00:33.566537,0.6746388142320469,0.029238809544471066,10,1061,2.1758750108539484,3.608133776092312,0.652600032528988,,"{""colsample_bytree"": 0.6746388142320469, ""learning_rate"": 0.029238809544471066, ""max_depth"": 10, ""n_estimators"": 1061, ""reg_alpha"": 2.1758750108539484, ""reg_lambda"": 3.608133776092312, ""subsample"": 0.652600032528988}",COMPLETE
15,0.21801622640992546,2026-09-19 23:48:10.337421,2026-09-19 23:48:44.637101,0 days 00:00:34.299680,0.7329422535849276,0.03282233946895386,11,1066,2.782628802964199,3.3877903563958567,0.7874449896806969,,"{""colsample_bytree"": 0.7329422535849276, ""learning_rate"": 0.03282233946895386, ""max_depth"": 11, ""n_estimators"": 1066, ""reg_alpha"": 2.782628802964199, ""reg_lambda"": 3.3877903563958567, ""subsample"": 0.7874449896806969}",COMPLETE
16,0.217097318299816,2026-09-19 23:48:44.637101,2026-09-19 23:49:24.541943,0 days 00:00:39.904842,0.5691237888527568,0.014711720671324542,12,883,2.288506482056349,1.7019588434707025,0.6574243616389058,,"{""colsample_bytree"": 0.5691237888527568, ""learning_rate"": 0.014711720671324542, ""max_depth"": 12, ""n_estimators"": 883, ""reg_alpha"": 2.288506482056349, ""reg_lambda"": 1.7019588434707025, ""subsample"": 0.6574243616389058}",COMPLETE
17,0.23121534514066866,2026-09-19 23:49:24.541943,2026-09-19 23:49:31.034569,0 days 00:00:06.492626,0.6696434299597429,0.027555659668462483,12,988,4.267777615915497,3.2175354629836574,0.7271727378751973,,"{""colsample_bytree"": 0.6696434299597429, ""learning_rate"": 0.027555659668462483, ""max_depth"": 12, ""n_estimators"": 988, ""reg_alpha"": 4.267777615915497, ""reg_lambda"": 3.2175354629836574, ""subsample"": 0.7271727378751973}",PRUNED
18,0.21472536124487074,2026-09-19 23:49:31.034569,2026-09-19 23:50:15.914543,0 days 00:00:44.879974,0.6888140026313793,0.013305039841762819,10,1116,4.514854979418162,4.068842192574816,0.7789969312279514,,"{""colsample_bytree"": 0.6888140026313793, ""learning_rate"": 0.013305039841762819, ""max_depth"": 10, ""n_estimators"": 1116, ""reg_alpha"": 4.514854979418162, ""reg_lambda"": 4.068842192574816, ""subsample"": 0.7789969312279514}",COMPLETE
19,0.22105747491232916,2026-09-19 23:50:15.914543,2026-09-19 23:50:46.183817,0 days 00:00:30.269274,0.5258123151150997,0.02547060389986222,11,1192,4.337281259578335,1.560699314031386,0.7765983102381909,,"{""colsample_bytree"": 0.5258123151150997, ""learning_rate"": 0.02547060389986222, ""max_depth"": 11, ""n_estimators"": 1192, ""reg_alpha"": 4.337281259578335, ""reg_lambda"": 1.560699314031386, ""subsample"": 0.7765983102381909}",COMPLETE
20,0.22562143880773444,2026-09-19 23:50:46.183817,2026-09-19 23:50:49.614418,0 days 00:00:03.430601,0.5784814191003085,0.056938014519557795,11,1086,4.854649373619544,1.58583501161465,0.787727871375515,,"{""colsample_bytree"": 0.5784814191003085, ""learning_rate"": 0.056938014519557795, ""max_depth"": 11, ""n_estimators"": 1086, ""reg_alpha"": 4.854649373619544, ""reg_lambda"": 1.58583501161465, ""subsample"": 0.787727871375515}",PRUNED
21,0.21962724911771442,2026-09-19 23:50:49.614418,2026-09-19 23:51:22.856257,0 days 00:00:33.241839,0.5217004823736887,0.02010729497748606,11,988,4.335750963145438,2.262445539301336,0.8493438698413357,,"{""colsample_bytree"": 0.5217004823736887, ""learning_rate"": 0.02010729497748606, ""max_depth"": 11, ""n_estimators"": 988, ""reg_alpha"": 4.335750963145438, ""reg_lambda"": 2.262445539301336, ""subsample"": 0.8493438698413357}",COMPLETE
22,0.22210208839609885,2026-09-19 23:51:22.856257,2026-09-19 23:51:52.884844,0 days 00:00:30.028587,0.5169813167245837,0.024096405169517335,12,890,3.9956934336917405,2.473650316595004,0.7560992401683124,,"{""colsample_bytree"": 0.5169813167245837, ""learning_rate"": 0.024096405169517335, ""max_depth"": 12, ""n_estimators"": 890, ""reg_alpha"": 3.9956934336917405, ""reg_lambda"": 2.473650316595004, ""subsample"": 0.7560992401683124}",COMPLETE
23,0.21425594418002905,2026-09-19 23:51:52.884844,2026-09-19 23:52:17.529259,0 days 00:00:24.644415,0.501782880801311,0.043782651582929995,12,1062,2.503643615064766,1.9991163717660176,0.7450606641795823,,"{""colsample_bytree"": 0.501782880801311, ""learning_rate"": 0.043782651582929995, ""max_depth"": 12, ""n_estimators"": 1062, ""reg_alpha"": 2.503643615064766, ""reg_lambda"": 1.9991163717660176, ""subsample"": 0.7450606641795823}",COMPLETE
24,0.21669084557905327,2026-09-19 23:52:17.529259,2026-09-19 23:52:52.691847,0 days 00:00:35.162588,0.503395526751578,0.01441432081457297,9,1178,4.364400255136028,2.151800449155906,0.7746381528239075,,"{""colsample_bytree"": 0.503395526751578, ""learning_rate"": 0.01441432081457297, ""max_depth"": 9, ""n_estimators"": 1178, ""reg_alpha"": 4.364400255136028, ""reg_lambda"": 2.151800449155906, ""subsample"": 0.7746381528239075}",COMPLETE
