number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.25335406680971345,2026-09-19 17:37:25.824257,2026-09-19 17:37:37.087207,0 days 00:00:11.262950,0.5191717517863852,0.6612169977120016,"{'C': 0.5191717517863852, 'l1_ratio': 0.6612169977120016}",,COMPLETE
1,0.22717233523112138,2026-09-19 17:37:37.087207,2026-09-19 17:38:12.168502,0 days 00:00:35.081295,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.25364801290371125,2026-09-19 17:38:12.168502,2026-09-19 17:38:21.762123,0 days 00:00:09.593621,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.20824852323076345,2026-09-19 17:38:21.762123,2026-09-19 17:38:21.998615,0 days 00:00:00.236492,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 17:38:21.998615,2026-09-19 17:38:22.046792,0 days 00:00:00.048177,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.2592072869866393,2026-09-19 17:38:22.046792,2026-09-19 17:38:25.168707,0 days 00:00:03.121915,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 17:38:25.168707,2026-09-19 17:38:25.176620,0 days 00:00:00.007913,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.2518843783905366,2026-09-19 17:38:25.176620,2026-09-19 17:38:46.831063,0 days 00:00:21.654443,1.452824663751602,0.21233911067827616,,,COMPLETE
8,0.15745351599041402,2026-09-19 17:38:46.831063,2026-09-19 17:38:46.876641,0 days 00:00:00.045578,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.17582978589230702,2026-09-19 17:38:46.876641,2026-09-19 17:38:46.924173,0 days 00:00:00.047532,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.2613492582840137,2026-09-19 17:38:46.924173,2026-09-19 17:38:49.320251,0 days 00:00:02.396078,0.05456248170220447,0.2487484494848381,,"{""C"": 0.05456248170220447, ""l1_ratio"": 0.2487484494848381}",COMPLETE
11,0.2587815528625643,2026-09-19 17:38:49.320251,2026-09-19 17:38:51.878887,0 days 00:00:02.558636,0.06629895471050756,0.23853473172383358,,"{""C"": 0.06629895471050756, ""l1_ratio"": 0.23853473172383358}",COMPLETE
12,0.28426266579481785,2026-09-19 17:38:51.878887,2026-09-19 17:38:52.479355,0 days 00:00:00.600468,0.09270778088460176,0.7684012575595542,,"{""C"": 0.09270778088460176, ""l1_ratio"": 0.7684012575595542}",PRUNED
13,0.2745847623444011,2026-09-19 17:38:52.479355,2026-09-19 17:39:00.542764,0 days 00:00:08.063409,4.857185002148677,0.8821182306497989,,"{""C"": 4.857185002148677, ""l1_ratio"": 0.8821182306497989}",PRUNED
14,0.26036930671117064,2026-09-19 17:39:00.542764,2026-09-19 17:39:03.203128,0 days 00:00:02.660364,0.07351678611220053,0.3934156744013913,,"{""C"": 0.07351678611220053, ""l1_ratio"": 0.3934156744013913}",COMPLETE
15,0.27144175368325174,2026-09-19 17:39:03.203128,2026-09-19 17:39:03.519142,0 days 00:00:00.316014,0.03351255708410337,0.4438485326113909,,"{""C"": 0.03351255708410337, ""l1_ratio"": 0.4438485326113909}",PRUNED
16,0.28392452589114975,2026-09-19 17:39:03.519142,2026-09-19 17:39:06.341101,0 days 00:00:02.821959,0.4920709465227078,0.04884824822442013,,"{""C"": 0.4920709465227078, ""l1_ratio"": 0.04884824822442013}",PRUNED
17,0.2736971259122302,2026-09-19 17:39:06.341101,2026-09-19 17:39:14.222415,0 days 00:00:07.881314,9.964711978123763,0.4072250699804971,,"{""C"": 9.964711978123763, ""l1_ratio"": 0.4072250699804971}",PRUNED
18,0.2636658868111874,2026-09-19 17:39:14.222415,2026-09-19 17:39:14.311004,0 days 00:00:00.088589,0.012889278256498637,0.30299534107744247,,"{""C"": 0.012889278256498637, ""l1_ratio"": 0.30299534107744247}",PRUNED
19,0.27303229932257905,2026-09-19 17:39:14.311004,2026-09-19 17:39:14.526650,0 days 00:00:00.215646,0.010209282912782676,0.05561481834941656,,"{""C"": 0.010209282912782676, ""l1_ratio"": 0.05561481834941656}",PRUNED
20,0.28650241806463,2026-09-19 17:39:14.526650,2026-09-19 17:39:18.704897,0 days 00:00:04.178247,0.8003067203028145,0.3513455438190688,,"{""C"": 0.8003067203028145, ""l1_ratio"": 0.3513455438190688}",PRUNED
21,0.28625157877744545,2026-09-19 17:39:18.704897,2026-09-19 17:39:19.601880,0 days 00:00:00.896983,0.11869609110061745,0.01886291638091414,,"{""C"": 0.11869609110061745, ""l1_ratio"": 0.01886291638091414}",PRUNED
22,0.2619788090906734,2026-09-19 17:39:19.602878,2026-09-19 17:39:19.764318,0 days 00:00:00.161440,0.02053087314450946,0.731877121798219,,"{""C"": 0.02053087314450946, ""l1_ratio"": 0.731877121798219}",PRUNED
23,0.2594350060696472,2026-09-19 17:39:19.764318,2026-09-19 17:39:24.763966,0 days 00:00:04.999648,0.16305058152882948,0.39819885540580946,,"{""C"": 0.16305058152882948, ""l1_ratio"": 0.39819885540580946}",COMPLETE
24,0.240745636494525,2026-09-19 17:39:24.763966,2026-09-19 17:39:24.851120,0 days 00:00:00.087154,0.004936857279980449,0.3510646062493842,,"{""C"": 0.004936857279980449, ""l1_ratio"": 0.3510646062493842}",PRUNED
25,0.2576876873401332,2026-09-19 17:39:24.851120,2026-09-19 17:39:30.874451,0 days 00:00:06.023331,0.22941842905006504,0.4494400875005786,,"{""C"": 0.22941842905006504, ""l1_ratio"": 0.4494400875005786}",COMPLETE
26,0.28291331964598365,2026-09-19 17:39:30.874451,2026-09-19 17:39:31.415212,0 days 00:00:00.540761,0.04989999866609141,0.32987510263982617,,"{""C"": 0.04989999866609141, ""l1_ratio"": 0.32987510263982617}",PRUNED
27,0.28777657745160606,2026-09-19 17:39:31.415212,2026-09-19 17:39:33.200408,0 days 00:00:01.785196,0.24850579873126594,0.1498222007677104,,"{""C"": 0.24850579873126594, ""l1_ratio"": 0.1498222007677104}",PRUNED
28,0.2763080976452986,2026-09-19 17:39:33.200408,2026-09-19 17:39:40.602346,0 days 00:00:07.401938,3.4772020822828864,0.7060203655454296,,"{""C"": 3.4772020822828864, ""l1_ratio"": 0.7060203655454296}",PRUNED
29,0.26060767189630957,2026-09-19 17:39:40.602346,2026-09-19 17:39:40.671720,0 days 00:00:00.069374,0.0012383183155285022,0.015477408012559701,,"{""C"": 0.0012383183155285022, ""l1_ratio"": 0.015477408012559701}",PRUNED
