number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.27919717365008717,2026-09-19 17:30:21.960636,2026-09-19 17:30:24.371777,0 days 00:00:02.411141,0.04703277038662568,0.015348627248568662,"{'C': 0.04703277038662568, 'l1_ratio': 0.015348627248568662}",,COMPLETE
1,0.2698601002812347,2026-09-19 17:30:24.371777,2026-09-19 17:30:56.416710,0 days 00:00:32.044933,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.27135548543955534,2026-09-19 17:30:56.416710,2026-09-19 17:31:08.959750,0 days 00:00:12.543040,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.25755834503330427,2026-09-19 17:31:08.959750,2026-09-19 17:31:09.161670,0 days 00:00:00.201920,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 17:31:09.161670,2026-09-19 17:31:09.197668,0 days 00:00:00.035998,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.27708851538393237,2026-09-19 17:31:09.197668,2026-09-19 17:31:23.753819,0 days 00:00:14.556151,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 17:31:23.753819,2026-09-19 17:31:23.762148,0 days 00:00:00.008329,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.2801250454116949,2026-09-19 17:31:23.762148,2026-09-19 17:31:39.857979,0 days 00:00:16.095831,1.452824663751602,0.21233911067827616,,,PRUNED
8,0.26004248922190565,2026-09-19 17:31:39.857979,2026-09-19 17:31:39.908551,0 days 00:00:00.050572,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.27254824539829736,2026-09-19 17:31:39.908551,2026-09-19 17:31:46.904331,0 days 00:00:06.995780,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.27723316197005726,2026-09-19 17:31:46.904331,2026-09-19 17:31:59.028581,0 days 00:00:12.124250,0.0445055854364653,0.17111407467517822,,"{""C"": 0.0445055854364653, ""l1_ratio"": 0.17111407467517822}",COMPLETE
11,0.27791746215491625,2026-09-19 17:31:59.028581,2026-09-19 17:32:09.132168,0 days 00:00:10.103587,0.05568772245095449,0.15437885332333082,,"{""C"": 0.05568772245095449, ""l1_ratio"": 0.15437885332333082}",COMPLETE
12,0.2802575576677599,2026-09-19 17:32:09.132168,2026-09-19 17:32:10.139256,0 days 00:00:01.007088,0.008675548171550671,0.002796794080371312,,"{""C"": 0.008675548171550671, ""l1_ratio"": 0.002796794080371312}",COMPLETE
13,0.2832370193216884,2026-09-19 17:32:10.139256,2026-09-19 17:32:22.977831,0 days 00:00:12.838575,0.02710658346683556,0.33570952823163125,,"{""C"": 0.02710658346683556, ""l1_ratio"": 0.33570952823163125}",PRUNED
14,0.28067464456422,2026-09-19 17:32:22.977831,2026-09-19 17:32:24.067970,0 days 00:00:01.090139,0.009005877259546553,0.014898429913161405,,"{""C"": 0.009005877259546553, ""l1_ratio"": 0.014898429913161405}",COMPLETE
15,0.28158007192571216,2026-09-19 17:32:24.067970,2026-09-19 17:32:35.953262,0 days 00:00:11.885292,0.00512370762759768,0.04702584531834003,,"{""C"": 0.00512370762759768, ""l1_ratio"": 0.04702584531834003}",COMPLETE
16,0.26428228774600576,2026-09-19 17:32:35.953262,2026-09-19 17:32:37.396500,0 days 00:00:01.443238,0.3119064454511265,0.025523949413455017,,"{""C"": 0.3119064454511265, ""l1_ratio"": 0.025523949413455017}",PRUNED
17,0.2858534590333394,2026-09-19 17:32:37.396500,2026-09-19 17:32:37.754367,0 days 00:00:00.357867,0.0006428772844778433,0.004779504010000346,,"{""C"": 0.0006428772844778433, ""l1_ratio"": 0.004779504010000346}",COMPLETE
18,0.2783830270383087,2026-09-19 17:32:37.754367,2026-09-19 17:32:37.979421,0 days 00:00:00.225054,0.0002324982102975601,0.007336094974910008,,"{""C"": 0.0002324982102975601, ""l1_ratio"": 0.007336094974910008}",COMPLETE
19,0.09770114942528736,2026-09-19 17:32:37.979421,2026-09-19 17:32:37.995430,0 days 00:00:00.016009,0.0002676679463718087,0.2957046991807607,,"{""C"": 0.0002676679463718087, ""l1_ratio"": 0.2957046991807607}",PRUNED
20,0.26956604237657905,2026-09-19 17:32:37.995430,2026-09-19 17:32:43.876825,0 days 00:00:05.881395,0.002301602156148262,0.29600628131025086,,"{""C"": 0.002301602156148262, ""l1_ratio"": 0.29600628131025086}",PRUNED
21,0.28091713336226937,2026-09-19 17:32:43.876825,2026-09-19 17:33:06.031845,0 days 00:00:22.155020,0.0022880571405554883,0.1184193308231716,,"{""C"": 0.0022880571405554883, ""l1_ratio"": 0.1184193308231716}",COMPLETE
22,0.28243692082154886,2026-09-19 17:33:06.031845,2026-09-19 17:33:18.176857,0 days 00:00:12.145012,0.009234527459137372,0.16850956705457462,,"{""C"": 0.009234527459137372, ""l1_ratio"": 0.16850956705457462}",COMPLETE
23,0.28551016235370374,2026-09-19 17:33:18.176857,2026-09-19 17:33:29.575544,0 days 00:00:11.398687,0.005274141417790148,0.1924842653308109,,"{""C"": 0.005274141417790148, ""l1_ratio"": 0.1924842653308109}",PRUNED
24,0.2695684757596758,2026-09-19 17:33:29.575544,2026-09-19 17:33:34.776800,0 days 00:00:05.201256,2.1823116441725396,0.9866902109849165,,"{""C"": 2.1823116441725396, ""l1_ratio"": 0.9866902109849165}",PRUNED
25,0.28360012854770933,2026-09-19 17:33:34.777775,2026-09-19 17:33:47.435787,0 days 00:00:12.658012,0.014106376371746969,0.31691397341107963,,"{""C"": 0.014106376371746969, ""l1_ratio"": 0.31691397341107963}",COMPLETE
26,0.28403903938917235,2026-09-19 17:33:47.435787,2026-09-19 17:33:59.737782,0 days 00:00:12.301995,0.023190479850105902,0.2998449388702882,,"{""C"": 0.023190479850105902, ""l1_ratio"": 0.2998449388702882}",PRUNED
27,0.28208071132345003,2026-09-19 17:33:59.737782,2026-09-19 17:34:11.551979,0 days 00:00:11.814197,0.009619010075053431,0.4008997921309635,,"{""C"": 0.009619010075053431, ""l1_ratio"": 0.4008997921309635}",PRUNED
28,0.2742776897109571,2026-09-19 17:34:11.551979,2026-09-19 17:34:18.344904,0 days 00:00:06.792925,9.551743658898717,0.4247929610827382,,"{""C"": 9.551743658898717, ""l1_ratio"": 0.4247929610827382}",PRUNED
29,0.09770114942528736,2026-09-19 17:34:18.344904,2026-09-19 17:34:18.366660,0 days 00:00:00.021756,0.0010141091277797159,0.6285721850547514,,"{""C"": 0.0010141091277797159, ""l1_ratio"": 0.6285721850547514}",PRUNED
