number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.25428230786078365,2026-09-19 17:26:39.714203,2026-09-19 17:26:40.430345,0 days 00:00:00.716142,0.01444525102276306,0.2912291401980419,"{'C': 0.01444525102276306, 'l1_ratio': 0.2912291401980419}",,COMPLETE
1,0.26864648054468804,2026-09-19 17:26:40.430345,2026-09-19 17:26:40.708180,0 days 00:00:00.277835,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.24375841187810754,2026-09-19 17:26:40.708180,2026-09-19 17:26:51.917260,0 days 00:00:11.209080,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.2504105825793015,2026-09-19 17:26:51.917260,2026-09-19 17:26:52.119293,0 days 00:00:00.202033,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 17:26:52.119293,2026-09-19 17:26:52.167957,0 days 00:00:00.048664,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.24931652910302543,2026-09-19 17:26:52.167957,2026-09-19 17:26:55.019051,0 days 00:00:02.851094,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 17:26:55.019051,2026-09-19 17:26:55.027534,0 days 00:00:00.008483,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.23268310375574378,2026-09-19 17:26:55.027534,2026-09-19 17:26:59.432026,0 days 00:00:04.404492,1.452824663751602,0.21233911067827616,,,PRUNED
8,0.2074557892427068,2026-09-19 17:26:59.432026,2026-09-19 17:26:59.477168,0 days 00:00:00.045142,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.2326079373279053,2026-09-19 17:26:59.477168,2026-09-19 17:26:59.524376,0 days 00:00:00.047208,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.233480430929407,2026-09-19 17:26:59.524376,2026-09-19 17:27:00.188935,0 days 00:00:00.664559,0.11981913588282964,0.9886751422744241,,"{""C"": 0.11981913588282964, ""l1_ratio"": 0.9886751422744241}",PRUNED
11,0.23391576771820186,2026-09-19 17:27:00.188935,2026-09-19 17:27:00.486341,0 days 00:00:00.297406,0.0410023820977683,0.3274191962689553,,"{""C"": 0.0410023820977683, ""l1_ratio"": 0.3274191962689553}",PRUNED
12,0.26546997420266616,2026-09-19 17:27:00.486341,2026-09-19 17:27:25.916398,0 days 00:00:25.430057,0.013494709836382656,0.7657762205343842,,"{""C"": 0.013494709836382656, ""l1_ratio"": 0.7657762205343842}",COMPLETE
13,0.26609722050251855,2026-09-19 17:27:25.916398,2026-09-19 17:28:03.484864,0 days 00:00:37.568466,0.010510848335115983,0.829408084557075,,"{""C"": 0.010510848335115983, ""l1_ratio"": 0.829408084557075}",COMPLETE
14,0.23199798518388692,2026-09-19 17:28:03.484864,2026-09-19 17:28:08.886067,0 days 00:00:05.401203,1.4419040891273756,0.8479960336474189,,"{""C"": 1.4419040891273756, ""l1_ratio"": 0.8479960336474189}",PRUNED
15,0.19516845896546464,2026-09-19 17:28:08.886067,2026-09-19 17:28:08.972126,0 days 00:00:00.086059,0.0031647645071814145,0.880124898702008,,"{""C"": 0.0031647645071814145, ""l1_ratio"": 0.880124898702008}",PRUNED
16,0.09770114942528736,2026-09-19 17:28:08.972126,2026-09-19 17:28:08.986104,0 days 00:00:00.013978,0.00011638142281027642,0.4651488443162874,,"{""C"": 0.00011638142281027642, ""l1_ratio"": 0.4651488443162874}",PRUNED
17,0.23024432343627924,2026-09-19 17:28:08.986104,2026-09-19 17:28:15.985851,0 days 00:00:06.999747,9.964711978123763,0.4072250699804971,,"{""C"": 9.964711978123763, ""l1_ratio"": 0.4072250699804971}",PRUNED
18,0.09770114942528736,2026-09-19 17:28:15.985851,2026-09-19 17:28:15.999829,0 days 00:00:00.013978,0.00034516075038321754,0.6809000497852788,,"{""C"": 0.00034516075038321754, ""l1_ratio"": 0.6809000497852788}",PRUNED
19,0.16693895195790498,2026-09-19 17:28:15.999829,2026-09-19 17:28:16.048259,0 days 00:00:00.048430,0.0022279392856614367,0.9940757917664754,,"{""C"": 0.0022279392856614367, ""l1_ratio"": 0.9940757917664754}",PRUNED
20,0.2577430815122483,2026-09-19 17:28:16.048259,2026-09-19 17:28:16.832508,0 days 00:00:00.784249,0.028348352232267292,0.8434104544934733,,"{""C"": 0.028348352232267292, ""l1_ratio"": 0.8434104544934733}",COMPLETE
21,0.09770114942528736,2026-09-19 17:28:16.832508,2026-09-19 17:28:16.848838,0 days 00:00:00.016330,0.001086571050955068,0.8353190747252299,,"{""C"": 0.001086571050955068, ""l1_ratio"": 0.8353190747252299}",PRUNED
