number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.2817908341535088,2026-09-19 17:24:48.462340,2026-09-19 17:24:49.096565,0 days 00:00:00.634225,0.004924406851833448,0.02561621916740343,"{'C': 0.004924406851833448, 'l1_ratio': 0.02561621916740343}",,COMPLETE
1,0.2717210245323714,2026-09-19 17:24:49.096565,2026-09-19 17:25:00.572853,0 days 00:00:11.476288,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.26229173157942665,2026-09-19 17:25:00.572853,2026-09-19 17:25:21.425209,0 days 00:00:20.852356,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.2549489466104797,2026-09-19 17:25:21.425209,2026-09-19 17:25:21.618237,0 days 00:00:00.193028,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 17:25:21.618237,2026-09-19 17:25:21.658382,0 days 00:00:00.040145,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.2657539780518555,2026-09-19 17:25:21.658382,2026-09-19 17:25:35.001343,0 days 00:00:13.342961,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 17:25:35.001343,2026-09-19 17:25:35.010339,0 days 00:00:00.008996,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.3015752005638363,2026-09-19 17:25:35.010339,2026-09-19 17:25:39.714108,0 days 00:00:04.703769,1.452824663751602,0.21233911067827616,,,PRUNED
8,0.3174034127074392,2026-09-19 17:25:39.714108,2026-09-19 17:25:39.754835,0 days 00:00:00.040727,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.2727661856464253,2026-09-19 17:25:39.754835,2026-09-19 17:25:39.994831,0 days 00:00:00.239996,0.0033205591037519565,0.5247564316322378,,,COMPLETE
10,0.2700721400964269,2026-09-19 17:25:39.994831,2026-09-19 17:25:41.383973,0 days 00:00:01.389142,0.02461722009307664,0.1713042803311789,,"{""C"": 0.02461722009307664, ""l1_ratio"": 0.1713042803311789}",COMPLETE
11,0.09770114942528736,2026-09-19 17:25:41.383973,2026-09-19 17:25:41.408478,0 days 00:00:00.024505,0.0009552760128210731,0.5189496514160602,,"{""C"": 0.0009552760128210731, ""l1_ratio"": 0.5189496514160602}",PRUNED
12,0.2834109247359873,2026-09-19 17:25:41.408478,2026-09-19 17:25:56.275783,0 days 00:00:14.867305,0.012269186243013852,0.4332155535112314,,"{""C"": 0.012269186243013852, ""l1_ratio"": 0.4332155535112314}",COMPLETE
13,0.27630994516272417,2026-09-19 17:25:56.276780,2026-09-19 17:25:57.010637,0 days 00:00:00.733857,0.014510212865867766,0.33177152883049627,,"{""C"": 0.014510212865867766, ""l1_ratio"": 0.33177152883049627}",COMPLETE
14,0.30316770836324675,2026-09-19 17:25:57.010637,2026-09-19 17:25:57.059849,0 days 00:00:00.049212,0.0001196668883226712,0.028633116269720982,,"{""C"": 0.0001196668883226712, ""l1_ratio"": 0.028633116269720982}",PRUNED
15,0.32940239454977893,2026-09-19 17:25:57.059849,2026-09-19 17:25:57.437385,0 days 00:00:00.377536,0.04118285626340767,0.04817196639041337,,"{""C"": 0.04118285626340767, ""l1_ratio"": 0.04817196639041337}",PRUNED
