technique,model,target_sensitivity,threshold,precision,precision_low,precision_high,recall,recall_low,recall_high,specificity,specificity_low,specificity_high,alert_rate,alert_rate_low,alert_rate_high
class_weight,lr_scored,0.95,0.3004468859212996,0.1040968822468436,0.09487730175558572,0.11409942674832126,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.11414012738853503,0.1045672479948537,0.12446756245809754,0.892183908045977,0.8826188127432799,0.9010569440042322
class_weight,lr_penalized,0.8,0.3797581886349818,0.13051823416506717,0.11812407194740943,0.14400050312348012,0.8,0.7593592358943103,0.8352661081693097,0.4229299363057325,0.4075573907032368,0.4384531937550119,0.5988505747126437,0.584204345478491,0.6133223692937425
class_weight,lr_penalized,0.85,0.3529498742685776,0.12221471978392978,0.11090616247888489,0.13450191779999332,0.851764705882353,0.8148357311181423,0.8823916330976317,0.3375796178343949,0.3229508890307147,0.3525259625135286,0.6809195402298851,0.6669134555756476,0.6946063689028353
class_weight,lr_penalized,0.9,0.328343922574786,0.11759287688056494,0.10697793989104144,0.1291088090486364,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.2677707006369427,0.2541500118141977,0.2818455178839634,0.748735632183908,0.7356305737368639,0.7614017643644305
class_weight,lr_penalized,0.95,0.2779990052688785,0.10575916230366492,0.09639987485511867,0.11591056415326875,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.1296815286624204,0.11953242228038181,0.14055479924049277,0.8781609195402299,0.8681054314716248,0.8875490936454078
class_weight,random_forest,0.8,0.3266645972292558,0.1293267402054013,0.11703854430073184,0.14269660098484924,0.8,0.7593592358943103,0.8352661081693097,0.4168152866242038,0.4014797314078337,0.43231351099090426,0.604367816091954,0.589750702599461,0.6188007590437807
class_weight,random_forest,0.85,0.2920596800863132,0.12115127175368139,0.10993529359451006,0.13334011683034255,0.851764705882353,0.8148357311181423,0.8823916330976317,0.33095541401273887,0.3164058598650559,0.34583553778138393,0.6868965517241379,0.6729553532194018,0.700507947036007
class_weight,random_forest,0.9,0.2517546784675573,0.11192285213325541,0.10179183478473487,0.12292418551986585,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.22573248407643312,0.2129254091062114,0.23907589393281267,0.7866666666666666,0.7742426228042895,0.7985848500351874
class_weight,random_forest,0.95,0.2110387434820802,0.10600892154290213,0.09662866410789589,0.1161826591368881,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.13197452229299364,0.12174480018997964,0.14292392460321152,0.8760919540229885,0.8659677960564144,0.8855524489839898
class_weight,xgboost,0.8,0.340627521276474,0.13594562175129948,0.12307052204038162,0.14993735892253326,0.8,0.7593592358943103,0.8352661081693097,0.4494267515923567,0.4339217361590912,0.46503066389037123,0.5749425287356322,0.5601921401587927,0.5895606715057377
class_weight,xgboost,0.85,0.3050050139427185,0.12692847124824685,0.1152108381431932,0.1396497587476625,0.851764705882353,0.8148357311181423,0.8823916330976317,0.36560509554140125,0.35067673145377337,0.3807962711965613,0.655632183908046,0.641380099170806,0.669609635482222
class_weight,xgboost,0.9,0.2517598569393158,0.11331360946745563,0.10306362366769607,0.12444155593046168,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.23643312101910827,0.22340234847720114,0.2499793031659669,0.7770114942528735,0.7644004467984109,0.7891337190168013
class_weight,xgboost,0.95,0.1953012645244598,0.10534550195567145,0.09602095790633934,0.11545989316014225,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.12585987261146497,0.11584754044875899,0.13660384228492134,0.8816091954022989,0.8716701803325233,0.8908748115788896
level_weight,lr_scored,0.8,0.3702366493550298,0.12125534950071326,0.10968861349128506,0.13385842036008863,0.8,0.7593592358943103,0.8352661081693097,0.3722292993630573,0.35723824264305853,0.38747021390507946,0.6445977011494253,0.6302522758404432,0.6586879650705681
level_weight,lr_scored,0.85,0.3420799155984452,0.11405166981726528,0.10345647007991973,0.12557995865708785,0.851764705882353,0.8148357311181423,0.8823916330976317,0.2835668789808917,0.26968300215829444,0.2978739945269364,0.7296551724137931,0.7162584108348051,0.7426466776709186
level_weight,lr_scored,0.9,0.3203027335132296,0.1102475532527346,0.10026007839134071,0.12109603226982227,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.212484076433121,0.19997098487509676,0.22555941036832047,0.7986206896551724,0.7864421669294708,0.8102722574638577
level_weight,lr_scored,0.95,0.2786081623501134,0.10227848101265823,0.09321200835732776,0.11211778730494967,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.09656050955414013,0.08771095501306646,0.10619899701879111,0.9080459770114943,0.8990951683055015,0.9162767356961599
level_weight,lr_penalized,0.8,0.3963218643260552,0.13900245298446443,0.1258577463825533,0.1532792795496807,0.8,0.7593592358943103,0.8352661081693097,0.46343949044585986,0.4478824829067886,0.4790679926957195,0.5622988505747126,0.5475076242914483,0.5769801424603547
level_weight,lr_penalized,0.85,0.3733946855563911,0.1296561604584527,0.11770276795122826,0.14262725059270692,0.851764705882353,0.8148357311181423,0.8823916330976317,0.38089171974522296,0.3658232527556463,0.3961931050434654,0.6418390804597701,0.6274716140725769,0.6559562534029302
level_weight,lr_penalized,0.9,0.3279329075391393,0.11208662569505413,0.10194158964546897,0.1231028820401877,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.2270063694267516,0.21417203412014427,0.24037454851461124,0.7855172413793103,0.7730704174239791,0.7974602331507046
