group,model,predicted,observed,low,high
diabetici,lr_penalized,0.3705536268190793,0.4038618080231196,0.3023368855556483,0.5143447973064067
diabetici,lr_penalized,0.3743331267210438,0.4053526647081079,0.30363351398680943,0.5159027724970047
diabetici,lr_penalized,0.37811262662300826,0.40680165594054224,0.30490305777853566,0.5174057814730052
diabetici,lr_penalized,0.3818921265249728,0.4082105106385733,0.30614435056876,0.5188588631191314
diabetici,lr_penalized,0.38567162642693725,0.4095809167384309,0.30735620582206297,0.5202669599068684
diabetici,lr_penalized,0.3894511263289018,0.4109145228932798,0.3085374258284682,0.5216349134074124
diabetici,lr_penalized,0.39323062623086624,0.4122129401471302,0.30968681059999825,0.5229674599036632
diabetici,lr_penalized,0.39701012613283077,0.4134777435822423,0.3108031667046892,0.5242692260309966
diabetici,lr_penalized,0.40078962603479523,0.41471047393890786,0.31188531606206055,0.5255447243980844
diabetici,lr_penalized,0.40456912593675975,0.41591263920690175,0.3129321047087711,0.5267983491594294
diabetici,lr_penalized,0.4083486258387242,0.4170857161882337,0.3139424115294875,0.5280343715292514
diabetici,lr_penalized,0.41212812574068874,0.41823115203115097,0.3149151569345036,0.5292569352436464
diabetici,lr_penalized,0.4159076256426532,0.41935036573558143,0.315849311453896,0.5304700519927675
diabetici,lr_penalized,0.41968712554461773,0.4204447496304534,0.3167439042069534,0.5316775968585604
diabetici,lr_penalized,0.4234666254465822,0.4215156708235175,0.3175980311960892,0.5328833038054004
diabetici,lr_penalized,0.4272461253485467,0.42256447262446284,0.3184108633665408,0.5340907612807635
diabetici,lr_penalized,0.4310256252505112,0.42359247594227434,0.31918165436684676,0.5353034079910463
diabetici,lr_penalized,0.4348051251524757,0.4246009806578973,0.3199097479406846,0.5365245289233986
diabetici,lr_penalized,0.4385846250544402,0.4255912669733936,0.32059458487847814,0.5377572516877532
diabetici,lr_penalized,0.4423641249564047,0.42656459673885283,0.321235709457051,0.539004543254287
diabetici,lr_penalized,0.44614362485836917,0.42752221475843033,0.32183277529758164,0.5402692071604265
diabetici,lr_penalized,0.4499231247603337,0.42846535007691927,0.3223855505766867,0.5415538812574774
diabetici,lr_penalized,0.45370262466229816,0.429395217248363,0.3228939225316535,0.5428610360613964
diabetici,lr_penalized,0.4574821245642627,0.430313017588236,0.32335790120948704,0.5441929737639154
diabetici,lr_penalized,0.46126162446622715,0.4312199404107915,0.3237776224193531,0.5455518279507123
diabetici,lr_penalized,0.46504112436819167,0.4321171642532067,0.32415334985964267,0.5469395640619225
diabetici,lr_penalized,0.46882062427015614,0.4330058580881936,0.3244854764034858,0.5483579806178752
diabetici,lr_penalized,0.47260012417212066,0.4338871825267863,0.3247745245395925,0.5498087112200857
diabetici,lr_penalized,0.47637962407408513,0.4347622910130361,0.32502114597883935,0.5512932273240679
diabetici,lr_penalized,0.48015912397604965,0.4356323310123933,0.3252261204501966,0.5528128417674687
diabetici,lr_penalized,0.4839386238780141,0.43649844519556585,0.3253903537219807,0.5543687130246682
diabetici,lr_penalized,0.48771812377997864,0.43736177261969167,0.325514874896144,0.5559618501473083
diabetici,lr_penalized,0.4914976236819431,0.4382234499086759,0.3256008330332876,0.5575931183402351
diabetici,lr_penalized,0.49527712358390763,0.43908460424148543,0.3256494881775522,0.5592632343232894
diabetici,lr_penalized,0.4990566234858721,0.4399459572380635,0.32566195392913194,0.5609722624770196
diabetici,lr_penalized,0.5028361233878366,0.4408076474653079,0.32563902661728694,0.5627194550976664
diabetici,lr_penalized,0.506615623289801,0.44166976839197924,0.32558147867053994,0.5645040018051737
diabetici,lr_penalized,0.5103951231917656,0.4425324136895461,0.32549008261156037,0.566325092891073
diabetici,lr_penalized,0.5141746230937301,0.4433956772944004,0.32536560872187,0.5681819216044777
diabetici,lr_penalized,0.5179541229956945,0.4442596534704535,0.3252088228675176,0.5700736862778051
diabetici,lr_penalized,0.521733622897659,0.4451244368722134,0.3250204844887719,0.5719995922890976
diabetici,lr_penalized,0.5255131227996236,0.44599012260845683,0.32480134475495953,0.5739588538597087
diabetici,lr_penalized,0.5292926227015881,0.4468568063065981,0.3245521448832821,0.5759506956884431
diabetici,lr_penalized,0.5330721226035525,0.44772458417787164,0.32427361461895177,0.5779743544247231
diabetici,lr_penalized,0.536851622505517,0.44859355308343735,0.32396647087254576,0.5800290799847753
diabetici,lr_penalized,0.5406311224074815,0.44946381060152274,0.3236314165089667,0.5821141367163805
diabetici,lr_penalized,0.544410622309446,0.4503354550957263,0.3232691392818076,0.584228804418286
diabetici,lr_penalized,0.5481901222114105,0.4512085857846014,0.3228803109058581,0.5863723792214561
diabetici,lr_penalized,0.551969622113375,0.45208330281264747,0.3224655862599091,0.588544174339921
diabetici,lr_penalized,0.5557491220153395,0.4529597073228429,0.32202560271186753,0.5907435206991043
diabetici,lr_penalized,0.559528621917304,0.45383790153084475,0.3215609795575359,0.5929697674501891
diabetici,lr_penalized,0.5633081218192685,0.454717988801019,0.3210723175647805,0.5952222823787146
diabetici,lr_penalized,0.567087621721233,0.4556000737244211,0.32056019861438073,0.5975004522159831
diabetici,lr_penalized,0.5708671216231975,0.4564842621989023,0.3200251854292209,0.5998036828615504
diabetici,lr_penalized,0.574646621525162,0.45737066151149847,0.3194678213837243,0.6021313995247759
diabetici,lr_penalized,0.5784261214271265,0.4582593804232513,0.3188886303854107,0.6044830467934325
diabetici,lr_penalized,0.5822056213290909,0.4591505292566748,0.3182881168212285,0.6068580886366453
diabetici,lr_penalized,0.5859851212310555,0.4600442199860223,0.3176667655609458,0.6092560083497577
diabetici,lr_penalized,0.58976462113302,0.4609405663305566,0.3170250420112639,0.6116763084472897
diabetici,lr_penalized,0.5935441210349844,0.4618396838510437,0.31636339221373505,0.6141185105108576
diabetici,lr_penalized,0.5973236209369489,0.46274169004967514,0.3156822429806587,0.6165821549976961
diabetici,lr_penalized,0.6011031208389135,0.4636467044736519,0.31498200206306964,0.6190668010155611
diabetici,lr_penalized,0.604882620740878,0.46455484882268183,0.3142630583458127,0.6215720260688608
diabetici,lr_penalized,0.6086621206428424,0.46546624706063067,0.31352578206465787,0.6240974257808978
diabetici,lr_penalized,0.6124416205448069,0.4663810255316357,0.31277052504093034,0.6266426135966485
diabetici,lr_penalized,0.6162211204467715,0.46729931308093026,0.31199762092973365,0.6292072204697379
diabetici,lr_penalized,0.6200006203487359,0.46822124118073327,0.31120738547787286,0.6317908945374153
diabetici,lr_penalized,0.6237801202507004,0.4691469440615008,0.3104001167878578,0.6343933007869151
diabetici,lr_penalized,0.6275596201526649,0.4700765588489121,0.30957609558527166,0.6370141207157147
