setting,population,model,target_sensitivity,threshold,screened,detected
tesi,"tutti, bersaglio composito",lr_penalized,0.33,0.168825167849018,0.11563218390804597,0.33176470588235296
tesi,"tutti, bersaglio composito",lr_penalized,0.34,0.1675392966983634,0.11908045977011494,0.3411764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.35,0.1640649805327653,0.12436781609195402,0.35058823529411764
tesi,"tutti, bersaglio composito",lr_penalized,0.36,0.1612469753680341,0.12919540229885057,0.36
tesi,"tutti, bersaglio composito",lr_penalized,0.37,0.1574546595736423,0.135632183908046,0.37176470588235294
tesi,"tutti, bersaglio composito",lr_penalized,0.38,0.1531782448389488,0.14045977011494254,0.3811764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.39,0.1515224949475119,0.14505747126436783,0.3905882352941176
tesi,"tutti, bersaglio composito",lr_penalized,0.4,0.1489580816212183,0.14988505747126438,0.4
tesi,"tutti, bersaglio composito",lr_penalized,0.41,0.1443733928275948,0.1618390804597701,0.4117647058823529
tesi,"tutti, bersaglio composito",lr_penalized,0.42,0.1435061738849637,0.16413793103448276,0.4211764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.43,0.1414410527380133,0.1696551724137931,0.43058823529411766
tesi,"tutti, bersaglio composito",lr_penalized,0.44,0.1364804540822976,0.1811494252873563,0.44
tesi,"tutti, bersaglio composito",lr_penalized,0.45,0.1309415339330797,0.1935632183908046,0.45176470588235296
tesi,"tutti, bersaglio composito",lr_penalized,0.46,0.1291361407478125,0.19770114942528735,0.4611764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.47,0.1259553566883738,0.20919540229885059,0.47058823529411764
tesi,"tutti, bersaglio composito",lr_penalized,0.48,0.1251990883625857,0.21172413793103448,0.48
tesi,"tutti, bersaglio composito",lr_penalized,0.49,0.1225267402469585,0.21954022988505748,0.49176470588235294
tesi,"tutti, bersaglio composito",lr_penalized,0.5,0.1207043485161067,0.22528735632183908,0.5011764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.51,0.1158428995225936,0.24298850574712644,0.5105882352941177
tesi,"tutti, bersaglio composito",lr_penalized,0.52,0.1113011118045004,0.26068965517241377,0.52
tesi,"tutti, bersaglio composito",lr_penalized,0.53,0.1091668778401249,0.26873563218390806,0.5317647058823529
tesi,"tutti, bersaglio composito",lr_penalized,0.54,0.1057609228428232,0.28367816091954023,0.5411764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.55,0.1049158631435989,0.28942528735632184,0.5505882352941176
tesi,"tutti, bersaglio composito",lr_penalized,0.56,0.1033395684789645,0.2963218390804598,0.56
tesi,"tutti, bersaglio composito",lr_penalized,0.57,0.1013583448683659,0.3057471264367816,0.571764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.58,0.0989198122958731,0.31655172413793103,0.5811764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.59,0.0973361695696928,0.3257471264367816,0.5905882352941176
tesi,"tutti, bersaglio composito",lr_penalized,0.6,0.0959851422764723,0.33448275862068966,0.6
tesi,"tutti, bersaglio composito",lr_penalized,0.61,0.0935779596769065,0.3489655172413793,0.611764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.62,0.0917972058580885,0.3602298850574713,0.6211764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.63,0.0886665624824532,0.3813793103448276,0.6305882352941177
tesi,"tutti, bersaglio composito",lr_penalized,0.64,0.0882212595190978,0.38551724137931037,0.64
tesi,"tutti, bersaglio composito",lr_penalized,0.65,0.0868703880009272,0.39471264367816095,0.6517647058823529
tesi,"tutti, bersaglio composito",lr_penalized,0.66,0.0854193230399249,0.4029885057471264,0.6611764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.67,0.083588398046136,0.41586206896551725,0.6705882352941176
tesi,"tutti, bersaglio composito",lr_penalized,0.68,0.0815732641052232,0.42873563218390803,0.68
tesi,"tutti, bersaglio composito",lr_penalized,0.69,0.0806009074117138,0.4367816091954023,0.691764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.7,0.0781119113733719,0.4567816091954023,0.7011764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.71,0.0763122708112087,0.47517241379310343,0.7105882352941176
tesi,"tutti, bersaglio composito",lr_penalized,0.72,0.0757189688853065,0.4804597701149425,0.72
tesi,"tutti, bersaglio composito",lr_penalized,0.73,0.0717603813297734,0.5154022988505748,0.731764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.74,0.0707732026823879,0.5280459770114942,0.7411764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.75,0.0694983107499212,0.5397701149425287,0.7505882352941177
tesi,"tutti, bersaglio composito",lr_penalized,0.76,0.0688192636856809,0.5471264367816092,0.76
tesi,"tutti, bersaglio composito",lr_penalized,0.77,0.0673807870247137,0.5629885057471264,0.7717647058823529
tesi,"tutti, bersaglio composito",lr_penalized,0.78,0.0658045486266493,0.5813793103448276,0.7811764705882352
tesi,"tutti, bersaglio composito",lr_penalized,0.79,0.0647030508276001,0.5935632183908046,0.7905882352941176
tesi,"tutti, bersaglio composito",lr_penalized,0.8,0.0633944995017448,0.6073563218390805,0.8
tesi,"tutti, bersaglio composito",lr_penalized,0.81,0.0622440793390572,0.620919540229885,0.8117647058823529
tesi,"tutti, bersaglio composito",lr_penalized,0.82,0.061712899154947,0.6271264367816092,0.8211764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.83,0.0593270343723552,0.6597701149425287,0.8305882352941176
tesi,"tutti, bersaglio composito",lr_penalized,0.84,0.0590850464573734,0.662528735632184,0.84
tesi,"tutti, bersaglio composito",lr_penalized,0.85,0.0565973936469687,0.6919540229885057,0.851764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.86,0.056306501181428,0.6954022988505747,0.8611764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.87,0.0543200463007482,0.7181609195402299,0.8705882352941177
tesi,"tutti, bersaglio composito",lr_penalized,0.88,0.0526886447445373,0.7347126436781609,0.88
tesi,"tutti, bersaglio composito",lr_penalized,0.89,0.0492859073556751,0.7749425287356322,0.8917647058823529
tesi,"tutti, bersaglio composito",lr_penalized,0.9,0.0479707257418685,0.7887356321839081,0.9011764705882352
tesi,"tutti, bersaglio composito",lr_penalized,0.91,0.0454280673229454,0.8177011494252874,0.9105882352941177
tesi,"tutti, bersaglio composito",lr_penalized,0.92,0.0444847542441055,0.8285057471264368,0.92
tesi,"tutti, bersaglio composito",lr_penalized,0.93,0.0422707550503373,0.8524137931034482,0.9317647058823529
tesi,"tutti, bersaglio composito",lr_penalized,0.94,0.0404326656289524,0.8703448275862069,0.9411764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.95,0.0390730161283186,0.8848275862068965,0.9505882352941176
tesi,"tutti, bersaglio composito",lr_penalized,0.96,0.0371634867510347,0.9013793103448275,0.96
tesi,"tutti, bersaglio composito",lr_penalized,0.97,0.0350557576176488,0.9229885057471264,0.971764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.98,0.0330189167603944,0.9402298850574713,0.9811764705882353
tesi,"tutti, bersaglio composito",lr_penalized,0.99,0.0313137192279572,0.9519540229885057,0.9905882352941177
tesi,"tutti, bersaglio composito",lr_penalized,1.0,0.0217341058757987,0.9889655172413793,1.0
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.01,0.5710849274783049,0.002446782481037436,0.012422360248447204
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.02,0.4117549328852103,0.0068509909469048206,0.021739130434782608
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.03,0.4002419930675553,0.007585025691216051,0.031055900621118012
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.04,0.3604852623116309,0.009542451676045999,0.040372670807453416
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.05,0.3309138289413534,0.013212625397602153,0.052795031055900624
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.06,0.3097396680804444,0.014925373134328358,0.062111801242236024
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.07,0.3009674201076019,0.01639344262295082,0.07142857142857142
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.08,0.2890226712183899,0.019574259848299486,0.08074534161490683
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.09,0.272428215620407,0.02324443356985564,0.09006211180124224
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.1,0.2546235712951837,0.028382676780034255,0.10248447204968944
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.11,0.2408349016816513,0.0325422069977979,0.11180124223602485
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.12,0.2362328854706736,0.035233667726939075,0.12111801242236025
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.13,0.2249113093340079,0.038659163200391485,0.13043478260869565
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.14,0.2201577698874408,0.041595302177636406,0.14285714285714285
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.15,0.2158861381398044,0.04428676290677759,0.15217391304347827
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.16,0.2080431364745707,0.048446293124541226,0.16149068322981366
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.17,0.2058096198180216,0.05113775385368241,0.17080745341614906
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.18,0.2020382599024335,0.05554196231954979,0.18012422360248448
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.19,0.1955846258528901,0.06068020552972841,0.19254658385093168
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.2,0.1942374479314912,0.06239295326645461,0.20186335403726707
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.21,0.1910818175871213,0.06557377049180328,0.2111801242236025
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.22,0.1789392365344765,0.07633961340836799,0.2204968944099379
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.23,0.1718048181619309,0.08465867384389528,0.2329192546583851
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.24,0.1668703127839359,0.0915096647908001,0.2422360248447205
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.25,0.1605196398858931,0.09982872522632738,0.2515527950310559
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.26,0.1549145237209307,0.10765842916564718,0.2608695652173913
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.27,0.1515712135884429,0.11353070712013702,0.2701863354037267
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.28,0.1498532104521231,0.11671152434548569,0.2826086956521739
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.29,0.1476627364735517,0.1218497675556643,0.2919254658385093
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.3,0.1439168476877637,0.12992414974308783,0.30124223602484473
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.31,0.1415686925779767,0.13555174944947393,0.3105590062111801
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.32,0.1347535158979863,0.15023244433569855,0.32298136645962733
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.33,0.1328256615785855,0.15586004404208467,0.33229813664596275
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.34,0.1291361407478125,0.1634450697333007,0.3416149068322981
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.35,0.1272709790852144,0.16882799119158307,0.35093167701863354
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.36,0.1257422119187222,0.1756789821384879,0.36024844720496896
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.37,0.1249726250004712,0.1781257646195253,0.37267080745341613
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.38,0.1225267402469585,0.18522143381453388,0.38198757763975155
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.39,0.1207043485161067,0.19084903352092,0.391304347826087
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.4,0.1180091475465319,0.20039148519696598,0.40062111801242234
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.41,0.1127432867210667,0.22192317103009543,0.41304347826086957
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.42,0.1098623978021607,0.23268901394666014,0.422360248447205
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.43,0.1076448828227297,0.24223146562270614,0.43167701863354035
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.44,0.1057609228428232,0.25030584781012966,0.4409937888198758
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.45,0.1053922034129939,0.2527526302911671,0.4503105590062112
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.46,0.1030973024539173,0.2640078297039393,0.46273291925465837
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.47,0.1013583448683659,0.2713481771470516,0.4720496894409938
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.48,0.0989932095620004,0.28211402006361636,0.4813664596273292
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.49,0.0975720841385645,0.2904330804991436,0.4906832298136646
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.5,0.0965337533351695,0.2977734279422559,0.5
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.51,0.0958457430584165,0.303401027648642,0.5124223602484472
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.52,0.0946645660999507,0.3100073403474431,0.5217391304347826
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.53,0.0927792735316485,0.3210178615121116,0.531055900621118
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.54,0.0911613190726764,0.33349645216540247,0.5403726708074534
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.55,0.0883348959961036,0.35331539026180575,0.5527950310559007
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.56,0.0880347033781751,0.3560068509909469,0.562111801242236
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.57,0.0876316151651669,0.3582089552238806,0.5714285714285714
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.58,0.0864861397461316,0.3665280156594079,0.5807453416149069
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.59,0.0853741333080334,0.37264497186200146,0.5900621118012422
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.6,0.0831260919345327,0.3880597014925373,0.6024844720496895
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.61,0.0815732641052232,0.398825544409102,0.6118012422360248
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.62,0.0806610859132193,0.4068999265965256,0.6211180124223602
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.63,0.0784456779359036,0.42476143870809885,0.6304347826086957
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.64,0.0763122708112087,0.4470271592855395,0.6428571428571429
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.65,0.0757189688853065,0.4524100807438219,0.6521739130434783
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.66,0.073205899880747,0.47418644482505506,0.6614906832298136
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.67,0.0714165514510576,0.49278199168093956,0.6708074534161491
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.68,0.0707732026823879,0.501835086860778,0.6801242236024845
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.69,0.0694983107499212,0.5140689992659653,0.6925465838509317
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.7,0.0690863645235872,0.5196965989723513,0.7018633540372671
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.71,0.0685746382007947,0.525813555174945,0.7111801242236024
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.72,0.067193430033991,0.5392708588206508,0.7204968944099379
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.73,0.0655635140319288,0.5590897969170541,0.7329192546583851
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.74,0.0647030508276001,0.57058967457793,0.7422360248447205
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.75,0.0635814115476043,0.5830682652312209,0.7515527950310559
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.76,0.0631472499246767,0.5894298996819183,0.7608695652173914
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.77,0.0622440793390572,0.599217029606068,0.7701863354037267
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.78,0.0608831294854575,0.6158551504771226,0.782608695652174
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.79,0.0591760935209766,0.641301688279912,0.7919254658385093
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.8,0.0590850464573734,0.6427697577685344,0.8012422360248447
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.81,0.0575591956134325,0.6640567653535601,0.8105590062111802
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.82,0.056340955242477,0.6767800342549547,0.8229813664596274
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.83,0.0550086070184339,0.6948862246146318,0.8322981366459627
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.84,0.0534350920485587,0.7103009542451676,0.8416149068322981
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.85,0.0518775449314434,0.7286518228529484,0.8509316770186336
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.86,0.0493883335422469,0.7592366038659163,0.860248447204969
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.87,0.0483591704913207,0.7717151945192072,0.8726708074534162
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.88,0.0468095096182808,0.7898213848788843,0.8819875776397516
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.89,0.0448549380288475,0.8140445314411549,0.8913043478260869
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.9,0.04416450747535,0.8208955223880597,0.9006211180124224
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.91,0.0422707550503373,0.8429165647173966,0.9130434782608695
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.92,0.0404326656289524,0.8620014680694886,0.922360248447205
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.93,0.0398744192209367,0.8698311720088084,0.9316770186335404
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.94,0.0386277709347024,0.8830437974064106,0.9409937888198758
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.95,0.0364735302464142,0.9021287007585026,0.9503105590062112
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.96,0.0350557576176488,0.9180327868852459,0.9627329192546584
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.97,0.0334676249624485,0.932224125275263,0.9720496894409938
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.98,0.0319550919939718,0.9434793246880352,0.9813664596273292
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,0.99,0.0302907500597024,0.9554685588451187,0.9906832298136646
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",lr_penalized,1.0,0.0217341058757987,0.9882554440910203,1.0
tesi,"tutti, bersaglio composito",random_forest,0.01,0.3534851191453979,0.0022988505747126436,0.011764705882352941
tesi,"tutti, bersaglio composito",random_forest,0.02,0.3379730065730056,0.0036781609195402297,0.021176470588235293
tesi,"tutti, bersaglio composito",random_forest,0.03,0.3243306243305736,0.004827586206896552,0.03058823529411765
tesi,"tutti, bersaglio composito",random_forest,0.04,0.3146618456280359,0.006436781609195402,0.04
tesi,"tutti, bersaglio composito",random_forest,0.05,0.3007644594950884,0.009195402298850575,0.05176470588235294
tesi,"tutti, bersaglio composito",random_forest,0.06,0.2890826931895957,0.011264367816091954,0.0611764705882353
tesi,"tutti, bersaglio composito",random_forest,0.07,0.2844667639823818,0.01264367816091954,0.07058823529411765
tesi,"tutti, bersaglio composito",random_forest,0.08,0.2720101014740527,0.017701149425287357,0.08
tesi,"tutti, bersaglio composito",random_forest,0.09,0.2640386750982993,0.020689655172413793,0.09176470588235294
tesi,"tutti, bersaglio composito",random_forest,0.1,0.2602653341607981,0.022298850574712644,0.1011764705882353
tesi,"tutti, bersaglio composito",random_forest,0.11,0.2562368053024742,0.02413793103448276,0.11058823529411765
tesi,"tutti, bersaglio composito",random_forest,0.12,0.2502007133470253,0.028045977011494253,0.12
tesi,"tutti, bersaglio composito",random_forest,0.13,0.2451915343882334,0.030804597701149426,0.13176470588235295
tesi,"tutti, bersaglio composito",random_forest,0.14,0.2422708023747642,0.03287356321839081,0.1411764705882353
tesi,"tutti, bersaglio composito",random_forest,0.15,0.2350859217240035,0.036551724137931035,0.15058823529411763
tesi,"tutti, bersaglio composito",random_forest,0.16,0.2285871150183413,0.04091954022988506,0.16
tesi,"tutti, bersaglio composito",random_forest,0.17,0.2236465481433379,0.044137931034482755,0.17176470588235293
tesi,"tutti, bersaglio composito",random_forest,0.18,0.2203753595197418,0.04689655172413793,0.1811764705882353
tesi,"tutti, bersaglio composito",random_forest,0.19,0.218079233207287,0.04942528735632184,0.19058823529411764
tesi,"tutti, bersaglio composito",random_forest,0.2,0.215017298905987,0.05264367816091954,0.2
tesi,"tutti, bersaglio composito",random_forest,0.21,0.2081092024201537,0.05862068965517241,0.21176470588235294
tesi,"tutti, bersaglio composito",random_forest,0.22,0.2007177119038083,0.06413793103448276,0.2211764705882353
tesi,"tutti, bersaglio composito",random_forest,0.23,0.1953287296083506,0.0696551724137931,0.23058823529411765
tesi,"tutti, bersaglio composito",random_forest,0.24,0.1902439208154876,0.07563218390804598,0.24
tesi,"tutti, bersaglio composito",random_forest,0.25,0.1869373016247019,0.08068965517241379,0.25176470588235295
tesi,"tutti, bersaglio composito",random_forest,0.26,0.1842125170546166,0.08528735632183908,0.2611764705882353
tesi,"tutti, bersaglio composito",random_forest,0.27,0.1800117129998253,0.08896551724137931,0.27058823529411763
tesi,"tutti, bersaglio composito",random_forest,0.28,0.1787017177805339,0.09241379310344827,0.28
tesi,"tutti, bersaglio composito",random_forest,0.29,0.175804576097717,0.09609195402298851,0.2917647058823529
tesi,"tutti, bersaglio composito",random_forest,0.3,0.1705006635966881,0.10390804597701149,0.30117647058823527
tesi,"tutti, bersaglio composito",random_forest,0.31,0.1682064854421396,0.10896551724137932,0.31058823529411766
tesi,"tutti, bersaglio composito",random_forest,0.32,0.1665494714565486,0.11149425287356322,0.32
tesi,"tutti, bersaglio composito",random_forest,0.33,0.164447456049518,0.11448275862068966,0.33176470588235296
tesi,"tutti, bersaglio composito",random_forest,0.34,0.1618787077674148,0.11954022988505747,0.3411764705882353
tesi,"tutti, bersaglio composito",random_forest,0.35,0.1596697742084991,0.12459770114942528,0.35058823529411764
tesi,"tutti, bersaglio composito",random_forest,0.36,0.1580070654982525,0.12827586206896552,0.36
tesi,"tutti, bersaglio composito",random_forest,0.37,0.1562556581272533,0.13195402298850575,0.37176470588235294
tesi,"tutti, bersaglio composito",random_forest,0.38,0.153625825156133,0.1374712643678161,0.3811764705882353
tesi,"tutti, bersaglio composito",random_forest,0.39,0.1489593687565179,0.15057471264367817,0.3905882352941176
tesi,"tutti, bersaglio composito",random_forest,0.4,0.1456278073405552,0.15816091954022987,0.4
tesi,"tutti, bersaglio composito",random_forest,0.41,0.1407064155553322,0.16827586206896553,0.4117647058823529
tesi,"tutti, bersaglio composito",random_forest,0.42,0.139239443013707,0.1728735632183908,0.4211764705882353
tesi,"tutti, bersaglio composito",random_forest,0.43,0.1374061489443722,0.17793103448275863,0.43058823529411766
tesi,"tutti, bersaglio composito",random_forest,0.44,0.1352777477530625,0.18666666666666668,0.44
tesi,"tutti, bersaglio composito",random_forest,0.45,0.1333807867022319,0.19241379310344828,0.45176470588235296
tesi,"tutti, bersaglio composito",random_forest,0.46,0.1304446590220242,0.20206896551724138,0.4611764705882353
tesi,"tutti, bersaglio composito",random_forest,0.47,0.1299597915836815,0.2045977011494253,0.47058823529411764
tesi,"tutti, bersaglio composito",random_forest,0.48,0.1281891589234457,0.21149425287356322,0.48
tesi,"tutti, bersaglio composito",random_forest,0.49,0.1233819425688983,0.2289655172413793,0.49176470588235294
tesi,"tutti, bersaglio composito",random_forest,0.5,0.1208269466600733,0.24045977011494252,0.5011764705882353
tesi,"tutti, bersaglio composito",random_forest,0.51,0.1191809957937778,0.24850574712643678,0.5105882352941177
tesi,"tutti, bersaglio composito",random_forest,0.52,0.1178766494636607,0.25471264367816093,0.52
tesi,"tutti, bersaglio composito",random_forest,0.53,0.1167570134969999,0.26229885057471264,0.5317647058823529
tesi,"tutti, bersaglio composito",random_forest,0.54,0.1155143605448925,0.26850574712643677,0.5411764705882353
tesi,"tutti, bersaglio composito",random_forest,0.55,0.1142965392978937,0.2731034482758621,0.5505882352941176
tesi,"tutti, bersaglio composito",random_forest,0.56,0.1112163035094935,0.2889655172413793,0.56
tesi,"tutti, bersaglio composito",random_forest,0.57,0.1076399735035368,0.3096551724137931,0.571764705882353
tesi,"tutti, bersaglio composito",random_forest,0.58,0.1065233566109465,0.315632183908046,0.5811764705882353
tesi,"tutti, bersaglio composito",random_forest,0.59,0.1051366962515573,0.3239080459770115,0.5905882352941176
tesi,"tutti, bersaglio composito",random_forest,0.6,0.1042296855832707,0.33057471264367816,0.6
tesi,"tutti, bersaglio composito",random_forest,0.61,0.103008987499763,0.3388505747126437,0.611764705882353
tesi,"tutti, bersaglio composito",random_forest,0.62,0.101213096025531,0.3468965517241379,0.6211764705882353
tesi,"tutti, bersaglio composito",random_forest,0.63,0.0983717755589207,0.3659770114942529,0.6305882352941177
tesi,"tutti, bersaglio composito",random_forest,0.64,0.0971470214742657,0.3758620689655172,0.64
tesi,"tutti, bersaglio composito",random_forest,0.65,0.0960577637056252,0.38229885057471263,0.6517647058823529
