group,model,threshold,n,positives,prevalence,tp,fp,fn,tn,tests,net_benefit,net_benefit_all,net_benefit_none,avoided_per_100,beats_both
tutti,lr_scored,0.125,4350,425,0.09770114942528736,189,704,236,3221,893,0.020328407224958954,-0.03119868637110014,0.0,36.06896551724137,True
tutti,lr_scored,0.13,4350,425,0.09770114942528736,181,645,244,3280,826,0.019453032104637336,-0.03712511560311797,0.0,37.86383731211316,True
tutti,lr_scored,0.135,4350,425,0.09770114942528736,175,599,250,3326,774,0.018738954222310807,-0.04312005846787588,0.0,39.6355896126011,True
tutti,lr_scored,0.14,4350,425,0.09770114942528736,166,555,259,3370,721,0.017391071905907506,-0.04918470997059608,0.0,40.896551724137915,True
tutti,lr_scored,0.145,4350,425,0.09770114942528736,159,518,266,3407,677,0.016356792364051895,-0.055320293069839335,0.0,42.264764169639314,True
tutti,lr_scored,0.15,4350,425,0.09770114942528736,149,485,276,3440,634,0.014577417173766056,-0.06152805949966193,0.0,43.126436781609186,True
tutti,lr_scored,0.155,4350,425,0.09770114942528736,146,450,279,3475,596,0.014587499149833365,-0.06780929062096168,0.0,44.91954022988504,True
tutti,lr_scored,0.16,4350,425,0.09770114942528736,142,417,283,3508,559,0.014384236453201964,-0.07416529830322934,0.0,46.48850574712642,True
tutti,lr_scored,0.165,4350,425,0.09770114942528736,137,389,288,3536,526,0.013823387707343926,-0.08059742583797923,0.0,47.782654127481706,True
tutti,lr_scored,0.17,4350,425,0.09770114942528736,130,370,295,3555,500,0.012463647694225175,-0.08710704888519595,0.0,48.61392832995266,True
tutti,lr_scored,0.175,4350,425,0.09770114942528736,123,345,302,3580,468,0.011452455590386622,-0.09369557645419714,0.0,49.56978653530377,True
tutti,lr_scored,0.18,4350,425,0.09770114942528736,120,321,305,3604,441,0.011387720773759463,-0.10036445192038122,0.0,50.909323116219646,True
tutti,lr_scored,0.185,4350,425,0.09770114942528736,118,304,307,3621,422,0.011262957478316054,-0.10711515407940202,0.0,52.15035725380553,True
tutti,lr_scored,0.19,4350,425,0.09770114942528736,113,290,312,3635,403,0.010339151411948348,-0.11394919824038595,0.0,52.9860859044162,True
tutti,lr_scored,0.195,4350,425,0.09770114942528736,110,274,315,3651,384,0.01002927107874634,-0.1208681373598915,0.0,54.03713527851458,True
tutti,lr_scored,0.2,4350,425,0.09770114942528736,106,261,319,3664,367,0.009367816091954022,-0.12787356321839077,0.0,54.89655172413792,True
