group,model,threshold,n,positives,tests_per_100,found_per_100,missed_per_100,tests_per_case,tests_per_case_all,extra_tests_per_100_all,extra_cases_per_100_all,cost_per_case,cost_per_case_all,saving_per_100,incremental_cost_per_case,cost_per_case_low,cost_per_case_all_low,saving_per_100_low,incremental_cost_per_case_low,cost_per_case_high,cost_per_case_all_high,saving_per_100_high,incremental_cost_per_case_high
diabetici,lr_scored,0.15,263,68,89.35361216730038,24.334600760456272,1.520912547528517,3.671875,3.8676470588235294,10.64638783269962,1.520912547528517,179.921875,189.51470588235296,521.6730038022814,343.0,132.1875,139.23529411764707,383.2699619771863,252.0,235.0,247.52941176470588,681.3688212927757,448.0
diabetici,lr_scored,0.155,263,68,87.83269961977186,23.954372623574145,1.9011406844106464,3.6666666666666665,3.8676470588235294,12.167300380228136,1.9011406844106464,179.66666666666666,189.51470588235296,596.1977186311786,313.6,132.0,139.23529411764707,438.0228136882129,230.4,234.66666666666666,247.52941176470588,778.7072243346007,409.6
diabetici,lr_scored,0.16,263,68,83.26996197718631,23.954372623574145,1.9011406844106464,3.4761904761904763,3.8676470588235294,16.730038022813687,1.9011406844106464,170.33333333333334,189.51470588235296,819.7718631178707,431.2,125.14285714285714,139.23529411764707,602.2813688212927,316.8,222.47619047619048,247.52941176470588,1070.722433460076,563.2
diabetici,lr_scored,0.165,263,68,81.74904942965779,23.193916349809886,2.661596958174905,3.5245901639344264,3.8676470588235294,18.250950570342205,2.661596958174905,172.70491803278688,189.51470588235296,894.296577946768,336.0,126.88524590163935,139.23529411764707,657.0342205323194,246.85714285714286,225.5737704918033,247.52941176470588,1168.0608365019011,438.85714285714283
diabetici,lr_scored,0.17,263,68,81.36882129277566,23.193916349809886,2.661596958174905,3.5081967213114753,3.8676470588235294,18.631178707224336,2.661596958174905,171.9016393442623,189.51470588235296,912.9277566539924,343.0,126.29508196721311,139.23529411764707,670.7224334600761,252.0,224.52459016393442,247.52941176470588,1192.3954372623575,448.0
diabetici,lr_scored,0.175,263,68,78.70722433460077,22.0532319391635,3.802281368821293,3.5689655172413794,3.8676470588235294,21.29277566539924,3.802281368821293,174.8793103448276,189.51470588235296,1043.3460076045628,274.4,128.48275862068965,139.23529411764707,766.5399239543726,201.6,228.41379310344828,247.52941176470588,1362.7376425855514,358.4
diabetici,lr_scored,0.18,263,68,77.56653992395437,21.673003802281368,4.182509505703422,3.5789473684210527,3.8676470588235294,22.433460076045627,4.182509505703422,175.3684210526316,189.51470588235296,1099.2395437262358,262.8181818181818,128.8421052631579,139.23529411764707,807.6045627376426,193.0909090909091,229.05263157894737,247.52941176470588,1435.7414448669201,343.27272727272725
diabetici,lr_scored,0.185,263,68,74.90494296577947,21.29277566539924,4.562737642585551,3.517857142857143,3.8676470588235294,25.09505703422053,4.562737642585551,172.375,189.51470588235296,1229.6577946768061,269.5,126.64285714285714,139.23529411764707,903.4220532319391,198.0,225.14285714285714,247.52941176470588,1606.083650190114,352.0
diabetici,lr_scored,0.19,263,68,72.24334600760456,20.53231939163498,5.32319391634981,3.5185185185185186,3.8676470588235294,27.75665399239544,5.32319391634981,172.40740740740742,189.51470588235296,1360.0760456273765,255.5,126.66666666666667,139.23529411764707,999.2395437262358,187.71428571428572,225.1851851851852,247.52941176470588,1776.425855513308,333.7142857142857
diabetici,lr_scored,0.195,263,68,69.96197718631178,20.15209125475285,5.7034220532319395,3.4716981132075473,3.8676470588235294,30.03802281368821,5.7034220532319395,170.11320754716982,189.51470588235296,1471.8631178707224,258.06666666666666,124.9811320754717,139.23529411764707,1081.3688212927757,189.6,222.18867924528303,247.52941176470588,1922.4334600760455,337.06666666666666
diabetici,lr_scored,0.2,263,68,68.44106463878327,19.39163498098859,6.4638783269961975,3.5294117647058822,3.8676470588235294,31.55893536121673,6.4638783269961975,172.94117647058823,189.51470588235296,1546.3878326996198,239.23529411764707,127.05882352941177,139.23529411764707,1136.1216730038022,175.76470588235293,225.88235294117646,247.52941176470588,2019.7718631178707,312.47058823529414
non diabetici,lr_scored,0.02,4087,357,100.0,8.735013457303646,0.0,11.448179271708684,11.448179271708684,0.0,0.0,560.9607843137255,560.9607843137255,0.0,,412.1344537815126,412.1344537815126,0.0,,732.6834733893558,732.6834733893558,0.0,
non diabetici,lr_scored,0.025,4087,357,99.9021287007585,8.735013457303646,0.0,11.436974789915967,11.448179271708684,0.09787129924149743,0.0,560.4117647058823,560.9607843137255,4.795693662833374,,411.7310924369748,412.1344537815126,3.5233667726939073,,731.9663865546219,732.6834733893558,6.263763151455835,
non diabetici,lr_scored,0.03,4087,357,99.31490090530951,8.686077807682898,0.048935649620748714,11.433802816901409,11.448179271708684,0.685099094690482,0.048935649620748714,560.256338028169,560.9607843137255,33.56985563983362,686.0,411.6169014084507,412.1344537815126,24.663567408857354,504.0,731.7633802816902,732.6834733893558,43.84634206019085,896.0
non diabetici,lr_scored,0.035,4087,357,96.79471494984097,8.563738683631025,0.1712747736726205,11.302857142857142,11.448179271708684,3.205285050159041,0.1712747736726205,553.84,560.9607843137255,157.058967457793,917.0,406.9028571428571,412.1344537815126,115.39026180572547,673.7142857142857,723.3828571428571,732.6834733893558,205.13824321017862,1197.7142857142858
non diabetici,lr_scored,0.04,4087,357,92.61071690726695,8.392463909958405,0.342549547345241,11.034985422740524,11.448179271708684,7.389283092733056,0.342549547345241,540.7142857142857,560.9607843137255,362.07487154391976,1057.0,397.25947521865885,412.1344537815126,266.01419133839,776.5714285714286,706.2390670553935,732.6834733893558,472.91411793491557,1380.5714285714287
non diabetici,lr_scored,0.045,4087,357,86.46929287986298,8.049914362613164,0.685099094690482,10.74164133738602,11.448179271708684,13.53070712013702,0.685099094690482,526.3404255319149,560.9607843137255,663.004648886714,967.75,386.69908814589667,412.1344537815126,487.10545632493273,711.0,687.4650455927052,732.6834733893558,865.9652556887693,1264.0
non diabetici,lr_scored,0.05,4087,357,79.30022021042329,7.707364815267923,1.027648642035723,10.28888888888889,11.448179271708684,20.699779789576706,1.027648642035723,504.15555555555557,560.9607843137255,1014.2892096892585,987.0,370.40000000000003,412.1344537815126,745.1920724247614,725.1428571428571,658.4888888888889,732.6834733893558,1324.7859065329092,1289.142857142857
non diabetici,lr_scored,0.055,4087,357,71.95987276731098,7.169072669439687,1.5659407878639588,10.03754266211604,11.448179271708684,28.040127232689013,1.5659407878639588,491.839590443686,560.9607843137255,1373.9662344017615,877.40625,361.35153583617745,412.1344537815126,1009.4445803768044,644.625,642.4027303754266,732.6834733893558,1794.5681428920968,1146.0
non diabetici,lr_scored,0.06,4087,357,65.13334964521654,6.826523122094446,1.9084903352092,9.54121863799283,11.448179271708684,34.86665035478346,1.9084903352092,467.5197132616487,560.9607843137255,1708.4658673843894,895.1923076923077,343.4838709677419,412.1344537815126,1255.1994127722046,657.6923076923077,610.6379928315412,732.6834733893558,2231.4656227061414,1169.2307692307693
non diabetici,lr_scored,0.065,4087,357,58.33129434793247,6.45950574993883,2.2755077073648153,9.030303030303031,11.448179271708684,41.66870565206753,2.2755077073648153,442.4848484848485,560.9607843137255,2041.766576951309,897.2795698924731,325.0909090909091,412.1344537815126,1500.073403474431,659.2258064516129,577.939393939394,732.6834733893558,2666.797161732322,1171.9569892473119
