number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.2132481720161512,2026-09-19 19:36:52.879514,2026-09-19 19:36:55.519764,0 days 00:00:02.640250,0.7299931514829414,0.05601921547625205,1,775,4.291123766203381,2.028255704694497,0.6182532860070354,"{'n_estimators': 775, 'learning_rate': 0.05601921547625205, 'max_depth': 1, 'subsample': 0.6182532860070354, 'colsample_bytree': 0.7299931514829414, 'reg_alpha': 4.291123766203381, 'reg_lambda': 2.028255704694497}",,COMPLETE
1,0.21030609808917494,2026-09-19 19:36:55.519764,2026-09-19 19:37:01.815976,0 days 00:00:06.296212,0.5780093202212182,0.2536999076681772,9,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,,COMPLETE
2,0.23703407350466282,2026-09-19 19:37:01.815976,2026-09-19 19:37:17.660600,0 days 00:00:15.844624,0.9849549260809971,0.07725378389307355,9,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,,COMPLETE
3,0.21684998950607853,2026-09-19 19:37:17.660600,2026-09-19 19:37:21.380004,0 days 00:00:03.719404,0.7159725093210578,0.018659959624904916,4,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,,COMPLETE
4,0.2133297688262401,2026-09-19 19:37:21.380004,2026-09-19 19:37:27.382793,0 days 00:00:06.002789,0.8925879806965068,0.027010527749605478,5,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,,COMPLETE
5,0.23772387791957456,2026-09-19 19:37:27.382793,2026-09-19 19:37:51.917270,0 days 00:00:24.534477,0.5325257964926398,0.011711509955524094,8,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,,COMPLETE
6,0.19738721580573867,2026-09-19 19:37:51.917270,2026-09-19 19:37:52.881921,0 days 00:00:00.964651,0.7200762468698007,0.028180680291847244,2,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,,PRUNED
7,0.19593624038413168,2026-09-19 19:37:52.881921,2026-09-19 19:37:53.343639,0 days 00:00:00.461718,0.6558555380447055,0.22038218939289875,4,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,,PRUNED
8,0.19380476679519398,2026-09-19 19:37:53.343639,2026-09-19 19:37:54.469798,0 days 00:00:01.126159,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,,PRUNED
9,0.18498913093985764,2026-09-19 19:37:54.469798,2026-09-19 19:37:54.861815,0 days 00:00:00.392017,0.6943386448447411,0.01947558230629543,1,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,,PRUNED
10,0.23719268179081898,2026-09-19 19:37:54.861815,2026-09-19 19:38:28.966970,0 days 00:00:34.105155,0.5528119174156088,0.022904893512582965,11,1125,2.8763402513711576,2.148104177731638,0.6911932691408326,,"{""colsample_bytree"": 0.5528119174156088, ""learning_rate"": 0.022904893512582965, ""max_depth"": 11, ""n_estimators"": 1125, ""reg_alpha"": 2.8763402513711576, ""reg_lambda"": 2.148104177731638, ""subsample"": 0.6911932691408326}",COMPLETE
11,0.24056728309530456,2026-09-19 19:38:28.966970,2026-09-19 19:38:58.628706,0 days 00:00:29.661736,0.6280602179320391,0.014788673318483887,9,785,4.322000348012397,3.7397298624413446,0.7392203375502684,,"{""colsample_bytree"": 0.6280602179320391, ""learning_rate"": 0.014788673318483887, ""max_depth"": 9, ""n_estimators"": 785, ""reg_alpha"": 4.322000348012397, ""reg_lambda"": 3.7397298624413446, ""subsample"": 0.7392203375502684}",COMPLETE
12,0.20350464893089587,2026-09-19 19:38:58.628706,2026-09-19 19:39:04.507263,0 days 00:00:05.878557,0.6381193087162881,0.011349244289804465,9,635,3.650387818597695,4.7776287780775,0.7773723679026682,,"{""colsample_bytree"": 0.6381193087162881, ""learning_rate"": 0.011349244289804465, ""max_depth"": 9, ""n_estimators"": 635, ""reg_alpha"": 3.650387818597695, ""reg_lambda"": 4.7776287780775, ""subsample"": 0.7773723679026682}",PRUNED
13,0.24334705038778867,2026-09-19 19:39:04.507263,2026-09-19 19:39:39.681857,0 days 00:00:35.174594,0.5157490404932322,0.01347142691286108,12,813,4.414713311962696,4.136998965077928,0.7063987962939298,,"{""colsample_bytree"": 0.5157490404932322, ""learning_rate"": 0.01347142691286108, ""max_depth"": 12, ""n_estimators"": 813, ""reg_alpha"": 4.414713311962696, ""reg_lambda"": 4.136998965077928, ""subsample"": 0.7063987962939298}",COMPLETE
14,0.20301053367566313,2026-09-19 19:39:39.681857,2026-09-19 19:39:44.506519,0 days 00:00:04.824662,0.5943529068293576,0.02494688647953222,10,627,3.2822948811736783,3.111261134899392,0.7817546156925261,,"{""colsample_bytree"": 0.5943529068293576, ""learning_rate"": 0.02494688647953222, ""max_depth"": 10, ""n_estimators"": 627, ""reg_alpha"": 3.2822948811736783, ""reg_lambda"": 3.111261134899392, ""subsample"": 0.7817546156925261}",PRUNED
15,0.2062353149404531,2026-09-19 19:39:44.506519,2026-09-19 19:39:51.607752,0 days 00:00:07.101233,0.6099849699193922,0.022378475545078172,12,940,3.159972504071827,3.8385543712110017,0.7232358897699899,,"{""colsample_bytree"": 0.6099849699193922, ""learning_rate"": 0.022378475545078172, ""max_depth"": 12, ""n_estimators"": 940, ""reg_alpha"": 3.159972504071827, ""reg_lambda"": 3.8385543712110017, ""subsample"": 0.7232358897699899}",PRUNED
