number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.26449130668688176,2026-09-19 16:23:49.971892,2026-09-19 16:23:50.423700,0 days 00:00:00.451808,0.04703277038662568,0.015348627248568662,"{'C': 0.04703277038662568, 'l1_ratio': 0.015348627248568662}",,COMPLETE
1,0.09770114942528736,2026-09-19 16:23:50.423700,2026-09-19 16:23:50.459723,0 days 00:00:00.036023,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.25893480041954486,2026-09-19 16:23:50.459723,2026-09-19 16:23:52.447944,0 days 00:00:01.988221,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.09770114942528736,2026-09-19 16:23:52.447944,2026-09-19 16:23:52.479254,0 days 00:00:00.031310,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 16:23:52.479254,2026-09-19 16:23:52.502672,0 days 00:00:00.023418,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.2713143660251219,2026-09-19 16:23:52.502672,2026-09-19 16:23:52.998947,0 days 00:00:00.496275,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 16:23:52.998947,2026-09-19 16:23:53.003908,0 days 00:00:00.004961,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.2556425595402886,2026-09-19 16:23:53.003908,2026-09-19 16:23:56.691089,0 days 00:00:03.687181,1.452824663751602,0.21233911067827616,,,COMPLETE
8,0.09770114942528736,2026-09-19 16:23:56.691089,2026-09-19 16:23:56.700623,0 days 00:00:00.009534,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.09770114942528736,2026-09-19 16:23:56.700623,2026-09-19 16:23:56.708620,0 days 00:00:00.007997,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.2813901330066109,2026-09-19 16:23:56.708620,2026-09-19 16:23:58.078738,0 days 00:00:01.370118,3.336674728806253,0.8163702524459464,,"{""C"": 3.336674728806253, ""l1_ratio"": 0.8163702524459464}",PRUNED
11,0.26497452166574603,2026-09-19 16:23:58.078738,2026-09-19 16:23:58.836216,0 days 00:00:00.757478,0.1129143129041187,0.27848325204456037,,"{""C"": 0.1129143129041187, ""l1_ratio"": 0.27848325204456037}",COMPLETE
12,0.27140173191815703,2026-09-19 16:23:58.836216,2026-09-19 16:23:59.358681,0 days 00:00:00.522465,0.10438731734512731,0.7159313561954709,,"{""C"": 0.10438731734512731, ""l1_ratio"": 0.7159313561954709}",COMPLETE
13,0.2847080533715412,2026-09-19 16:23:59.358681,2026-09-19 16:23:59.410396,0 days 00:00:00.051715,0.03961225295306242,0.6771780619967944,,"{""C"": 0.03961225295306242, ""l1_ratio"": 0.6771780619967944}",PRUNED
14,0.26810113278815284,2026-09-19 16:23:59.410396,2026-09-19 16:24:00.282185,0 days 00:00:00.871789,0.18696064030541393,0.8823788930080321,,"{""C"": 0.18696064030541393, ""l1_ratio"": 0.8823788930080321}",COMPLETE
