number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
15,0.2841454276158717,2026-09-19 16:24:00.282185,2026-09-19 16:24:00.787054,0 days 00:00:00.504869,0.7945589596516814,0.36718738916482846,,"{""C"": 0.7945589596516814, ""l1_ratio"": 0.36718738916482846}",PRUNED
16,0.28354141251767556,2026-09-19 16:24:00.787054,2026-09-19 16:24:02.180098,0 days 00:00:01.393044,6.878468341492689,0.35877199948845145,,"{""C"": 6.878468341492689, ""l1_ratio"": 0.35877199948845145}",PRUNED
17,0.09770114942528736,2026-09-19 16:24:02.180098,2026-09-19 16:24:02.187187,0 days 00:00:00.007089,0.0002005217688850077,0.5498434324761733,,"{""C"": 0.0002005217688850077, ""l1_ratio"": 0.5498434324761733}",PRUNED
18,0.276296233464691,2026-09-19 16:24:02.187187,2026-09-19 16:24:02.237726,0 days 00:00:00.050539,0.034756735407008785,0.7221375941975071,,"{""C"": 0.034756735407008785, ""l1_ratio"": 0.7221375941975071}",PRUNED
19,0.2847671924994629,2026-09-19 16:24:02.237726,2026-09-19 16:24:03.608166,0 days 00:00:01.370440,5.414878431865033,0.5811747904752339,,"{""C"": 5.414878431865033, ""l1_ratio"": 0.5811747904752339}",PRUNED
20,0.09770114942528736,2026-09-19 16:24:03.608166,2026-09-19 16:24:03.616996,0 days 00:00:00.008830,0.004435619647669835,0.793175297942518,,"{""C"": 0.004435619647669835, ""l1_ratio"": 0.793175297942518}",PRUNED
21,0.2628953699820825,2026-09-19 16:24:03.616996,2026-09-19 16:24:04.453256,0 days 00:00:00.836260,0.2039753705184929,0.8120068117522351,,"{""C"": 0.2039753705184929, ""l1_ratio"": 0.8120068117522351}",COMPLETE
22,0.27769009478260065,2026-09-19 16:24:04.453256,2026-09-19 16:24:04.515944,0 days 00:00:00.062688,0.04926446264743093,0.9470749181182032,,"{""C"": 0.04926446264743093, ""l1_ratio"": 0.9470749181182032}",PRUNED
23,0.290823848895836,2026-09-19 16:24:04.515944,2026-09-19 16:24:04.906582,0 days 00:00:00.390638,0.5818547497908516,0.9212211843778864,,"{""C"": 0.5818547497908516, ""l1_ratio"": 0.9212211843778864}",PRUNED
24,0.28271836890918695,2026-09-19 16:24:04.906582,2026-09-19 16:24:06.128841,0 days 00:00:01.222259,2.1823116441725396,0.9866902109849165,,"{""C"": 2.1823116441725396, ""l1_ratio"": 0.9866902109849165}",PRUNED
25,0.2706040991786621,2026-09-19 16:24:06.128841,2026-09-19 16:24:06.557297,0 days 00:00:00.428456,0.08843729504895091,0.4813649392493927,,"{""C"": 0.08843729504895091, ""l1_ratio"": 0.4813649392493927}",COMPLETE
26,0.28176705849294154,2026-09-19 16:24:06.557297,2026-09-19 16:24:06.599188,0 days 00:00:00.041891,0.02928194576987475,0.47133296370241384,,"{""C"": 0.02928194576987475, ""l1_ratio"": 0.47133296370241384}",PRUNED
27,0.27036938179136527,2026-09-19 16:24:06.599188,2026-09-19 16:24:07.049938,0 days 00:00:00.450750,0.09566732104800355,0.5648745904837504,,"{""C"": 0.09566732104800355, ""l1_ratio"": 0.5648745904837504}",COMPLETE
28,0.2063280558345266,2026-09-19 16:24:07.049938,2026-09-19 16:24:07.073136,0 days 00:00:00.023198,0.009968511269739473,0.6411444438857882,,"{""C"": 0.009968511269739473, ""l1_ratio"": 0.6411444438857882}",PRUNED
29,0.2904294854823685,2026-09-19 16:24:07.073136,2026-09-19 16:24:07.500961,0 days 00:00:00.427825,0.651451140872638,0.7036862301697874,,"{""C"": 0.651451140872638, ""l1_ratio"": 0.7036862301697874}",PRUNED
