number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.28175781867728633,2026-09-19 16:37:23.064934,2026-09-19 16:37:23.813497,0 days 00:00:00.748563,0.6378406858761497,0.05735290999311754,1,331,0.5149589868525593,0.17030711279547273,0.6194502386426519,"{'n_estimators': 331, 'learning_rate': 0.05735290999311754, 'max_depth': 1, 'subsample': 0.6194502386426519, 'colsample_bytree': 0.6378406858761497, 'reg_alpha': 0.5149589868525593, 'reg_lambda': 0.17030711279547273}",,COMPLETE
1,0.23748536351641292,2026-09-19 16:37:23.813497,2026-09-19 16:37:25.616642,0 days 00:00:01.803145,0.5780093202212182,0.2536999076681772,9,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,,COMPLETE
2,0.22609904097997444,2026-09-19 16:37:25.616642,2026-09-19 16:37:30.121167,0 days 00:00:04.504525,0.9849549260809971,0.07725378389307355,9,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,,COMPLETE
3,0.2578692583922633,2026-09-19 16:37:30.121167,2026-09-19 16:37:31.925016,0 days 00:00:01.803849,0.7159725093210578,0.018659959624904916,4,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,,COMPLETE
4,0.2553484137510426,2026-09-19 16:37:31.925016,2026-09-19 16:37:34.691743,0 days 00:00:02.766727,0.8925879806965068,0.027010527749605478,5,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,,COMPLETE
5,0.23677392652601328,2026-09-19 16:37:34.691743,2026-09-19 16:37:35.963998,0 days 00:00:01.272255,0.5325257964926398,0.011711509955524094,8,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,,PRUNED
6,0.2783316076692521,2026-09-19 16:37:35.963998,2026-09-19 16:37:38.738584,0 days 00:00:02.774586,0.7200762468698007,0.028180680291847244,2,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,,COMPLETE
7,0.25849751183086933,2026-09-19 16:37:38.738584,2026-09-19 16:37:39.094530,0 days 00:00:00.355946,0.6558555380447055,0.22038218939289875,4,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,,PRUNED
8,0.21957131691882553,2026-09-19 16:37:39.094530,2026-09-19 16:37:39.391146,0 days 00:00:00.296616,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,,PRUNED
9,0.23096661504915308,2026-09-19 16:37:39.391146,2026-09-19 16:37:39.496249,0 days 00:00:00.105103,0.6943386448447411,0.01947558230629543,1,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,,PRUNED
10,0.24355691582912903,2026-09-19 16:37:39.496249,2026-09-19 16:37:39.711579,0 days 00:00:00.215330,0.7063667133904311,0.0639159661154761,1,665,3.781846808626815,1.2341519668440526,0.6140777260286947,,"{""colsample_bytree"": 0.7063667133904311, ""learning_rate"": 0.0639159661154761, ""max_depth"": 1, ""n_estimators"": 665, ""reg_alpha"": 3.781846808626815, ""reg_lambda"": 1.2341519668440526, ""subsample"": 0.6140777260286947}",PRUNED
11,0.2477847747487051,2026-09-19 16:37:39.711579,2026-09-19 16:37:42.276341,0 days 00:00:02.564762,0.6567555686511025,0.08620533673440825,2,1158,0.5262323798402203,0.48260937280586114,0.6068845722065702,,"{""colsample_bytree"": 0.6567555686511025, ""learning_rate"": 0.08620533673440825, ""max_depth"": 2, ""n_estimators"": 1158, ""reg_alpha"": 0.5262323798402203, ""reg_lambda"": 0.48260937280586114, ""subsample"": 0.6068845722065702}",COMPLETE
