number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.22934905553125923,2026-09-19 16:39:40.598152,2026-09-19 16:39:42.281641,0 days 00:00:01.683489,0.781526069129198,0.06261929620791179,1,772,2.69921339565992,1.9650692643741328,0.6438566906133439,"{'n_estimators': 772, 'learning_rate': 0.06261929620791179, 'max_depth': 1, 'subsample': 0.6438566906133439, 'colsample_bytree': 0.781526069129198, 'reg_alpha': 2.69921339565992, 'reg_lambda': 1.9650692643741328}",,COMPLETE
1,0.20392535988835342,2026-09-19 16:39:42.282640,2026-09-19 16:39:44.162133,0 days 00:00:01.879493,0.5780093202212182,0.2536999076681772,9,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,,COMPLETE
2,0.20654691257703095,2026-09-19 16:39:44.162133,2026-09-19 16:39:48.500638,0 days 00:00:04.338505,0.9849549260809971,0.07725378389307355,9,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,,COMPLETE
3,0.22347297898311602,2026-09-19 16:39:48.500638,2026-09-19 16:39:50.344360,0 days 00:00:01.843722,0.7159725093210578,0.018659959624904916,4,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,,COMPLETE
4,0.21971024053499236,2026-09-19 16:39:50.344360,2026-09-19 16:39:53.132181,0 days 00:00:02.787821,0.8925879806965068,0.027010527749605478,5,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,,COMPLETE
5,0.16063427856652554,2026-09-19 16:39:53.132181,2026-09-19 16:39:54.418846,0 days 00:00:01.286665,0.5325257964926398,0.011711509955524094,8,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,,PRUNED
6,0.23082530086898298,2026-09-19 16:39:54.418846,2026-09-19 16:39:57.062830,0 days 00:00:02.643984,0.7200762468698007,0.028180680291847244,2,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,,COMPLETE
7,0.17501203131617094,2026-09-19 16:39:57.062830,2026-09-19 16:39:57.226350,0 days 00:00:00.163520,0.6558555380447055,0.22038218939289875,4,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,,PRUNED
8,0.15998575050705346,2026-09-19 16:39:57.226350,2026-09-19 16:39:57.529269,0 days 00:00:00.302919,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,,PRUNED
9,0.19094154801890725,2026-09-19 16:39:57.529269,2026-09-19 16:39:57.638460,0 days 00:00:00.109191,0.6943386448447411,0.01947558230629543,1,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,,PRUNED
10,0.19539286086252516,2026-09-19 16:39:57.638460,2026-09-19 16:39:58.026452,0 days 00:00:00.387992,0.5200027144926168,0.015730268965172486,2,875,1.5971862862734376,3.068884469957136,0.9309770352075754,,"{""colsample_bytree"": 0.5200027144926168, ""learning_rate"": 0.015730268965172486, ""max_depth"": 2, ""n_estimators"": 875, ""reg_alpha"": 1.5971862862734376, ""reg_lambda"": 3.068884469957136, ""subsample"": 0.9309770352075754}",PRUNED
11,0.19223494364584326,2026-09-19 16:39:58.026452,2026-09-19 16:39:58.839223,0 days 00:00:00.812771,0.8165121702067488,0.04178628650655616,4,780,3.5822152644161185,2.422499538414505,0.8183311446113024,,"{""colsample_bytree"": 0.8165121702067488, ""learning_rate"": 0.04178628650655616, ""max_depth"": 4, ""n_estimators"": 780, ""reg_alpha"": 3.5822152644161185, ""reg_lambda"": 2.422499538414505, ""subsample"": 0.8183311446113024}",PRUNED
12,0.22437649880082597,2026-09-19 16:39:58.839223,2026-09-19 16:40:01.588744,0 days 00:00:02.749521,0.7774536104248444,0.024948766083466772,2,916,0.14615946797163415,2.330922132427275,0.6782561163571956,,"{""colsample_bytree"": 0.7774536104248444, ""learning_rate"": 0.024948766083466772, ""max_depth"": 2, ""n_estimators"": 916, ""reg_alpha"": 0.14615946797163415, ""reg_lambda"": 2.330922132427275, ""subsample"": 0.6782561163571956}",COMPLETE
13,0.19991523836737946,2026-09-19 16:40:01.588744,2026-09-19 16:40:02.188000,0 days 00:00:00.599256,0.7252583081139429,0.03237101731186772,2,1096,0.20417296098539428,1.4947640433051927,0.8669834408536314,,"{""colsample_bytree"": 0.7252583081139429, ""learning_rate"": 0.03237101731186772, ""max_depth"": 2, ""n_estimators"": 1096, ""reg_alpha"": 0.20417296098539428, ""reg_lambda"": 1.4947640433051927, ""subsample"": 0.8669834408536314}",PRUNED
14,0.19414553869456108,2026-09-19 16:40:02.188000,2026-09-19 16:40:02.762405,0 days 00:00:00.574405,0.7298486550490296,0.04111506851614818,3,785,0.8472008615245081,1.761096261293631,0.9046945470672464,,"{""colsample_bytree"": 0.7298486550490296, ""learning_rate"": 0.04111506851614818, ""max_depth"": 3, ""n_estimators"": 785, ""reg_alpha"": 0.8472008615245081, ""reg_lambda"": 1.761096261293631, ""subsample"": 0.9046945470672464}",PRUNED
