number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.26083434728192734,2026-09-19 16:23:34.313306,2026-09-19 16:23:34.467774,0 days 00:00:00.154468,0.01444525102276306,0.2912291401980419,"{'C': 0.01444525102276306, 'l1_ratio': 0.2912291401980419}",,COMPLETE
1,0.09770114942528736,2026-09-19 16:23:34.467774,2026-09-19 16:23:34.504805,0 days 00:00:00.037031,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.23723728807248085,2026-09-19 16:23:34.504805,2026-09-19 16:23:36.674190,0 days 00:00:02.169385,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.09770114942528736,2026-09-19 16:23:36.674190,2026-09-19 16:23:36.706753,0 days 00:00:00.032563,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 16:23:36.706753,2026-09-19 16:23:36.730991,0 days 00:00:00.024238,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.2531755624359096,2026-09-19 16:23:36.730991,2026-09-19 16:23:37.181505,0 days 00:00:00.450514,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 16:23:37.181505,2026-09-19 16:23:37.187529,0 days 00:00:00.006024,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.2299441730887283,2026-09-19 16:23:37.187529,2026-09-19 16:23:41.476781,0 days 00:00:04.289252,1.452824663751602,0.21233911067827616,,,COMPLETE
8,0.09770114942528736,2026-09-19 16:23:41.476781,2026-09-19 16:23:41.484172,0 days 00:00:00.007391,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.09770114942528736,2026-09-19 16:23:41.484172,2026-09-19 16:23:41.491636,0 days 00:00:00.007464,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.25446504596595176,2026-09-19 16:23:41.491636,2026-09-19 16:23:41.739303,0 days 00:00:00.247667,0.0301674852885256,0.18438134197009548,,"{""C"": 0.0301674852885256, ""l1_ratio"": 0.18438134197009548}",COMPLETE
11,0.24396973503101588,2026-09-19 16:23:41.739303,2026-09-19 16:23:42.415205,0 days 00:00:00.675902,0.10739897179555577,0.1718677247135283,,"{""C"": 0.10739897179555577, ""l1_ratio"": 0.1718677247135283}",COMPLETE
12,0.25480120708316945,2026-09-19 16:23:42.415205,2026-09-19 16:23:42.673203,0 days 00:00:00.257998,0.04445303329950283,0.36297394270888905,,"{""C"": 0.04445303329950283, ""l1_ratio"": 0.36297394270888905}",COMPLETE
13,0.2571841193113161,2026-09-19 16:23:42.673203,2026-09-19 16:23:42.899692,0 days 00:00:00.226489,0.03589353788638111,0.37314467432752885,,"{""C"": 0.03589353788638111, ""l1_ratio"": 0.37314467432752885}",COMPLETE
14,0.09770114942528736,2026-09-19 16:23:42.899692,2026-09-19 16:23:42.905873,0 days 00:00:00.006181,0.0002559145906842277,0.3715216937800338,,"{""C"": 0.0002559145906842277, ""l1_ratio"": 0.3715216937800338}",PRUNED
15,0.16693895195790498,2026-09-19 16:23:42.905873,2026-09-19 16:23:42.930900,0 days 00:00:00.025027,0.005331857756037931,0.4302618671919861,,"{""C"": 0.005331857756037931, ""l1_ratio"": 0.4302618671919861}",PRUNED
16,0.18783263846788328,2026-09-19 16:23:42.930900,2026-09-19 16:23:45.029385,0 days 00:00:02.098485,7.433018926294168,0.8926611791298086,,"{""C"": 7.433018926294168, ""l1_ratio"": 0.8926611791298086}",PRUNED
17,0.2428918843621505,2026-09-19 16:23:45.029385,2026-09-19 16:23:45.555697,0 days 00:00:00.526312,0.05836552232601993,0.03106806070876189,,"{""C"": 0.05836552232601993, ""l1_ratio"": 0.03106806070876189}",COMPLETE
18,0.24493099821845965,2026-09-19 16:23:45.555697,2026-09-19 16:23:46.024083,0 days 00:00:00.468386,0.2178930524261939,0.29089870632121007,,"{""C"": 0.2178930524261939, ""l1_ratio"": 0.29089870632121007}",PRUNED
19,0.2534199069950682,2026-09-19 16:23:46.024083,2026-09-19 16:23:46.218884,0 days 00:00:00.194801,0.010209282912782676,0.05561481834941656,,"{""C"": 0.010209282912782676, ""l1_ratio"": 0.05561481834941656}",COMPLETE
20,0.2093525272067248,2026-09-19 16:23:46.218884,2026-09-19 16:23:46.245940,0 days 00:00:00.027056,0.02609303682268181,0.7062377418834913,,"{""C"": 0.02609303682268181, ""l1_ratio"": 0.7062377418834913}",PRUNED
21,0.25452641647943386,2026-09-19 16:23:46.245940,2026-09-19 16:23:46.508039,0 days 00:00:00.262099,0.04418504525508129,0.3817773293343606,,"{""C"": 0.04418504525508129, ""l1_ratio"": 0.3817773293343606}",COMPLETE
22,0.20516392582230095,2026-09-19 16:23:46.508039,2026-09-19 16:23:46.531752,0 days 00:00:00.023713,0.007519707850991032,0.3214521700534627,,"{""C"": 0.007519707850991032, ""l1_ratio"": 0.3214521700534627}",PRUNED
23,0.25261683313622774,2026-09-19 16:23:46.531752,2026-09-19 16:23:46.907574,0 days 00:00:00.375822,0.07637030982849408,0.49226407494574353,,"{""C"": 0.07637030982849408, ""l1_ratio"": 0.49226407494574353}",COMPLETE
24,0.09770114942528736,2026-09-19 16:23:46.907574,2026-09-19 16:23:46.916553,0 days 00:00:00.008979,0.0015997042090749559,0.3032237092630954,,"{""C"": 0.0015997042090749559, ""l1_ratio"": 0.3032237092630954}",PRUNED
25,0.09770114942528736,2026-09-19 16:23:46.916553,2026-09-19 16:23:46.923559,0 days 00:00:00.007006,0.001440830037724264,0.8437580654606656,,"{""C"": 0.001440830037724264, ""l1_ratio"": 0.8437580654606656}",PRUNED
26,0.09770114942528736,2026-09-19 16:23:46.923559,2026-09-19 16:23:46.929559,0 days 00:00:00.006000,0.0002291027226303695,0.6869899695394674,,"{""C"": 0.0002291027226303695, ""l1_ratio"": 0.6869899695394674}",PRUNED
27,0.20663001653243976,2026-09-19 16:23:46.929559,2026-09-19 16:23:46.954219,0 days 00:00:00.024660,0.014305407641117292,0.41015250173994405,,"{""C"": 0.014305407641117292, ""l1_ratio"": 0.41015250173994405}",PRUNED
28,0.1863811325469884,2026-09-19 16:23:46.954219,2026-09-19 16:23:49.047129,0 days 00:00:02.092910,9.551743658898717,0.4247929610827382,,"{""C"": 9.551743658898717, ""l1_ratio"": 0.4247929610827382}",PRUNED
29,0.19522662976664773,2026-09-19 16:23:49.047129,2026-09-19 16:23:49.816416,0 days 00:00:00.769287,1.5240839683459757,0.45654335665096274,,"{""C"": 1.5240839683459757, ""l1_ratio"": 0.45654335665096274}",PRUNED
