number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.23358391810635748,2026-09-19 16:24:07.774150,2026-09-19 16:24:07.990029,0 days 00:00:00.215879,0.005075359418213231,0.01043954168087604,"{'C': 0.005075359418213231, 'l1_ratio': 0.01043954168087604}",,COMPLETE
1,0.09770114942528736,2026-09-19 16:24:07.990029,2026-09-19 16:24:08.024937,0 days 00:00:00.034908,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.20860844343931584,2026-09-19 16:24:08.024937,2026-09-19 16:24:10.153384,0 days 00:00:02.128447,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.09770114942528736,2026-09-19 16:24:10.153384,2026-09-19 16:24:10.185374,0 days 00:00:00.031990,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 16:24:10.185374,2026-09-19 16:24:10.208574,0 days 00:00:00.023200,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.23020451949990067,2026-09-19 16:24:10.208574,2026-09-19 16:24:10.793072,0 days 00:00:00.584498,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 16:24:10.793072,2026-09-19 16:24:10.798070,0 days 00:00:00.004998,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.1984466207888604,2026-09-19 16:24:10.798070,2026-09-19 16:24:15.385917,0 days 00:00:04.587847,1.452824663751602,0.21233911067827616,,,COMPLETE
8,0.09770114942528736,2026-09-19 16:24:15.385917,2026-09-19 16:24:15.392920,0 days 00:00:00.007003,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.09770114942528736,2026-09-19 16:24:15.392920,2026-09-19 16:24:15.399925,0 days 00:00:00.007005,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.23312213744606686,2026-09-19 16:24:15.399925,2026-09-19 16:24:15.623563,0 days 00:00:00.223638,0.024720782997502744,0.17102773421218476,,"{""C"": 0.024720782997502744, ""l1_ratio"": 0.17102773421218476}",COMPLETE
11,0.21911252894074612,2026-09-19 16:24:15.623563,2026-09-19 16:24:16.029622,0 days 00:00:00.406059,0.0439858802588136,0.07254133181697826,,"{""C"": 0.0439858802588136, ""l1_ratio"": 0.07254133181697826}",COMPLETE
12,0.23532887693051738,2026-09-19 16:24:16.029622,2026-09-19 16:24:16.326988,0 days 00:00:00.297366,0.037425032486462076,0.3538235887368425,,"{""C"": 0.037425032486462076, ""l1_ratio"": 0.3538235887368425}",COMPLETE
13,0.2336332598222542,2026-09-19 16:24:16.326988,2026-09-19 16:24:16.349055,0 days 00:00:00.022067,0.0164017833859248,0.40738890170808584,,"{""C"": 0.0164017833859248, ""l1_ratio"": 0.40738890170808584}",PRUNED
14,0.2276163903889084,2026-09-19 16:24:16.349055,2026-09-19 16:24:16.468568,0 days 00:00:00.119513,0.0015587380260737027,0.01989598566821004,,"{""C"": 0.0015587380260737027, ""l1_ratio"": 0.01989598566821004}",COMPLETE
15,0.25370603574826794,2026-09-19 16:24:16.468568,2026-09-19 16:24:16.700378,0 days 00:00:00.231810,0.2290031303814045,0.2621337646767261,,"{""C"": 0.2290031303814045, ""l1_ratio"": 0.2621337646767261}",PRUNED
16,0.09770114942528736,2026-09-19 16:24:16.700378,2026-09-19 16:24:16.706401,0 days 00:00:00.006023,0.00011638142281027642,0.4651488443162874,,"{""C"": 0.00011638142281027642, ""l1_ratio"": 0.4651488443162874}",PRUNED
