number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.23329900447755136,2026-09-19 16:24:20.323171,2026-09-19 16:24:23.303753,0 days 00:00:02.980582,0.5191717517863852,0.6612169977120016,"{'C': 0.5191717517863852, 'l1_ratio': 0.6612169977120016}",,COMPLETE
1,0.09770114942528736,2026-09-19 16:24:23.303753,2026-09-19 16:24:23.397133,0 days 00:00:00.093380,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.23402663464203122,2026-09-19 16:24:23.397133,2026-09-19 16:24:26.655341,0 days 00:00:03.258208,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.09770114942528736,2026-09-19 16:24:26.655341,2026-09-19 16:24:26.692387,0 days 00:00:00.037046,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 16:24:26.692387,2026-09-19 16:24:26.721340,0 days 00:00:00.028953,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.24178159512880687,2026-09-19 16:24:26.721340,2026-09-19 16:24:27.344728,0 days 00:00:00.623388,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 16:24:27.344728,2026-09-19 16:24:27.349729,0 days 00:00:00.005001,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.22460843183054102,2026-09-19 16:24:27.349729,2026-09-19 16:24:32.471717,0 days 00:00:05.121988,1.452824663751602,0.21233911067827616,,,COMPLETE
8,0.09770114942528736,2026-09-19 16:24:32.471717,2026-09-19 16:24:32.479816,0 days 00:00:00.008099,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.09770114942528736,2026-09-19 16:24:32.479816,2026-09-19 16:24:32.486793,0 days 00:00:00.006977,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.26513449195169864,2026-09-19 16:24:32.486793,2026-09-19 16:24:32.562507,0 days 00:00:00.075714,0.05456248170220447,0.2487484494848381,,"{""C"": 0.05456248170220447, ""l1_ratio"": 0.2487484494848381}",PRUNED
11,0.2246657685536367,2026-09-19 16:24:32.562507,2026-09-19 16:24:38.554679,0 days 00:00:05.992172,2.100311694956912,0.9695371107878656,,"{""C"": 2.100311694956912, ""l1_ratio"": 0.9695371107878656}",COMPLETE
12,0.2675707913326865,2026-09-19 16:24:38.554679,2026-09-19 16:24:38.752196,0 days 00:00:00.197517,0.1240799306137886,0.7769698983442714,,"{""C"": 0.1240799306137886, ""l1_ratio"": 0.7769698983442714}",PRUNED
13,0.21880445909112684,2026-09-19 16:24:38.752196,2026-09-19 16:24:46.443844,0 days 00:00:07.691648,5.655072329586335,0.7331983444045204,,"{""C"": 5.655072329586335, ""l1_ratio"": 0.7331983444045204}",COMPLETE
14,0.2175470576820666,2026-09-19 16:24:46.443844,2026-09-19 16:24:54.013490,0 days 00:00:07.569646,6.335049340582931,0.5087152021169978,,"{""C"": 6.335049340582931, ""l1_ratio"": 0.5087152021169978}",COMPLETE
15,0.2649508709449637,2026-09-19 16:24:54.013490,2026-09-19 16:24:54.093438,0 days 00:00:00.079948,0.11924869028616461,0.4553153324354955,,"{""C"": 0.11924869028616461, ""l1_ratio"": 0.4553153324354955}",PRUNED
16,0.09770114942528736,2026-09-19 16:24:54.093438,2026-09-19 16:24:54.099460,0 days 00:00:00.006022,0.00011638142281027642,0.4651488443162874,,"{""C"": 0.00011638142281027642, ""l1_ratio"": 0.4651488443162874}",PRUNED
17,0.23165882112997935,2026-09-19 16:24:54.099460,2026-09-19 16:24:57.411461,0 days 00:00:03.312001,0.7992391875813805,0.5471871464312082,,"{""C"": 0.7992391875813805, ""l1_ratio"": 0.5471871464312082}",COMPLETE
18,0.09770114942528736,2026-09-19 16:24:57.411461,2026-09-19 16:24:57.421073,0 days 00:00:00.009612,0.0076534296439572155,0.7363140755990418,,"{""C"": 0.0076534296439572155, ""l1_ratio"": 0.7363140755990418}",PRUNED
19,0.19873419416802976,2026-09-19 16:24:57.421073,2026-09-19 16:24:57.466568,0 days 00:00:00.045495,0.044562545801564796,0.9385351803930071,,"{""C"": 0.044562545801564796, ""l1_ratio"": 0.9385351803930071}",PRUNED
20,0.09770114942528736,2026-09-19 16:24:57.466568,2026-09-19 16:24:57.475567,0 days 00:00:00.008999,0.0015861085846054562,0.34783694408780313,,"{""C"": 0.0015861085846054562, ""l1_ratio"": 0.34783694408780313}",PRUNED
21,0.21308096868259513,2026-09-19 16:24:57.475567,2026-09-19 16:24:57.514566,0 days 00:00:00.038999,0.031057502334695813,0.5622780248435728,,"{""C"": 0.031057502334695813, ""l1_ratio"": 0.5622780248435728}",PRUNED
22,0.2329437860923876,2026-09-19 16:24:57.514566,2026-09-19 16:25:00.052925,0 days 00:00:02.538359,0.6001630229303921,0.6699434771079349,,"{""C"": 0.6001630229303921, ""l1_ratio"": 0.6699434771079349}",COMPLETE
23,0.21969665072835237,2026-09-19 16:25:00.052925,2026-09-19 16:25:06.679967,0 days 00:00:06.627042,4.591740512323687,0.09736015645089524,,"{""C"": 4.591740512323687, ""l1_ratio"": 0.09736015645089524}",COMPLETE
24,0.23123819970164944,2026-09-19 16:25:06.679967,2026-09-19 16:25:09.591850,0 days 00:00:02.911883,0.7509786298550133,0.411499526831665,,"{""C"": 0.7509786298550133, ""l1_ratio"": 0.411499526831665}",COMPLETE
25,0.2155482846502132,2026-09-19 16:25:09.591850,2026-09-19 16:25:20.275557,0 days 00:00:10.683707,9.383082214511886,0.3774942853855177,,"{""C"": 9.383082214511886, ""l1_ratio"": 0.3774942853855177}",COMPLETE
26,0.27326521612416993,2026-09-19 16:25:20.275557,2026-09-19 16:25:21.086321,0 days 00:00:00.810764,0.45780736460679616,0.3002593442986344,,"{""C"": 0.45780736460679616, ""l1_ratio"": 0.3002593442986344}",PRUNED
27,0.26674231540713145,2026-09-19 16:25:21.086321,2026-09-19 16:25:21.249440,0 days 00:00:00.163119,0.09566732104800355,0.5648745904837504,,"{""C"": 0.09566732104800355, ""l1_ratio"": 0.5648745904837504}",PRUNED
28,0.14009652089298247,2026-09-19 16:25:21.249440,2026-09-19 16:25:21.279549,0 days 00:00:00.030109,0.01419770646375043,0.6542817076494655,,"{""C"": 0.01419770646375043, ""l1_ratio"": 0.6542817076494655}",PRUNED
29,0.2246505810750829,2026-09-19 16:25:21.279549,2026-09-19 16:25:28.376290,0 days 00:00:07.096741,1.9149325455317823,0.6010248299044285,,"{""C"": 1.9149325455317823, ""l1_ratio"": 0.6010248299044285}",COMPLETE
