number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.27915812613016733,2026-09-19 16:23:22.812670,2026-09-19 16:23:23.057153,0 days 00:00:00.244483,0.004924406851833448,0.02561621916740343,"{'C': 0.004924406851833448, 'l1_ratio': 0.02561621916740343}",,COMPLETE
1,0.09770114942528736,2026-09-19 16:23:23.057153,2026-09-19 16:23:23.101612,0 days 00:00:00.044459,0.0074593432857265485,0.9507143064099162,,,COMPLETE
2,0.2531509665324991,2026-09-19 16:23:23.101612,2026-09-19 16:23:25.208842,0 days 00:00:02.107230,0.4570563099801455,0.5986584841970366,,,COMPLETE
3,0.09770114942528736,2026-09-19 16:23:25.208842,2026-09-19 16:23:25.248661,0 days 00:00:00.039819,0.0006026889128682511,0.15599452033620265,,,COMPLETE
4,0.09770114942528736,2026-09-19 16:23:25.248661,2026-09-19 16:23:25.278213,0 days 00:00:00.029552,0.00019517224641449495,0.8661761457749352,,,COMPLETE
5,0.26845098302237935,2026-09-19 16:23:25.278213,2026-09-19 16:23:25.830206,0 days 00:00:00.551993,0.10129197956845731,0.7080725777960455,,,COMPLETE
6,0.09770114942528736,2026-09-19 16:23:25.830206,2026-09-19 16:23:25.835206,0 days 00:00:00.005000,0.00012674255898937226,0.9699098521619943,,,PRUNED
7,0.23816724468911823,2026-09-19 16:23:25.835206,2026-09-19 16:23:30.107424,0 days 00:00:04.272218,1.452824663751602,0.21233911067827616,,,COMPLETE
8,0.09770114942528736,2026-09-19 16:23:30.108423,2026-09-19 16:23:30.116438,0 days 00:00:00.008015,0.0008111941985431928,0.18340450985343382,,,PRUNED
9,0.09770114942528736,2026-09-19 16:23:30.116438,2026-09-19 16:23:30.129955,0 days 00:00:00.013517,0.0033205591037519565,0.5247564316322378,,,PRUNED
10,0.2733102297399916,2026-09-19 16:23:30.129955,2026-09-19 16:23:30.417992,0 days 00:00:00.288037,0.02461722009307664,0.1713042803311789,,"{""C"": 0.02461722009307664, ""l1_ratio"": 0.1713042803311789}",COMPLETE
11,0.2679381433164089,2026-09-19 16:23:30.417992,2026-09-19 16:23:30.774059,0 days 00:00:00.356067,0.042883465324641094,0.07564218517625423,,"{""C"": 0.042883465324641094, ""l1_ratio"": 0.07564218517625423}",COMPLETE
12,0.27045393901469633,2026-09-19 16:23:30.774059,2026-09-19 16:23:30.995095,0 days 00:00:00.221036,0.03728947945633697,0.3540110625873355,,"{""C"": 0.03728947945633697, ""l1_ratio"": 0.3540110625873355}",COMPLETE
13,0.2715033685231324,2026-09-19 16:23:30.995095,2026-09-19 16:23:31.117749,0 days 00:00:00.122654,0.011449587285846332,0.2504461685988535,,"{""C"": 0.011449587285846332, ""l1_ratio"": 0.2504461685988535}",COMPLETE
14,0.27683847914636905,2026-09-19 16:23:31.117749,2026-09-19 16:23:31.228521,0 days 00:00:00.110772,0.0015270660848962095,0.01539405563604557,,"{""C"": 0.0015270660848962095, ""l1_ratio"": 0.01539405563604557}",COMPLETE
15,0.3158145115309944,2026-09-19 16:23:31.228521,2026-09-19 16:23:31.249664,0 days 00:00:00.021143,0.0014591475529370926,0.04709399541812535,,"{""C"": 0.0014591475529370926, ""l1_ratio"": 0.04709399541812535}",PRUNED
16,0.289019177604632,2026-09-19 16:23:31.249664,2026-09-19 16:23:31.688534,0 days 00:00:00.438870,0.4920709465227078,0.04884824822442013,,"{""C"": 0.4920709465227078, ""l1_ratio"": 0.04884824822442013}",PRUNED
17,0.09770114942528736,2026-09-19 16:23:31.688534,2026-09-19 16:23:31.694553,0 days 00:00:00.006019,0.00039871102631091693,0.5134282208417436,,"{""C"": 0.00039871102631091693, ""l1_ratio"": 0.5134282208417436}",PRUNED
18,0.09770114942528736,2026-09-19 16:23:31.694553,2026-09-19 16:23:31.703552,0 days 00:00:00.008999,0.0001761100046371704,0.03636539634875465,,"{""C"": 0.0001761100046371704, ""l1_ratio"": 0.03636539634875465}",PRUNED
19,0.2645498699041668,2026-09-19 16:23:31.703552,2026-09-19 16:23:31.723269,0 days 00:00:00.019717,0.0033014882773495713,0.20870821062942935,,"{""C"": 0.0033014882773495713, ""l1_ratio"": 0.20870821062942935}",PRUNED
20,0.09770114942528736,2026-09-19 16:23:31.723269,2026-09-19 16:23:31.732291,0 days 00:00:00.009022,0.0015861085846054562,0.34783694408780313,,"{""C"": 0.0015861085846054562, ""l1_ratio"": 0.34783694408780313}",PRUNED
21,0.2802416492037146,2026-09-19 16:23:31.732291,2026-09-19 16:23:31.933523,0 days 00:00:00.201232,0.0034765048910770625,0.003491833601651567,,"{""C"": 0.0034765048910770625, ""l1_ratio"": 0.003491833601651567}",COMPLETE
22,0.2787668338400109,2026-09-19 16:23:31.933523,2026-09-19 16:23:32.098648,0 days 00:00:00.165125,0.006831825646546593,0.04390658204726545,,"{""C"": 0.006831825646546593, ""l1_ratio"": 0.04390658204726545}",COMPLETE
23,0.2777176227098072,2026-09-19 16:23:32.098648,2026-09-19 16:23:32.285364,0 days 00:00:00.186716,0.009546792730301927,0.05127544723448456,,"{""C"": 0.009546792730301927, ""l1_ratio"": 0.05127544723448456}",COMPLETE
24,0.09770114942528736,2026-09-19 16:23:32.285364,2026-09-19 16:23:32.291362,0 days 00:00:00.005998,0.0001354691550509874,0.24145138866295085,,"{""C"": 0.0001354691550509874, ""l1_ratio"": 0.24145138866295085}",PRUNED
25,0.30978231596823114,2026-09-19 16:23:32.291362,2026-09-19 16:23:32.525214,0 days 00:00:00.233852,0.2579572284421287,0.3255189459879378,,"{""C"": 0.2579572284421287, ""l1_ratio"": 0.3255189459879378}",PRUNED
26,0.32445462000858283,2026-09-19 16:23:32.525214,2026-09-19 16:23:32.598030,0 days 00:00:00.072816,0.036991593267521494,0.006644860935849359,,"{""C"": 0.036991593267521494, ""l1_ratio"": 0.006644860935849359}",PRUNED
27,0.2739855872030636,2026-09-19 16:23:32.598030,2026-09-19 16:23:32.707056,0 days 00:00:00.109026,0.004379190941421519,0.09849752918673106,,"{""C"": 0.004379190941421519, ""l1_ratio"": 0.09849752918673106}",COMPLETE
28,0.27209603448109687,2026-09-19 16:23:32.707056,2026-09-19 16:23:34.115447,0 days 00:00:01.408391,9.551743658898701,0.4247929610827382,,"{""C"": 9.551743658898701, ""l1_ratio"": 0.4247929610827382}",PRUNED
29,0.3145565999451987,2026-09-19 16:23:34.115447,2026-09-19 16:23:34.133526,0 days 00:00:00.018079,0.0004622025839332251,0.008327330240444658,,"{""C"": 0.0004622025839332251, ""l1_ratio"": 0.008327330240444658}",PRUNED
