number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
0,0.20691540776590633,2026-09-19 16:39:14.754034,2026-09-19 16:39:16.187261,0 days 00:00:01.433227,0.9790801399768877,0.019701118602783466,2,483,3.6912026372296363,1.719217927487555,0.8950923086598747,"{'n_estimators': 483, 'learning_rate': 0.019701118602783466, 'max_depth': 2, 'subsample': 0.8950923086598747, 'colsample_bytree': 0.9790801399768877, 'reg_alpha': 3.6912026372296363, 'reg_lambda': 1.719217927487555}",,COMPLETE
1,0.19211889264308105,2026-09-19 16:39:16.187261,2026-09-19 16:39:18.247198,0 days 00:00:02.059937,0.5780093202212182,0.2536999076681772,9,574,0.7799726016810132,0.2904180608409973,0.8394633936788146,,,COMPLETE
2,0.18993866593157555,2026-09-19 16:39:18.247198,2026-09-19 16:39:22.492925,0 days 00:00:04.245727,0.9849549260809971,0.07725378389307355,9,1067,4.162213204002109,1.0616955533913808,0.608233797718321,,,COMPLETE
3,0.20691224377611767,2026-09-19 16:39:22.492925,2026-09-19 16:39:24.351885,0 days 00:00:01.858960,0.7159725093210578,0.018659959624904916,4,382,1.4561457009902097,3.0592644736118975,0.8099025726528951,,,COMPLETE
4,0.20054811714384374,2026-09-19 16:39:24.351885,2026-09-19 16:39:27.349742,0 days 00:00:02.997857,0.8925879806965068,0.027010527749605478,5,339,0.9983689107917987,2.571172192068058,0.7824279936868144,,,COMPLETE
5,0.19643665856964576,2026-09-19 16:39:27.349742,2026-09-19 16:39:28.617497,0 days 00:00:01.267755,0.5325257964926398,0.011711509955524094,8,793,4.7444276862666666,4.828160165372797,0.6682096494749166,,,PRUNED
6,0.20423262231112374,2026-09-19 16:39:28.617497,2026-09-19 16:39:29.157125,0 days 00:00:00.539628,0.7200762468698007,0.028180680291847244,2,1009,0.6101911742238941,2.475884550556351,0.8736932106048627,,,PRUNED
7,0.17384544558716566,2026-09-19 16:39:29.157125,2026-09-19 16:39:29.333090,0 days 00:00:00.175965,0.6558555380447055,0.22038218939289875,4,234,2.600340105889054,2.7335513967163982,0.8650089137415928,,,PRUNED
8,0.17283687228640265,2026-09-19 16:39:29.333090,2026-09-19 16:39:29.654384,0 days 00:00:00.321294,0.9474136752138245,0.27051668818999286,10,385,2.9894998940554256,4.609371175115584,0.9757995766256756,,,PRUNED
9,0.1934917211597909,2026-09-19 16:39:29.654384,2026-09-19 16:39:29.768781,0 days 00:00:00.114397,0.6943386448447411,0.01947558230629543,1,288,1.3567451588694794,4.143687545759647,0.7301321323053057,,,PRUNED
10,0.1927186373587929,2026-09-19 16:39:29.768781,2026-09-19 16:39:30.394963,0 days 00:00:00.626182,0.9851869098489393,0.011493282540605405,4,572,2.357856305629575,4.8963388389716,0.9763723770217904,,"{""colsample_bytree"": 0.9851869098489393, ""learning_rate"": 0.011493282540605405, ""max_depth"": 4, ""n_estimators"": 572, ""reg_alpha"": 2.357856305629575, ""reg_lambda"": 4.8963388389716, ""subsample"": 0.9763723770217904}",PRUNED
11,0.18883232115401608,2026-09-19 16:39:30.394963,2026-09-19 16:39:30.925720,0 days 00:00:00.530757,0.8764376598309683,0.01816305972907822,4,540,3.9432359067945217,2.2671498244356076,0.9160646427273411,,"{""colsample_bytree"": 0.8764376598309683, ""learning_rate"": 0.01816305972907822, ""max_depth"": 4, ""n_estimators"": 540, ""reg_alpha"": 3.9432359067945217, ""reg_lambda"": 2.2671498244356076, ""subsample"": 0.9160646427273411}",PRUNED
12,0.2015368417170297,2026-09-19 16:39:30.925720,2026-09-19 16:39:31.451429,0 days 00:00:00.525709,0.7153975893070201,0.011773827811847229,5,349,1.7052318026896565,4.605272309086642,0.837661261359473,,"{""colsample_bytree"": 0.7153975893070201, ""learning_rate"": 0.011773827811847229, ""max_depth"": 5, ""n_estimators"": 349, ""reg_alpha"": 1.7052318026896565, ""reg_lambda"": 4.605272309086642, ""subsample"": 0.837661261359473}",PRUNED
13,0.2018571766128519,2026-09-19 16:39:31.451429,2026-09-19 16:39:31.665811,0 days 00:00:00.214382,0.6929877836279281,0.06265633407706192,2,379,4.846791694639548,1.2706315020382692,0.8917720665959128,,"{""colsample_bytree"": 0.6929877836279281, ""learning_rate"": 0.06265633407706192, ""max_depth"": 2, ""n_estimators"": 379, ""reg_alpha"": 4.846791694639548, ""reg_lambda"": 1.2706315020382692, ""subsample"": 0.8917720665959128}",PRUNED
14,0.19203436508502236,2026-09-19 16:39:31.665811,2026-09-19 16:39:31.818088,0 days 00:00:00.152277,0.8086328581024688,0.013344033938703165,1,373,2.7224395054296857,2.2920920154351863,0.7918280111104479,,"{""colsample_bytree"": 0.8086328581024688, ""learning_rate"": 0.013344033938703165, ""max_depth"": 1, ""n_estimators"": 373, ""reg_alpha"": 2.7224395054296857, ""reg_lambda"": 2.2920920154351863, ""subsample"": 0.7918280111104479}",PRUNED
